A	B	nOverlap
epithelial tube formation	mesonephric epithelium development	2
epithelial tube formation	mesonephric tubule development	2
epithelial tube formation	mesonephros development	2
epithelial tube formation	mesoderm development	4
epithelial tube formation	eye development	3
epithelial tube formation	visual system development	3
epithelial tube formation	sensory system development	3
epithelial tube formation	appendage morphogenesis	2
epithelial tube formation	limb morphogenesis	2
epithelial tube formation	nephron morphogenesis	2
epithelial tube formation	regulation of cell development	3
epithelial tube formation	retina development in camera-type eye	2
epithelial tube formation	negative regulation of neuron differentiation	2
epithelial tube formation	blood vessel development	3
epithelial tube formation	regulation of transcription regulatory region DNA binding	2
epithelial tube formation	kidney epithelium development	3
epithelial tube formation	embryonic limb morphogenesis	2
epithelial tube formation	embryonic appendage morphogenesis	2
epithelial tube formation	sensory organ development	3
epithelial tube formation	metanephros development	3
epithelial tube formation	neural tube formation	6
epithelial tube formation	negative regulation of DNA binding	2
epithelial tube formation	negative regulation of DNA-binding transcription factor activity	2
epithelial tube formation	negative regulation of binding	2
epithelial tube formation	intraciliary anterograde transport	2
epithelial tube formation	placenta development	3
epithelial tube formation	positive regulation of programmed cell death	2
epithelial tube formation	intraciliary transport	2
epithelial tube formation	kidney morphogenesis	2
epithelial tube formation	heart development	7
epithelial tube formation	cardiocyte differentiation	2
epithelial tube formation	appendage development	2
epithelial tube formation	limb development	2
epithelial tube formation	embryonic morphogenesis	9
epithelial tube formation	chemotaxis	3
epithelial tube formation	taxis	3
epithelial tube formation	cardiac septum morphogenesis	2
epithelial tube formation	cell morphogenesis involved in neuron differentiation	3
epithelial tube formation	axonogenesis	3
epithelial tube formation	primary neural tube formation	5
epithelial tube formation	nephron development	3
epithelial tube formation	embryonic organ morphogenesis	5
epithelial tube formation	camera-type eye development	3
epithelial tube formation	neural crest cell migration	2
epithelial tube formation	cardiac septum development	3
epithelial tube formation	regulation of nervous system development	2
epithelial tube formation	stem cell development	2
epithelial tube formation	regulation of binding	2
epithelial tube formation	ventricular cardiac muscle tissue development	2
epithelial tube formation	mesenchymal cell migration	2
epithelial tube formation	positive regulation of cell death	2
epithelial tube formation	odontogenesis of dentin-containing tooth	2
epithelial tube formation	positive regulation of apoptotic process	2
epithelial tube formation	neural crest cell differentiation	2
epithelial tube formation	dendrite	2
epithelial tube formation	dendritic tree	2
epithelial tube formation	intraciliary transport particle	2
epithelial tube formation	intraciliary transport particle B	2
epithelial tube formation	DNA-binding transcription repressor activity, RNA polymerase II-specific	2
epithelial tube formation	DNA-binding transcription repressor activity	2
epithelial tube formation	DNA-binding transcription activator activity, RNA polymerase II-specific	3
epithelial tube formation	DNA-binding transcription activator activity	3
vascular endothelial growth factor signaling pathway	negative regulation of MAPK cascade	3
vascular endothelial growth factor signaling pathway	blood vessel development	3
vascular endothelial growth factor signaling pathway	negative regulation of sprouting angiogenesis	2
vascular endothelial growth factor signaling pathway	cellular response to vascular endothelial growth factor stimulus	4
vascular endothelial growth factor signaling pathway	cellular response to growth factor stimulus	4
vascular endothelial growth factor signaling pathway	regulation of cellular response to growth factor stimulus	4
vascular endothelial growth factor signaling pathway	regulation of sprouting angiogenesis	2
vascular endothelial growth factor signaling pathway	regulation of protein kinase B signaling	2
vascular endothelial growth factor signaling pathway	regulation of Ras protein signal transduction	2
vascular endothelial growth factor signaling pathway	chemotaxis	2
vascular endothelial growth factor signaling pathway	taxis	2
vascular endothelial growth factor signaling pathway	blood vessel morphogenesis	3
vascular endothelial growth factor signaling pathway	protein kinase B signaling	2
morphogenesis of embryonic epithelium	epithelial tube morphogenesis	9
morphogenesis of embryonic epithelium	regionalization	4
morphogenesis of embryonic epithelium	pattern specification process	6
morphogenesis of embryonic epithelium	tube formation	9
morphogenesis of embryonic epithelium	cell differentiation involved in embryonic placenta development	2
morphogenesis of embryonic epithelium	ureteric bud development	2
morphogenesis of embryonic epithelium	mesonephric epithelium development	2
morphogenesis of embryonic epithelium	mesonephric tubule development	2
morphogenesis of embryonic epithelium	mesonephros development	2
morphogenesis of embryonic epithelium	mesoderm development	4
morphogenesis of embryonic epithelium	eye development	3
morphogenesis of embryonic epithelium	visual system development	3
morphogenesis of embryonic epithelium	sensory system development	3
morphogenesis of embryonic epithelium	appendage morphogenesis	2
morphogenesis of embryonic epithelium	limb morphogenesis	2
morphogenesis of embryonic epithelium	nephron morphogenesis	2
morphogenesis of embryonic epithelium	regulation of cell development	3
morphogenesis of embryonic epithelium	retina development in camera-type eye	2
morphogenesis of embryonic epithelium	negative regulation of neuron differentiation	2
morphogenesis of embryonic epithelium	blood vessel development	3
morphogenesis of embryonic epithelium	regulation of transcription regulatory region DNA binding	2
morphogenesis of embryonic epithelium	kidney epithelium development	3
morphogenesis of embryonic epithelium	embryonic limb morphogenesis	2
morphogenesis of embryonic epithelium	embryonic appendage morphogenesis	2
morphogenesis of embryonic epithelium	sensory organ development	3
morphogenesis of embryonic epithelium	metanephros development	3
morphogenesis of embryonic epithelium	neural tube formation	6
