"K562_111_S31"	"K562_119_S32"	"K562_S30"	"MOLM13_108_S28"	"MOLM13_115_S29"	"MOLM13_S27"	"TUH162_S40"	"TUH167_S35"	"TUH215_S34"	"TUH219_S33"	"TUH90_S41"	"TUH93_S37"	"TUH96.METAML_S39"	"TUH96.VDM_S38"	"TUH99_S36"
"ENSG00000142207"	16662	22740	21055	4962	6433	456	1257	1669	1054	4761	1159	1494	1521	1988	1276
"ENSG00000142208"	3689	4468	4959	4407	6332	382	5774	1831	3509	6966	4152	7036	3761	2831	3030
"ENSG00000142224"	1	3	0	0	1	13	0	9	22	0	0	0	0	0	0
"ENSG00000142227"	4934	6124	7248	5682	7137	341	4560	555	1439	2643	3711	3882	3262	1125	1775
"ENSG00000142230"	7527	9244	8746	8512	11186	613	1244	847	1166	3765	1927	703	815	787	1229
"ENSG00000142233"	6	2	0	0	0	0	15	20	0	2	13	32	21	22	6
"ENSG00000142235"	255	534	644	2	14	0	24	28	2	38	4	21	5	6	10
"ENSG00000142252"	1417	1531	1491	727	978	72	219	138	199	477	313	305	309	295	316
"ENSG00000142273"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000142279"	95	53	41	48	42	9	14	10	13	14	6	13	12	17	8
"ENSG00000142303"	294	319	359	286	168	11	12	76	7	149	24	31	94	101	319
"ENSG00000142319"	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0
"ENSG00000142327"	2966	3343	2861	2471	2667	155	2663	1467	2440	6500	2781	1597	3002	1348	950
"ENSG00000142330"	814.06	582	694	512	779	82	688.66	637.44	739	588	474.56	798.45	576.48	559.23	407.23
"ENSG00000142347"	661	779	993	14814	19885	875	5004	5017	4156	9237	6317	5578	5286	3013	5851
"ENSG00000142396"	3941.42	3351.56	3330.5	1336.12	1867.04	209	727.3	861.73	157.76	720.77	662.09	1526.94	608.18	1097.34	907.21
"ENSG00000142405"	11	3	0	257	159	8	3	48	93	71	166	87	59	35	166
"ENSG00000142408"	35	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000142409"	3804	4253	4221	1846	2538	468	1994	656	1261	2499	1299	1420	1429	853	812
"ENSG00000142444"	802	852	733	624	792	379	400	147	940	477	257	205	311	248	171
"ENSG00000142449"	4	1	5	0	0	0	1	0	0	0	0	15	0	0	1
"ENSG00000142453"	4556	7492	8352	2954	4682	334	954	584	695	2463	1000	663	805	559	747
"ENSG00000142459"	307	121	113	311	427	79	246	185	110	339	248	321	449	225	291
"ENSG00000142484"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000142494"	3	0	0	0	0	46	0	0	0	15	2	1	0	0	14
"ENSG00000142507"	3127	3380	3443	1884	2726	334	800	153	517	1225	775	603	679	449	453
"ENSG00000142511"	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000142512"	44	1	11	149	347	0	37	123	550	187	604	169	123	71	158
"ENSG00000142513"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000142515"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000142528"	5118	2913	2589	1572	1574	164	215	309	140	881	143	189	392	349	208
"ENSG00000142530"	39	24	17	0	0	0	25	16	0	7	4	1	47	22	0
"ENSG00000142534"	20688	21662	29248	27672	36234	8243	18457	5933	3012	23855	10391	11868	13715	8102	15031
"ENSG00000142538"	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000142539"	0	0	13.97	11.14	0	0	0	0	0	0	0	0.28	0	4.06	0
"ENSG00000142541"	62773	71429	83356	97238	122120	9962	58185	18460	14225	98317	44470	37579	37874	26488.01	35800
"ENSG00000142544"	897	638	684	266	503	256	111	107	290	351	96	110	119	78	122
"ENSG00000142546"	2917	3225	3153	1394	1967	230	518	247	279	1062	453	733	496	290	689
"ENSG00000142549"	5	0	1	0	0	0	23	0	9	0	6	0	1	0	0
"ENSG00000142552"	90	163	187	30	24	15	0	4	9	1	3	12	0	0	13
"ENSG00000142556"	1602	1430	1363	619	661	49	422	226	56	537	216	286	355	299	179
"ENSG00000142583"	5	0	2	1557	2054	198	798	802	573	8007	1735	1650	1627	1680	3688
"ENSG00000142599"	4750	3663	4095	2424	1569	375	2593	3082	1152	5834	2198	2949	3103	2126	2659
"ENSG00000142606"	1	0	0	2	0	0	27	0	0	15	62	74	11	9	113
"ENSG00000142609"	5	0	1	0	5	0	0	0	0	0	0	1	0	0	0
"ENSG00000142611"	38	0	1	0	0	0	1938	605	0	401	2242	1597	2875	1528	6
"ENSG00000142615"	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000142619"	2	0	0	0	0	0	0	3	0	1	32	15	13	2	1
"ENSG00000142621"	114	52	54	0	0	0	52	3	0	2	4	27	0	0	0
"ENSG00000142623"	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
"ENSG00000142627"	16	5	10	0	0	0	6	1	0	5	0	0	0	1	4
"ENSG00000142632"	232	280	394	212	294	18	277	177	40	365	170	279	170	127	138
"ENSG00000142634"	5088	4573	5483	4481	7091	731	5183	3642	8233	7958	5787	3661	3848	1873	3013
"ENSG00000142655"	1632	1416	1774	789	1310	152	520	269	614	1014	412	385	588	349	450
"ENSG00000142657"	16808	19199	21960	11547	18534	868	9519	2928	3430	18389	8640	4606	6018	3906	3285
"ENSG00000142661"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000142669"	3257	1520	2683	2882	5090	513	12316	2818	4148	7486	6147	2580	8203	3389	1914
"ENSG00000142675"	158	43	50	0	2	0	33	37	0	37	11	23	10	51	21
"ENSG00000142676"	5780	6265	7668	8611	9609	4490	7565	3205	2730	8105	3739	3704	5181	4003	3972
"ENSG00000142677"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000142684"	2041	2525	2504	1012	1556	160	368	119	281	326	317	462	202	200	245
"ENSG00000142686"	962	1210	1308	188	204	13	698	651	449	1322	656	770	725	708	394
"ENSG00000142687"	2239	2367	2671	1331	1839	18	1509	1222	829	2686	1557	1773	1982	1330	1773
"ENSG00000142694"	299	655	714	16	29	29	668	104	275	583	562	767	587	280	247
"ENSG00000142698"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000142700"	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0
"ENSG00000142731"	1409	1997	2019	2255	3192	235	353	382	839	1378	745	259	348	550	529
"ENSG00000142733"	298	619	578	505	794	21	168	122	1456	1182	475	93	151	162	205
"ENSG00000142748"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000142751"	2448	1736	1716	632	898	260	942	476	575	680	629	798	617	611	508
"ENSG00000142765"	55	94	293	990	1456	94	2759	2413	1144	3013	2667	3889	2874	2058	2164
"ENSG00000142784"	3931	3392	3688	2638	3973	106	3438	1646	1460	4607	2314	2284	4191	1758	2125
"ENSG00000142789"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000142794"	206	128	112	0	0	97	613	172	34	512	306	67	341	287	697
"ENSG00000142798"	8634	12040	13669	2081	2540	15	10011	8058	304	22026	3724	2861	11229	3606	1487
"ENSG00000142856"	734	813	946	674	932	71	232	212	102	299	220	281	168	221	308
"ENSG00000142864"	20746	28169.93	28339	24884	31834	3574	7598	5697	4158	21080	7155	5635	7403	6180	5445
"ENSG00000142867"	827	1081	1206	1509	1710	99	1779	348	368	1392	1073	921	1202	629	724
"ENSG00000142871"	68	214	145	0	0	0	2	2	0	4	2	8	4	6	5
"ENSG00000142875"	152	291	139	2675	2522	267	8521	3678	1802	12635	8532	6435	12928	5862	6412
"ENSG00000142892"	1424	2210	2315	2586	3343	127	1889	841	527	3160	2664	1189	1651	836	1743
"ENSG00000142910"	208	96	93	21	38	0	1	0	0	0	2	1	1	1	0
"ENSG00000142920"	53	16	12	6	16	0	30	1	0	2	3	13	8	5	8
"ENSG00000142937"	34715	46942	49715	43152	58467	7345	30887	14065	7759	67205	27530	18609	24621	14454	20204
"ENSG00000142945"	7455	7967	8492	4124	5775	457	75	147	572	527	356	73	42	185	112
"ENSG00000142949"	7495	2787	4927	4	6	0	181	7	6	31	104	104	96	101	16
"ENSG00000142959"	8	0	0	2	1	0	4	6	0	8	4	18	12	10	4
"ENSG00000142961"	353	272	297	187	259	20	304	397	251	596	420	509	706	598	621
"ENSG00000142973"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143001"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143006"	87	6	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143013"	1175	1063	1106	2210	3037	304	578	414	424	1399	31	484	547	340	559
"ENSG00000143028"	486	583	297	0	0	0	2	0	0	0	0	4	0	0	0
"ENSG00000143032"	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143033"	1772	2556	2809	2418	2975	269	2078	1615	534	2470	1431	1237	1550	1439	1870
"ENSG00000143036"	0	1	0	0	0	0	3	2	0	0	0	9	1	0	4
"ENSG00000143061"	2715	3297.99	3467	2	0	0	1	0	0	4	9	10	0	0	2
"ENSG00000143067"	2540	2388	2113	166	427	10	407	127	32	147	2	164	84	64	86
"ENSG00000143079"	492	589	690	279	318	26	414	53	62	321	50	297	6	3	243
"ENSG00000143093"	3707	4330	4344	1569	1820	109	887	658	443	1512	673	1099	1299	910	1013
"ENSG00000143105"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143106"	7801	9557	10818	2529	3211	357	964	440	483	1364	1086	749	987	688	830
"ENSG00000143107"	7	3	1	0	0	0	2	1	0	0	2	1	0	1	0
"ENSG00000143110"	96	23	30	821	835	61	848	474	397	378	1409	738	773	471	500
"ENSG00000143119"	1098	209	1023	4318	5486	193	4333	1551	1514	6630	3354	4967	2959	2396	2890
"ENSG00000143125"	7	2	5	0	0	0	3	0	0	0	0	0	1	0	0
"ENSG00000143126"	12842	15054	13088	346	317	6	15	40	39	432	72	48	41	36	18
"ENSG00000143127"	19	7	3	0	0	0	4	6	13	5	1	16	2	8	5
"ENSG00000143147"	235	202	117	0	0	0	16	12	52	1092	6	4	34	18	71
"ENSG00000143149"	2485	3246	3432	2996	4172	311	1183	609	265	2167	1486	650	843	540	1293
"ENSG00000143153"	263	255	241	341	468	7	3899	557	61	2460	1354	1427	2719	1013	328
"ENSG00000143155"	3147	3743	3915	2831	4039	472	1394	632	523	2444	1525	919	1693	837	892
"ENSG00000143156"	403	629	776	206	368	32	602	294	45	283	769	435	592	486	231
"ENSG00000143157"	4205	6715	5559	5284	6061	517	2582	1314	700	5269	1854	2429	2382	1982	2003
"ENSG00000143158"	2207	2817	4069	1261	1837	277	1407	587	603	1629	1369	1050	1189	649	720
"ENSG00000143162"	11300	13354	12858	1634	2545	460	8602	3322	1209	7054	6549	5486	5454	3502	2103
"ENSG00000143164"	3402	3896	4154	1295	2010	309	1404	964	895	1569	1128	1187	1643	1168	994
"ENSG00000143167"	0	0	0	0	3	24	84	360	52	72	109	61	33	8	706
"ENSG00000143171"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143178"	131	31	61	82	83	5	82	80	35	83	42	101	90	85	69
"ENSG00000143179"	6596	9756	8567	5741	6768	590	1368	1742	446	3841	735	1641	1922	1694	1369
"ENSG00000143183"	8654	10058	9878	3883	5491	596	2129	902	497	3135	2581	1645	2607	1501	1107
"ENSG00000143184"	3	1	4	0	0	0	2	3	0	2	0	0	5	0	0
"ENSG00000143185"	0	0	0	0	0	0	5	0	0	13	0	0	0	0	2
"ENSG00000143190"	6522	6775	7620	4368	4438	372	2099	1978	1030	3296	2075	3358	2702	2490	2042
"ENSG00000143194"	4	0	0	0	0	0	1	20	0	36	57	0	47	22	26
"ENSG00000143195"	102	0	0	0	1	119	82	813	134	3403	1553	90	682	754	587
"ENSG00000143196"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143198"	1483	1792	1672	893	1588	319	1162	1069	675	1391	1374	768	874	562	625
"ENSG00000143199"	8	5	3	1	2	0	9	2	7	1	1	9	4	2	1
"ENSG00000143207"	2657	2870	2879	2021	2464	229	1972	1170	893	2062	1311	1421	1493	1180	1107
"ENSG00000143217"	7	0	1	16	72	0	0	9	16	0	2	0	3	0	1
"ENSG00000143222"	1612	1758	1856	1500	2224	461	1528	413	321	1663	1148	1072	1260	668	622
"ENSG00000143224"	2018	1335	1437	89	133	0	482	225	162	205	330	606	414	333	190
"ENSG00000143226"	949.54	2788.14	5278.83	1816	1901.92	92	140	212	268	1431	510.95	302	134.99	27.79	215
"ENSG00000143228"	1783	1757	2041	1055	1847	285	43	61	449	202	170	76	12	67	108
"ENSG00000143248"	162.3	8.64	7	70.37	64.08	0	31.71	8.78	0	18.35	28.31	17.33	26.86	10	36.26
"ENSG00000143252"	8052	8670	9368	4103	5239	1182	2980	1592	641	5333	3342	2042	3097	2314	1904
"ENSG00000143256"	437	391	541	201	272	198	115	52	145	195	101	62	75	59	62
"ENSG00000143257"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143258"	1125	1338	1371	500	715	47	506	260	265	833	527	469	813	448	350
"ENSG00000143278"	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0
"ENSG00000143294"	4486	5699	5648	2721	3283	680	2268	756	1854	2513	1672	1017	2053	1141	1182
"ENSG00000143297"	1	1	0	0	0	0	8	5	23	201	24	107	4	5	13
"ENSG00000143303"	1601	1091	1114	497	640	75	469	157	195	569	486	446	507	324	269
"ENSG00000143314"	1037	1249	1389	675	1035	318	161	122	202	562	195	269	192	177	355
"ENSG00000143315"	1898	1984	1700	1402	1942	186	948	714	201	557	684	1020	973	1034	659
"ENSG00000143318"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143319"	5443	6042	6372	1915	3305	451	1185	569	380	1539	758	1036	1242	846	837
"ENSG00000143320"	39	13	27	1	0	0	7	3	0	0	0	8	2	1	3
"ENSG00000143321"	23912	37296	38615	14671	19783	2623	8191	5183	5039	17586	9003	5769	6854	4012	5099
"ENSG00000143322"	5986	6778	6366	2832	3049	217	2492	1613	605	4039	1700	1641	2257	2167	1464
"ENSG00000143324"	7046	9380	10243	2353	3614	147	1726	466	423	2356	1930	1027	1330	815	940
"ENSG00000143333"	865	771	374	165	225	250	0	1	21	9	2	2	1	5	3
"ENSG00000143337"	4185	6096	6266	5959	7788	673	3139	1656	1013	6190	3306	2110	3663	2040	2055
"ENSG00000143340"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143341"	77	58	44	2	4	0	11	12	21	2	0	6	5	0	1
"ENSG00000143344"	16	2	5	27	30	0	3	25	4	19	7	1	3	4	15
"ENSG00000143353"	1012	1495	1634	199	319	132	342	434	22	476	302	408	371	364	337
"ENSG00000143355"	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143363"	1567	2274	2736	869	1155	94	485	299	126	1051	342	329	908	415	391
"ENSG00000143365"	2	0	0	5	0	0	2	1	0	0	0	4	1	0	8
"ENSG00000143367"	621	448	325	0	0	7	61	46	0	47	4	31	0	0	9
"ENSG00000143368"	3260	3702	3925	3499	4784	707	2075	668	275	2907	1811	874	2047	1035	789
"ENSG00000143369"	1627	2547	2787	2702	2634	528	224	54	115	83	806	40	401	110	45
"ENSG00000143373"	2631	2779	2805	2006	2521	206	4278	1436	752	3978	2507	3016	3420	1472	2561
"ENSG00000143374"	2122	2246	2697	1469	1914	165	732	330	201	1227	904	733	832	571	578
"ENSG00000143375"	92	17	18	0	2	0	0	5	0	1	0	1	0	0	0
"ENSG00000143376"	3505	4545	3886	4128	5718	392	1687	1753	1395	4574	1920	1220	2082	1566	1641
"ENSG00000143379"	3459	4027	4486	3299	3854	483	2063	1422	427	3244	1519	1676	2998	1636	2048
"ENSG00000143382"	5043	6149	10349	941	1381	190	2376	382	3433	6168	4792	436	935	392	177
"ENSG00000143384"	12041	14655	19525	9120	12527	1847	26289	6804	9838	18810	13873	36851	17690	14149	7533
"ENSG00000143387"	43	41	42	37	37	0	110	63	16	3	57	127	106	126	25
"ENSG00000143390"	1691	1371	1326	3071	3777	307	2740	1447	371	3813	2088	2177	2442	1412	2024
"ENSG00000143393"	5654	5724	5646	2360	3260	396	2839	1399	965	4808	2083	2946	3098	1780	2777
"ENSG00000143398"	2047	2530	2984	2516	3077	200	2339	913	1185	3069	1416	1525	2982	1560	1163
"ENSG00000143401"	7084	9122	9443	10372	14230	1634	3027	1686	2245	5560	3246	1883	1541	1250	2312
"ENSG00000143409"	690	503	718	267	372	174	1320	860	428	897	1131	1569	1415	697	469
"ENSG00000143412"	45	50	51	12	21	0	11	13	0	13	11	8	13	12	6
"ENSG00000143416"	612	1593	971	0	0	0	25	25	0	35	4	75	1	43	503
"ENSG00000143418"	13754	15146	15081	9057	12352	850	7177	2804	2178	12448	6546	5096	6713	3451	4041
"ENSG00000143420"	5316	5438	6729	3121	4918	1001	4174	1503	2288	5000	3572	3014	2996	2044	2338
"ENSG00000143429"	98.25	62.28	65.51	0	0	0	42.17	52.7	0	50.49	14.65	27.55	9.56	17.93	16
"ENSG00000143434"	281	179	266	11	18	15	64	39	7	171	67	86	115	54	26
"ENSG00000143436"	2545	3378	3413	1669	2542	353	1031	328	438	1634	811	610	731	511	546
"ENSG00000143437"	2678	3147	3461	2313	3054	220	3354	1327	660	3615	1951	2326	3979	1761	1477
"ENSG00000143442"	3983	4491	4359	3851	4772	266	3981	2481	866	5834	2803	2674	4875	2978	2427
"ENSG00000143443"	55	64	63	5	3	3	82	13	12	139	32	39	76	36	27
"ENSG00000143450"	24	24	35	6	5	0	3	2	0	3	0	22	2	4	0
"ENSG00000143452"	1	0	0	2	1	0	8	4	0	0	9	20	5	6	7
"ENSG00000143457"	1994	2072	2472	2066	2776	237	723	502	416	2164	795	525	1678	785	783
"ENSG00000143458"	552	478	417	681	795	839	530	578	447	428	475	564	453	523	400
"ENSG00000143469"	27	2	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143473"	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"ENSG00000143476"	6550	7596	8034	4557	6212	358	430	925	387	5484	1131	424	192	870	680
"ENSG00000143479"	6429	6601	7078	231	538	96	84	701	294	928	446	191	500	488	2139
"ENSG00000143486"	3448	4694	4918	1896	2493	251	1777	852	431	3772	1451	1318	1540	1099	1173
"ENSG00000143493"	4881	5600	5657	2510	3218	381	959	924	427	2604	1143	762	1561	1199	823
"ENSG00000143494"	15	15	19	0	0	0	3	2	0	6	3	23	4	3	15
"ENSG00000143498"	598	795	842	175	234	60	47	64	66	93	77	112	131	112	63
"ENSG00000143499"	1416	1672	1762	873	1055	92	494	241	286	582	484	437	598	562	297
"ENSG00000143502"	16	16	28	0	0	0	0	4	0	3	0	3	0	3	0
"ENSG00000143507"	200	314	231	603	685	58	8150	2148	330	4833	4130	7346	4096	1919	2749
"ENSG00000143512"	9	4	5	13	5	0	0	3	0	0	8	12	5	3	1
"ENSG00000143514"	4290	4955	4896	2379	3447	435	3324	1199	786	2595	1887	2162	1965	1469	1073
"ENSG00000143515"	4355	6692	6505	1532	2280	37	1528	744	220	5890	2539	1058	3103	1479	4392
"ENSG00000143520"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143536"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143537"	3503	3614	3909	1783	1913	81	1247	2162	2678	8631	1903	1299	1759	1293	1909
"ENSG00000143543"	6529.5	8387.59	7647.78	3298.02	4693.96	675.68	1743.55	998.05	818	2908.88	1842.88	1583.16	1390.32	1040.04	923.5
"ENSG00000143545"	1478.17	1485.01	1704.88	859.15	1258.04	391.14	1079.42	683.96	558	1689.93	698.4	509.87	1033.84	425.76	170.5
"ENSG00000143546"	0	0	0	1	66	45	24	904	1817	1392	1224	2465	49	111	8804
"ENSG00000143549"	19496	22631	26258	13986	21179	4089	17287	8258.93	11695	30498.21	22501.98	12619.36	15434.08	9840.04	12300
"ENSG00000143552"	1	0	1	0	4	0	4	2	0	3	5	13	3	5	4
"ENSG00000143553"	638	817	899	582	875	108	333	144	23	770	455	391	491	240	362
"ENSG00000143554"	258.84	293.87	235.92	87.79	382.54	102	440.59	123.48	237.07	443.91	579.86	684.36	289.66	193.36	114.64
"ENSG00000143556"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000143569"	11426	14634	15187	10618	13645	1539	3975	3553	1502	7979	3481	3418	4488	2970	3343
"ENSG00000143570"	4646.22	4889.39	5271	2725	4416.13	341	2294	781	1578	3278.52	1755	1614	1871.88	886	1027
"ENSG00000143575"	3999	4184	4481	1981	2946	381	835	294	551	1579	788	613	820	423	665
"ENSG00000143578"	298	290	378	252	321	28	487	311	22	667	260	608	588	306	267
"ENSG00000143590"	359.13	464	579	108	155	0	25	39.22	13	106	19	39	87.63	50	40
"ENSG00000143595"	901	495	432	0	0	0	0	0	0	0	12	0	1	0	3
"ENSG00000143603"	10	0	3	5	4	6	2	4	0	2	2	5	3	1	4
"ENSG00000143612"	8214	9421	8493	7900	10274	1301	3094	1165	1230	5264	2433	1801	2794	1540	1927
"ENSG00000143614"	5896	5772	5730	6149	7358	440	5586	2949	1236	7311	5253	3062	7135	3749	2798
"ENSG00000143621"	15225	22382	24397	11775	16770	1440	4674	2040	884	7473	4212	3495	3280	2471	2643
"ENSG00000143622"	967	774	847	155	409	90	4518	841	228	1839	2239	1759	2796	1146	1030
"ENSG00000143624"	3161.16	3559.13	3113.08	1877.21	2674.46	222	2770.41	2615.52	923.93	1531.09	2202.14	2673.64	3841.34	2639.64	1368.36
"ENSG00000143627"	11045	10529	8893	1	0	0	0	0	0	1	0	2	0	1	2
"ENSG00000143630"	265	263	206	26	119	0	166	58	51	136	147	159	165	99	71
"ENSG00000143631"	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
"ENSG00000143632"	4	0	7	4	3	0	0	0	0	0	0	4	1	2	0
"ENSG00000143633"	803	1368	1334	536	645	200	135	77	63	356	131	171	229	155	170
"ENSG00000143641"	10333	12050	12551	2140	2330	659	3768	2234	2478	7560	3960	3624	4790	3038	2591
"ENSG00000143643"	714	794	690	857	939	65	230	210	244	369	200	322	154	231	207
"ENSG00000143653"	1877	3033	2716	0	0	196	1565	979	662	3373	1665	1368	1437	968	1232
"ENSG00000143669"	1117	740	274	11318	13947	2574	6248	4408	3151	5704	6765	3991	4420	5349	5573
"ENSG00000143674"	113	170	63	14	376	45	24	254	276	1024	2	96	2	3	101
"ENSG00000143702"	3923.35	5571.8	6641.89	5428.94	6816.69	806.96	5082.56	3533.67	1496.31	5182.96	3365.97	3234.99	5991.36	3968.86	3562.03
"ENSG00000143727"	5153	4885	5251	2746	3808	335	2515	938	266	2601	2302	1494	1988	1338	998
"ENSG00000143740"	2747	2402	2509	606	904	170	910	243	226	2059	882	485	619	531	478
"ENSG00000143742"	15365	22796	22753	10301	14770	1707	4049	2415	2083	5874	4027	3350	3345	2635	3521
"ENSG00000143748"	2697	2954	2869	1293	1690	162	657	438	300	681	667	578	633	561	399
"ENSG00000143751"	7926	8998	8745	1966	2488	292	5524	1533	835	4480	3699	2398	1885	1191	2465
"ENSG00000143753"	3544	4271	4171	1005	1454	311	937	804	747	2143	1113	824	1096	693	1313
"ENSG00000143756"	3625	4616	4414	2690	3529	318	1512	569	321	1524	1059	849	1241	956	716
"ENSG00000143761"	29044	32398	35334	12182	18770	1967	13260	3769	3537	14711	10324	7503	8529	4309	6438
"ENSG00000143768"	22	13	14.57	0	5	0	0	0	0	0	0	0	0.6	0	0
"ENSG00000143771"	1502	1818	1590	1498	2683	320	431	692	982	602	213	351	484	290	372
"ENSG00000143772"	7	0	2	1182	1431	248	2752	2984	1457	4341	2397	3855	5377	2335	4688
"ENSG00000143774"	4991	4439	4991	1162	1447	277	1156	799	1164	1753	844	1740	1061	703	2096
"ENSG00000143776"	12266	17824	16234	1	0	18	1	419	78	4591	6	7	0	10	2430
"ENSG00000143786"	53	20	14	30	22	0	34	15	40	11	12	40	29	17	10
"ENSG00000143793"	741	799	815	280	361	152	79	71	225	190	96	103	125	148	132
"ENSG00000143797"	2730	4247	5095	0	0	0	143	78	403	3283	590	126	408	315	1550
"ENSG00000143799"	16962	25435	23991	12173	13934	1746	5143	2347	1524	12001	6038	3796	5913	4267	4285
"ENSG00000143801"	763	1278	1087	0	0	11	161	451	9	307	162	331	361	233	145
"ENSG00000143811"	5727.65	6189	6507.18	1495	1980	490	940	544	938	2755	921	1059	1031	801.17	1414.3
"ENSG00000143815"	13705	20782	20961	8388	13694	1172	5333	4614	2552	10853	6038	2940	6267	4695	4628
"ENSG00000143816"	89	4	6	0	0	0	3	0	0	28	1	0	1	0	10
"ENSG00000143819"	755	1479	1571	1062	1404	189	454	86	7	372	128	227	251	134	182
"ENSG00000143839"	300	45	47	0	0	0	3	0	0	0	568	91	549	30	1
"ENSG00000143842"	90	16	8	5	0	1	15	73	32	8	9	4	3	7	7
"ENSG00000143845"	69	6	4	0	0	0	12	7	0	2	2	22	2	2	7
"ENSG00000143847"	287	30	95	129	67	4	6	4	23	15	15	9	4	3	29
"ENSG00000143850"	154	12	5	2	1	0	62	108	0	3	54	487	176	149	9
"ENSG00000143851"	5146	3010	3680	6407	8945	962	3795	2387	892	2636	3415	3577	4561	3358	1795
"ENSG00000143858"	6	4	0	1	2	0	1	0	0	3	24	17	1	0	30
"ENSG00000143862"	956	802	1140	485	853	113	2036	622	793	2019	1245	1097	1365	582	1298
"ENSG00000143867"	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143869"	3	1	1	0	0	0	1	13	0	10	2	6	4	9	7
"ENSG00000143870"	8733	13361	14856	10521	15246	1438	3029	2229	1953	8790	3899	2300	2617	2214	2197
"ENSG00000143878"	16	3	4	0	0	0	2560	1167	10101	14367	4565	4472	2536	692	24417
"ENSG00000143882"	0	4	4	3	2	8	3	0	0	0	0	0	0	0	1
"ENSG00000143889"	3016	4709	5969	1069	2411	256	81	377	59	216	148	429	37	46	161
"ENSG00000143891"	711	1946	2375	514	1463	68	7	9	28	47	104	40	81	68	11
"ENSG00000143919"	197	191	239	462	516	40	213	55	30	230	118	115	153	137	126
"ENSG00000143921"	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143924"	4611	6170	6219	2558	2922	242	783	465	386	1444	857	1231	628	615	1477
"ENSG00000143933"	15475	20470	20611	12039	17069	2008	8883	3675	2889	11171	8527	9850	7798	5680	11546
"ENSG00000143942"	419	892	939	358	545	82	16	41	17	123	26	21	11	36	23
"ENSG00000143947"	13577.99	19127	21120.99	14569	17124	4782	10580	5027	3445	11023	8090	7148	7896	5615	8629
"ENSG00000143951"	129	158	103	319	375	66	963	802	201	467	687	778	700	782	702
"ENSG00000143952"	1748	1682	1599	260	607	140	871	671	418	1216	791	940	1027	831	1099
"ENSG00000143954"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000143970"	5376	6972	7311	6520	7952	283	2240	2538	1617	5353	1876	2301	3565	2235	2173
"ENSG00000143971"	493	653	754	512	678	85	527	311	106	767	427	703	538	456	657
"ENSG00000143977"	2711	5292	6462	1985	3167	517	527	397	533	998	779	613	470	516	746
"ENSG00000143994"	0	1	4	0	0	0	4	2	0	5	2	22	2	0	5
"ENSG00000143995"	356	272	449	4095	4354	230	6629	810	1072	2426	5333	9783	5511	4781	2774
"ENSG00000144010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000144015"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
