	Gene1	Gene2	Annotation	Direction	Score
573	ARHGAP1	RASA1	predicted	-	0.64
574	ARHGAP1	RHOA	catalyze	->	1
575	ARHGAP1	RHOB	catalyze	->	1
576	ARHGAP1	RHOBTB1	catalyze	->	1
577	ARHGAP1	RHOBTB2	catalyze	->	1
578	ARHGAP1	RHOC	catalyze	->	1
579	ARHGAP1	RHOD	catalyze	->	1
580	ARHGAP1	RHOF	catalyze	->	1
581	ARHGAP1	RHOG	catalyze	->	1
582	ARHGAP1	RHOH	catalyze	->	1
583	ARHGAP1	RHOJ	catalyze	->	1
584	ARHGAP1	RHOQ	catalyze	->	1
585	ARHGAP1	RHOT1	catalyze	->	1
586	ARHGAP1	RHOT2	catalyze	->	1
587	ARHGAP1	RHOU	catalyze	->	1
588	ARHGAP1	RHOV	catalyze	->	1
589	ARHGAP1	WAS	predicted	-	0.64
590	ARHGAP22	VEZF1	predicted	-	0.54
591	ARHGAP24	VEZF1	predicted	-	0.54
592	ARHGAP25	ARHGAP4	predicted	-	0.98
593	ARHGAP25	ITGB2	predicted	-	0.98
594	ARHGAP35	PTPN11	activated by	<-	1
595	ARHGAP35	SRC	PPrel: activated by, phosphorylation; PPrel: phosphorylated by; complex; input	<-	1
596	ARHGAP4	CDC42	catalyze	->	1
597	ARHGAP4	CORO1A	predicted	-	0.59
598	ARHGAP4	HCLS1	predicted	-	0.97
599	ARHGAP4	IL2RG	predicted	-	0.59
600	ARHGAP4	NCKAP1L	predicted	-	0.98
601	ARHGAP4	RAC1	catalyze	->	1
602	ARHGAP4	RAC2	catalyze	->	1
603	ARHGAP4	RAC3	catalyze	->	1
604	ARHGAP4	RHOA	activate; catalyze	->	1
605	ARHGAP4	RHOB	catalyze	->	1
606	ARHGAP4	RHOBTB1	catalyze	->	1
607	ARHGAP4	RHOBTB2	catalyze	->	1
608	ARHGAP4	RHOC	catalyze	->	1
609	ARHGAP4	RHOD	catalyze	->	1
610	ARHGAP4	RHOF	catalyze	->	1
611	ARHGAP4	RHOG	catalyze	->	1
612	ARHGAP4	RHOH	catalyze	->	1
613	ARHGAP4	RHOJ	catalyze	->	1
614	ARHGAP4	RHOQ	catalyze	->	1
615	ARHGAP4	RHOT1	catalyze	->	1
616	ARHGAP4	RHOT2	catalyze	->	1
617	ARHGAP4	RHOU	catalyze	->	1
618	ARHGAP4	RHOV	catalyze	->	1
619	ARHGAP4	ROBO1	predicted	-	0.64
620	ARHGAP4	SYNGAP1	predicted	-	0.54
621	ARHGAP4	VAV1	predicted	-	1
622	ARHGAP5	SRC	PPrel: phosphorylated by	<-	1
623	ARHGDIB	HLA-DRA	predicted	-	0.59
624	ARHGDIB	ITGB2	predicted	-	0.59
625	ARHGEF1	SRC	PPrel: activated by	<-	1
626	ARHGEF12	SRC	PPrel: activated by	<-	1
627	ARHGEF15	MAPRE2	predicted	-	0.96
628	ARHGEF19	MAPRE2	predicted	-	0.96
629	ARHGEF25	GNA15	complex; input	-	1
630	ARHGEF28	SRC	PPrel: activated by	<-	1
631	ARHGEF5	MAPRE2	predicted	-	0.96
632	ARHGEF5	SRC	predicted	-	0.97
633	ARHGEF6	ILK	activated by	<-	1
634	ARHGEF7	ILK	complex; input	-	1
635	ARHGEF7	NCK1	complex	-	1
636	ARHGEF7	SRC	PPrel: activated by, phosphorylation; activated by; complex; input	<-	1
637	ARID1A	KDM3B	PPrel: binding/association	-	1
638	ARID1A	SMARCC1	PPrel: binding/association	-	1
639	ARID1B	DPF1	complex	-	1
640	ARID1B	DPF3	complex	-	1
641	ARID1B	E2F1	predicted	-	0.54
642	ARID1B	KAT5	predicted	-	0.54
643	ARID1B	KDM3A	PPrel: binding/association	-	1
644	ARID1B	KDM3B	PPrel: binding/association	-	1
645	ARID1B	PHF10	complex	-	1
646	ARID1B	PPARG	PPrel: binding/association	-	1
647	ARID1B	SMARCA2	PPrel: binding/association	-	1
648	ARID1B	SMARCA4	PPrel: binding/association	-	1
649	ARID1B	SMARCB1	PPrel: binding/association	-	1
650	ARID1B	SMARCC1	PPrel: binding/association	-	1
651	ARID1B	SMARCC2	PPrel: binding/association	-	1
652	ARID1B	SMARCD1	complex	-	1
653	ARID1B	SMARCD2	complex	-	1
654	ARID1B	SMARCD3	complex	-	1
655	ARID1B	SMARCE1	complex	-	1
656	ARID1B	STAT1	predicted	-	0.54
657	ARID1B	STAT2	predicted	-	0.54
658	ARID1B	STAT3	predicted	-	0.54
659	ARID1B	STAT5A	predicted	-	0.54
660	ARID1B	STAT5B	predicted	-	0.54
661	ARID1B	STAT6	predicted	-	0.54
662	ARID2	SMARCC1	PPrel: binding/association	-	1
663	ARIH1	CUL1	predicted	-	0.64
664	ARL1	ATP6V0D1	predicted	-	0.66
665	ARL2BP	STAT3	predicted	-	0.99
666	ARL3	RP2	catalyzed by; complex; input	<-	1
667	ARL4A	CEBPB	expression regulated by	<-	1
668	ARL6IP4	ZRANB2	predicted	-	0.64
669	ARL8A	GNAI2	predicted	-	0.64
670	ARMC10	HSPA2	predicted	-	0.66
671	ARMC10	HSPA8	predicted	-	0.66
672	ARMC8	UBE2H	predicted	-	0.64
673	ARNT	CEBPB	expression regulated by	<-	1
674	ARNTL	MTA1	predicted	-	0.54
675	ARNTL	RCOR1	predicted	-	0.64
676	ARNTL2	STAT3	expression regulated by	<-	1
677	ARPC1A	BRK1	PPrel: activated by; complex; input	<-	1
678	ARPC1A	CD247	input	-	1
679	ARPC1A	IGKV3-20	input	-	1
680	ARPC1A	NCK1	complex; input	-	1
681	ARPC1A	VAMP8	complex; input	-	1
682	ARPC1B	BRK1	PPrel: activated by; activated by; complex; input	<-	1
683	ARPC1B	CD247	input	-	1
684	ARPC1B	IGKV3-20	input	-	1
685	ARPC1B	NCK1	activated by; complex; input	<-	1
686	ARPC2	BRK1	PPrel: activated by; activated by; complex; input	<-	1
687	ARPC2	CD247	input	-	1
688	ARPC2	IGKV3-20	input	-	1
689	ARPC2	NCK1	activated by; complex; input	<-	1
690	ARPC2	VAMP8	complex; input	-	1
691	ARPC3	BRK1	PPrel: activated by; activated by; complex; input	<-	1
692	ARPC3	CD247	input	-	1
693	ARPC3	IGKV3-20	input	-	1
694	ARPC3	NCK1	activated by; complex; input	<-	1
695	ARPC3	VAMP8	complex; input	-	1
696	ARPC4	BRK1	PPrel: activated by; activated by; complex; input	<-	1
697	ARPC4	CD247	input	-	1
698	ARPC4	IGKV3-20	input	-	1
699	ARPC4	NCK1	activated by; complex; input	<-	1
700	ARPC4	VAMP8	complex; input	-	1
701	ARPC5	BRK1	PPrel: activated by; activated by; complex; input	<-	1
702	ARPC5	CD247	input	-	1
703	ARPC5	IGKV3-20	input	-	1
704	ARPC5	NCK1	activated by; complex; input	<-	1
705	ARPC5	VAMP8	complex; input	-	1
706	ARPC5L	BRK1	PPrel: activated by	<-	1
707	ARR3	GNA15	inhibited by	|-	1
708	ARR3	SRC	predicted	-	0.64
709	ARRB1	CD247	predicted	-	0.77
710	ARRB1	ILK	predicted	-	0.64
711	ARRB1	SLC9A1	predicted	-	0.64
712	ARRB1	SRC	complex; input	-	1
713	ARRB2	GNA15	inhibited by	|-	1
714	ARRB2	ILK	predicted	-	0.64
715	ARRB2	SRC	complex; input	-	1
716	ARRB2	TAB1	predicted	-	0.99
717	ARTN	PTPN11	complex; input	-	1
718	ARTN	SRC	complex; input	-	1
719	ASAP1	SRC	predicted	-	0.98
720	ASB16	SRC	predicted	-	0.98
721	ASB3	ZAP70	predicted	-	0.98
722	ASCL1	STAT3	expression regulated by	<-	1
723	ASF1A	HMGA1	complex; input	-	1
724	ASH2L	CEBPB	expression regulated by	<-	1
725	ASNA1	SEC61A1	predicted	-	0.64
726	ASNA1	SGTA	catalyze; complex; input	->	1
727	ASNS	PHGDH	predicted	-	0.64
728	ASPH	STAT3	expression regulated by	<-	1
729	ASXL1	NCK1	predicted	-	0.64
730	ATF1	STAT3	expression regulates	->	1
731	ATF2	CEBPB	predicted	-	0.64
732	ATF2	H2AFX	predicted	-	0.64
733	ATF2	HMGA1	predicted	-	0.64
734	ATF2	IRF2BP1	predicted	-	0.64
735	ATF2	MTA1	activate; inhibited by	|->	1
736	ATF2	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1
737	ATF3	CEBPB	complex; expression regulated by; input	<-	1
738	ATF3	MAFG	predicted	-	0.98
739	ATF3	STAT3	predicted	-	0.99
740	ATF3	STAT5B	predicted	-	0.54
741	ATF4	CEBPB	complex; input	-	1
742	ATF4	PARN	activate; inhibited by	|->	1
743	ATF4	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1
744	ATF4	SATB1	predicted	-	0.54
745	ATF5	CEBPB	predicted	-	0.98
746	ATF5	SATB1	predicted	-	0.54
747	ATF6B	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1
748	ATF7	STAT3	predicted	-	0.54
749	ATF7	STAT5B	predicted	-	0.54
750	ATG101	PIK3C3	catalyze	->	1
751	ATG13	PIK3C3	catalyze	->	1
752	ATG14	PIK3C3	complex	-	1
753	ATG9A	PIK3C3	activate	->	1
754	ATM	H2AFX	activate; complex; input	->	1
755	ATM	SUMO2	catalyze; complex; input	->	1
756	ATN1	MBP	predicted	-	0.64
757	ATP1A2	ATP6V0D1	predicted	-	0.64
758	ATP2A3	SEC61A1	predicted	-	0.56
759	ATP2B4	STAT3	expression regulated by	<-	1
760	ATP5B	HSP90B1	predicted	-	0.66
761	ATP5B	TRAP1	predicted	-	0.66
762	ATP5F1A	HSP90B1	predicted	-	0.66
763	ATP5F1A	TRAP1	predicted	-	0.66
764	ATP5F1B	ATP6V0D1	predicted	-	0.64
765	ATP5F1B	HSP90B1	predicted	-	0.66
766	ATP5F1B	TRAP1	predicted	-	0.66
767	ATP5F1C	HSP90B1	predicted	-	0.66
768	ATP5F1C	TRAP1	predicted	-	0.66
769	ATP5PO	ATP6V0D1	predicted	-	0.64
770	ATP6AP1	ATP6V0D1	complex; input	-	1
771	ATP6AP2	PRKAR1A	predicted	-	0.59
772	ATP6V0A1	ATP6V0D1	complex; predicted	-	1
773	ATP6V0A1	STX7	predicted	-	0.66
774	ATP6V0A2	ATP6V0D1	complex; predicted	-	1
775	ATP6V0A2	STX7	predicted	-	0.66
776	ATP6V0A4	ATP6V0D1	complex; predicted	-	1
777	ATP6V0A4	STX7	predicted	-	0.66
778	ATP6V0B	ATP6V0D1	complex	-	1
779	ATP6V0C	ATP6V0D1	complex	-	1
780	ATP6V0D1	ATP6V0D2	complex	-	1
781	ATP6V0D1	ATP6V0E1	complex	-	1
782	ATP6V0D1	ATP6V0E2	complex	-	1
783	ATP6V0D1	ATP6V1A	complex	-	1
784	ATP6V0D1	ATP6V1B1	complex	-	1
785	ATP6V0D1	ATP6V1B2	complex	-	1
786	ATP6V0D1	ATP6V1C1	complex	-	1
787	ATP6V0D1	ATP6V1C2	complex	-	1
788	ATP6V0D1	ATP6V1D	complex	-	1
789	ATP6V0D1	ATP6V1E1	complex	-	1
790	ATP6V0D1	ATP6V1E2	complex	-	1
791	ATP6V0D1	ATP6V1F	complex; predicted	-	1
792	ATP6V0D1	ATP6V1G1	complex	-	1
793	ATP6V0D1	ATP6V1G2	complex	-	1
794	ATP6V0D1	ATP6V1G3	complex	-	1
795	ATP6V0D1	ATP6V1H	complex	-	1
796	ATP6V0D1	ATXN1	predicted	-	0.64
797	ATP6V0D1	BAK1	predicted	-	0.54
798	ATP6V0D1	BCL2L2	predicted	-	0.54
799	ATP6V0D1	BCR	predicted	-	0.65
800	ATP6V0D1	BMT2	activated by	<-	1
801	ATP6V0D1	BOK	predicted	-	0.54
802	ATP6V0D1	C12ORF66	activated by; inhibited by	-	1
803	ATP6V0D1	CASTOR1	activated by	<-	1
804	ATP6V0D1	CASTOR2	activated by	<-	1
805	ATP6V0D1	CHMP4B	predicted	-	0.64
806	ATP6V0D1	DEPDC5	activated by; inhibited by	-	1
807	ATP6V0D1	DKFZP686N0561	predicted	-	0.99
808	ATP6V0D1	DKFZP781J1951	predicted	-	0.99
809	ATP6V0D1	EGFR	PPrel: inhibition	-|	1
810	ATP6V0D1	FLCN	activated by	<-	1
811	ATP6V0D1	FNIP1	activated by	<-	1
812	ATP6V0D1	FNIP2	activated by	<-	1
813	ATP6V0D1	ITFG2	activated by; inhibited by	-	1
814	ATP6V0D1	KIAA2013	predicted	-	0.78
815	ATP6V0D1	KPTN	activated by; inhibited by	-	1
816	ATP6V0D1	LAMTOR1	complex	-	1
817	ATP6V0D1	LAMTOR2	complex	-	1
818	ATP6V0D1	LAMTOR3	complex	-	1
819	ATP6V0D1	LAMTOR4	complex	-	1
820	ATP6V0D1	LAMTOR5	complex	-	1
821	ATP6V0D1	MIOS	activated by; inhibited by	-	1
822	ATP6V0D1	MLST8	complex; input	-	1
823	ATP6V0D1	MTOR	complex; input	-	1
824	ATP6V0D1	NDUFA2	predicted	-	0.84
825	ATP6V0D1	NDUFS4	predicted	-	0.64
826	ATP6V0D1	NPRL2	activated by; inhibited by	-	1
827	ATP6V0D1	NPRL3	activated by; inhibited by	-	1
828	ATP6V0D1	RAB7A	PPrel: activated, indirect effect	<-	1
829	ATP6V0D1	RHEB	complex; input	-	1
830	ATP6V0D1	RPL5	predicted	-	0.78
831	ATP6V0D1	RPTOR	complex; input	-	1
832	ATP6V0D1	RRAGA	complex	-	1
833	ATP6V0D1	RRAGB	complex	-	1
834	ATP6V0D1	RRAGC	complex	-	1
835	ATP6V0D1	RRAGD	complex	-	1
836	ATP6V0D1	SEC13	activated by; inhibited by	-	1
837	ATP6V0D1	SEH1L	activated by; inhibited by	-	1
838	ATP6V0D1	SESN1	activated by	<-	1
839	ATP6V0D1	SESN2	activated by	<-	1
840	ATP6V0D1	SH3BP4	inhibited by	|-	1
841	ATP6V0D1	SLC38A9	complex; input	-	1
842	ATP6V0D1	SZT2	activated by; inhibited by	-	1
843	ATP6V0D1	TCIRG1	complex; predicted	-	1
844	ATP6V0D1	TMEM199	predicted	-	0.99
845	ATP6V0D1	WDR24	activated by; inhibited by	-	1
846	ATP6V0D1	WDR59	activated by; inhibited by	-	1
847	ATP6V1A	HSP90B1	predicted	-	0.66
848	ATP6V1A	TRAP1	predicted	-	0.66
849	ATR	H2AFX	catalyze; complex; input	->	1
850	ATXN1	LDB1	predicted	-	0.64
851	AURKA	CEBPB	expression regulated by	<-	1
852	AURKA	CKAP5	complex; input	-	1
853	AURKA	CUL1	complex; input	-	1
854	AURKA	ILK	activated by	<-	1
855	AURKAIP1	MRPS10	complex	-	1
856	AURKAIP1	MRPS15	complex	-	1
857	AURKAIP1	MRPS16	complex	-	1
858	AURKAIP1	MRPS2	complex	-	1
859	AURKAIP1	MRPS27	complex	-	1
860	AURKAIP1	MRPS34	complex	-	1
861	AURKAIP1	MRPS6	complex	-	1
862	AURKB	CKAP5	complex; input	-	1
863	AURKB	MRPS27	predicted	-	0.64
864	AURKB	PEBP1	activated by	<-	1
865	AURKB	STAT3	expression regulated by	<-	1
866	AURKB	SUMO2	input	-	1
867	AVEN	CYCS	inhibite	-|	1
868	AVP	GNA15	complex; input	-	1
869	AVP	SPCS3	catalyzed by	<-	1
870	AVPR1A	GNA15	PPrel: activation; complex; input	->	1
871	AVPR1B	GNA15	PPrel: activation; complex; input	->	1
872	AXIN1	CUL1	complex; input	-	1
873	AXL	SRC	PPrel: activation; complex; input	->	1
874	AZU1	CEBPB	predicted	-	0.54
875	AZU1	SNCA	predicted	-	0.54
876	AZU1	STAT3	predicted	-	0.54
877	AZU1	STAT5B	predicted	-	0.54
878	B2M	CD247	complex; input	-	1
879	B2M	CTSS	predicted	-	0.59
880	B2M	HLA-DRA	predicted	-	0.97
881	B2M	PTPN11	activate	->	1
882	B2M	TYROBP	complex; input	-	1
883	B2M	VAMP8	input	-	1
884	B2M	ZAP70	complex; input	-	1
885	B3GAT3	STAT3	expression regulated by	<-	1
886	B9D1	CKAP5	complex; input	-	1
887	B9D2	CKAP5	complex; input	-	1
888	BABAM1	H2AFX	complex; input	-	1
889	BABAM1	SUMO2	catalyze; complex; input	->	1
890	BABAM2	H2AFX	complex; input	-	1
891	BABAM2	SUMO2	catalyze; complex; input	->	1
892	BACE1	NCSTN	predicted	-	0.64
893	BACH1	MAFG	predicted	-	1
894	BAD	CYCS	PPrel: indirect effect; activate	->	1
895	BAD	SNCA	complex; input	-	1
896	BAD	SOD2	predicted	-	0.54
897	BAG6	SGTA	complex; input	-	1
898	BAIAP2	BRK1	activate; complex; input	->	1
899	BAIAP3	RAB27A	predicted	-	0.54
900	BAK1	CEBPB	predicted	-	0.54
901	BAK1	CUL1	predicted	-	0.54
902	BAK1	CYCS	PPrel: activation; PPrel: activation, indirect effect; activate	->	1
903	BAK1	STAT3	predicted	-	0.54
904	BANF1	HMGA1	complex; input	-	1
905	BANF1	PSIP1	complex; input	-	1
906	BAP1	UBE2O	predicted	-	0.64
907	BARD1	H2AFX	complex; input	-	1
908	BARD1	SUMO2	catalyze; complex; input	->	1
909	BARGIN	SRC	predicted	-	0.54
910	BATF	CEBPB	expression regulated by	<-	1
911	BATF	PTPN11	GErel: expression, indirect effect	<-	1
912	BATF	SLC9A1	expression regulates	->	1
913	BATF	SMARCC1	expression regulated by	<-	1
914	BATF2	PTPN11	GErel: expression, indirect effect	<-	1
915	BATF3	CEBPB	predicted	-	0.98
916	BATF3	PTPN11	GErel: expression, indirect effect	<-	1
917	BATF3	STAT3	predicted	-	0.64
918	BAX	CEBPB	predicted	-	0.54
919	BAX	CUL1	predicted	-	0.54
920	BAX	CYCS	PPrel: activated, indirect effect; PPrel: activation; PPrel: activation, indirect effect; PPrel: indirect effect; activate	<->	1
921	BAX	SNCA	predicted	-	0.64
922	BAX	STAT3	predicted	-	0.54
923	BAZ1A	BAZ1B	predicted	-	0.98
924	BAZ1A	FOXP3	predicted	-	0.54
925	BAZ1A	SMARCA1	predicted	-	0.97
926	BAZ1A	SMARCA5	predicted	-	1
927	BAZ1A	ZBTB7A	predicted	-	0.64
928	BAZ1B	H2AFX	catalyze	->	1
929	BAZ1B	POLR1D	complex; input	-	1
930	BAZ1B	SMARCC1	predicted	-	0.99
931	BCAP31	SEC61A1	predicted	-	0.73
932	BCAR1	ITGB2	PPrel: activated by	<-	1
933	BCAR1	NCK1	complex; input	-	1
934	BCAR1	PTPN11	activated by	<-	1
935	BCAR1	SRC	PPrel: activated by; activated by; complex; input; predicted	<-	1
936	BCAR1	STAT3	predicted	-	0.54
937	BCAS2	PPIE	complex; input	-	1
938	BCKDK	STAT3	predicted	-	0.64
939	BCL2	CEBPB	expression regulated by	<-	1
940	BCL2	CTSS	PPrel: inhibited by	|-	1
941	BCL2	CTSZ	PPrel: inhibited by	|-	1
942	BCL2	CYCS	PPrel: inhibition, indirect effect; activate; inhibit; inhibite	-	1
943	BCL2	HSP90B1	predicted	-	0.54
944	BCL2	PPID	PPrel: inhibition	-|	1
945	BCL2	PPP1CB	predicted	-	0.64
946	BCL2	PRKAR1A	activated by	<-	1
947	BCL2	STAT3	GErel: expression by	<-	1
948	BCL2	STAT5B	GErel: expression by	<-	1
949	BCL2A1	CEBPB	expression regulated by	<-	1
950	BCL2A1	HSP90B1	predicted	-	0.54
951	BCL2A1	STAT3	predicted	-	0.54
952	BCL2A1	STAT5B	predicted	-	0.54
953	BCL2L1	CEBPB	predicted	-	0.54
954	BCL2L1	CTSS	PPrel: inhibited by	|-	1
955	BCL2L1	CTSZ	PPrel: inhibited by	|-	1
956	BCL2L1	CUL1	predicted	-	0.54
957	BCL2L1	CYCS	reaction	-	1
958	BCL2L1	HSP90B1	predicted	-	0.54
959	BCL2L1	PRKAR1A	activated by	<-	1
960	BCL2L1	STAT3	GErel: expression by; expression regulated by	<-	1
961	BCL2L1	STAT5B	GErel: expression by	<-	1
962	BCL2L10	HSP90B1	predicted	-	0.54
963	BCL2L10	STAT5B	predicted	-	0.54
964	BCL2L11	PRKAR1A	predicted	-	0.77
965	BCL2L2	HSP90B1	predicted	-	0.54
966	BCL2L2	STAT5B	predicted	-	0.54
967	BCL3	DDAH2	expression regulates	->	1
968	BCL3	HMGA1	expression regulates	->	1
969	BCL3	HNRNPAB	expression regulates	->	1
970	BCL3	KRT1	expression regulates	->	1
971	BCL3	RCOR1	predicted	-	0.64
972	BCL3	STAT3	expression regulated by	<-	1
973	BCL3	VEZF1	expression regulates	->	1
974	BCL6	CEBPB	activated by; inhibite	<-|	1
975	BCL6	HMGA1	reaction	-	1
976	BCL6	STAT3	expression regulated by	<-	1
977	BCL6	STAT5B	expression regulated by	<-	1
978	BCL9	SMARCC1	complex; input	-	1
979	BCLAF1	HNRNPDL	predicted	-	0.59
980	BCLAF1	LRPPRC	predicted	-	0.59
981	BCLAF1	TTC37	predicted	-	0.59
982	BCR	SRC	predicted	-	0.98
983	BCR	STAT5B	PPrel: activation; catalyze	->	1
984	BDKRB1	GNA15	PPrel: activation; complex; input	->	1
985	BDKRB1	GNG5	complex; input	-	1
986	BDKRB2	GNA15	PPrel: activation; complex; input	->	1
987	BDKRB2	GNG5	complex; input	-	1
988	BDNF	CASP6	activate	->	1
989	BDNF	PTPN11	complex; input; reaction	-	1
990	BDP1	POLR1D	complex; input	-	1
991	BDP1	POLR3C	complex; input	-	1
992	BECN1	PIK3C3	PPrel: activation; PPrel: binding/association; complex; predicted	->	1
993	BECN2	PIK3C3	PPrel: activation; PPrel: binding/association; complex; predicted	->	1
994	BET1	CD59	complex; input	-	1
995	BET1	CTSZ	input	-	1
996	BET1	DCTN5	complex; input	-	1
997	BET1L	CD59	complex; input	-	1
998	BHLHE40	CEBPB	expression regulated by	<-	1
999	BHLHE40	PPP1CB	predicted	-	0.64
1000	BHLHE40	STAT3	expression regulated by	<-	1
1001	BHLHE41	CEBPB	predicted	-	0.99
1002	BICD1	DCTN5	complex; input	-	1
1003	BICD1	STAT3	predicted	-	0.64
1004	BICD2	LRPPRC	predicted	-	0.56
1005	BICRA	SRC	predicted	-	0.64
1006	BID	CTSS	PPrel: activated by	<-	1
1007	BID	CTSZ	PPrel: activated by	<-	1
1008	BID	CYCS	PPrel: activation, indirect effect; PPrel: indirect effect; activate	->	1
1009	BIN1	VAMP8	complex; input	-	1
1010	BIRC2	CTSS	PPrel: inhibited by	|-	1
1011	BIRC2	CTSZ	PPrel: inhibited by	|-	1
1012	BIRC2	CYCS	inhibite; reaction	-|	1
1013	BIRC2	HSP90B1	predicted	-	0.64
1014	BIRC2	TAB1	PPrel: activation; complex; input	->	1
1015	BIRC3	CASP6	activate	->	1
1016	BIRC3	CTSS	PPrel: inhibited by	|-	1
1017	BIRC3	CTSZ	PPrel: inhibited by	|-	1
1018	BIRC3	CYCS	inhibite; reaction	-|	1
1019	BIRC3	DCAF7	predicted	-	0.64
1020	BIRC3	TAB1	PPrel: activation; complex; input	->	1
1021	BIRC5	CKAP5	complex; input	-	1
1022	BIRC5	CTSS	PPrel: inhibited by	|-	1
1023	BIRC5	CTSZ	PPrel: inhibited by	|-	1
1024	BIRC5	PEBP1	activated by	<-	1
1025	BIRC5	STAT3	expression regulated by	<-	1
1026	BIRC5	SUMO2	input	-	1
1027	BLK	IGHM	catalyze; inhibited by	|->	1
1028	BLK	IGKV3-20	catalyze; inhibited by	|->	1
1029	BLK	SNCA	activate	->	1
1030	BLK	STAT3	activate	->	1
1031	BLK	ZAP70	complex	-	1
1032	BLM	H2AFX	input	-	1
1033	BLM	PURA	predicted	-	0.56
1034	BLM	SUMO2	catalyzed by; input	<-	1
1035	BLNK	IGHM	catalyze; catalyzed by; complex; input	<->	1
1036	BLNK	IGKV3-20	catalyze; catalyzed by; complex; input	<->	1
1037	BLNK	NCK1	catalyze; catalyzed by; complex; input	<->	1
1038	BLNK	SRC	complex	-	1
1039	BLNK	ZAP70	complex	-	1
1040	BMI1	H2AFX	predicted	-	0.64
1041	BMI1	PHGDH	predicted	-	0.64
1042	BMI1	PURA	predicted	-	0.64
1043	BMI1	SUMO2	catalyze	->	1
1044	BMP2	TAB1	activate	->	1
1045	BMP4	TAB1	activate	->	1
1046	BMP4	UBE2O	predicted	-	0.64
1047	BMPR1A	TAB1	activate	->	1
1048	BMPR1B	TAB1	activate	->	1
1049	BMPR2	SRC	predicted	-	0.64
1050	BMPR2	TAB1	activate	->	1
1051	BMX	SRC	activated by	<-	1
1052	BMX	STAT3	predicted	-	0.98
1053	BNIP2	MBNL1	predicted	-	0.59
1054	BNIP3	PPID	PPrel: activation	->	1
1055	BOK	CEBPB	predicted	-	0.54
1056	BOLA2	GLRX3	predicted	-	1
1057	BORA	CKAP5	complex; input	-	1
1058	BORA	CUL1	complex; input	-	1
1059	BRAF	PEBP1	complex; input; reaction	-	1
1060	BRAP	CUL1	predicted	-	0.64
1061	BRCA1	CEBPB	expression regulated by	<-	1
1062	BRCA1	H2AFX	activate; catalyze; complex; input	->	1
1063	BRCA1	NCK1	predicted	-	0.64
1064	BRCA1	SMARCC1	predicted	-	0.64
1065	BRCA1	STAT3	expression regulates	->	1
1066	BRCA1	SUMO2	catalyze; complex; input	->	1
1067	BRCA1	UBE2J1	predicted	-	0.64
1068	BRCA1	WDR77	expression regulates	->	1
1069	BRCA2	H2AFX	complex; input	-	1
1070	BRCC3	H2AFX	complex; input	-	1
1071	BRCC3	SUMO2	catalyze; complex; input	->	1
1072	BRD4	NCK1	predicted	-	0.64
1073	BRD7	PRKAR1A	predicted	-	0.64
1074	BRD7	SMARCC1	PPrel: binding/association	-	1
1075	BRD8	STAT3	expression regulated by	<-	1
1076	BRF1	POLR1D	complex; input	-	1
1077	BRF1	POLR3C	complex; input	-	1
1078	BRF2	POLR1D	complex; input	-	1
1079	BRF2	POLR3C	complex; input	-	1
1080	BRIP1	NUBP2	input	-	1
1081	BRK1	CYFIP1	PPrel: inhibited by; complex	|-	1
1082	BRK1	CYFIP2	PPrel: inhibited by; complex	|-	1
1083	BRK1	MAPK1	catalyzed by	<-	1
1084	BRK1	MAPK3	catalyzed by	<-	1
1085	BRK1	NCK1	predicted	-	0.64
1086	BRK1	NCK2	predicted	-	0.64
1087	BRK1	NCKAP1	PPrel: inhibited by; complex	|-	1
1088	BRK1	NCKAP1L	PPrel: inhibited by; complex	|-	1
1089	BRK1	RAC1	PPrel: activated by; activated by; complex; input	<-	1
1090	BRK1	WASF1	complex	-	1
1091	BRK1	WASF2	complex	-	1
1092	BRK1	WASF3	complex	-	1
1093	BSCL2	CEBPB	expression regulated by	<-	1
1094	BSG	PPIB	activated by	<-	1
1095	BST1	CCKAR	PPrel: activated, indirect effect	<-	1
1096	BST1	GPLD1	catalyzed by	<-	1
1097	BST1	PRKG1	PPrel: activated by	<-	1
1098	BST1	PRKG2	PPrel: activated by	<-	1
1099	BTBD10	PPP1CB	predicted	-	0.7
1100	BTC	MEMO1	complex; input	-	1
1101	BTC	PTPN11	complex; input	-	1
1102	BTC	SRC	catalyze; catalyzed by	<->	1
1103	BTG1	STAT3	expression regulated by	<-	1
1104	BTG2	CNOT10	complex; input	-	1
1105	BTK	GNA15	complex; input	-	1
1106	BTK	IGHM	catalyze; catalyzed by; complex; input	<->	1
1107	BTK	IGKV3-20	catalyze; catalyzed by; complex; input	<->	1
1108	BTK	NCK1	catalyze; catalyzed by; complex; input	<->	1
1109	BTK	SRC	complex; input	-	1
1110	BTK	STAT3	predicted	-	0.98
1111	BTK	TYROBP	catalyzed by	<-	1
1112	BTK	ZAP70	complex; input	-	1
1113	BTLA	PTPN11	complex; input	-	1
1114	BTRC	CUL1	PPrel: binding/association; catalyze; catalyzed by; complex; input	<->	1
1115	BTRC	STAT3	predicted	-	0.54
1116	BUB1	CKAP5	complex; input	-	1
1117	BUB1	MKI67	predicted	-	0.92
1118	BUB1B	CKAP5	complex; input	-	1
