	Gene1	Gene2	Annotation	Direction	Score	edge
10705	AMPH	ARPC2	complex; input	-	1	AMPH_ARPC2
10761	AMPH	IGF2R	complex; input	-	1	AMPH_IGF2R
10789	AMPH	SH3KBP1	complex; input; reaction	-	1	AMPH_SH3KBP1
11747	ANGPT1	CRK	activate	->	1	ANGPT1_CRK
11808	ANGPT2	ANXA7	predicted	-	0.64	ANGPT2_ANXA7
11914	ANK1	ARCN1	complex; input	-	1	ANK1_ARCN1
11932	ANK1	COG4	complex; input	-	1	ANK1_COG4
11975	ANK1	RAB1B	complex; input	-	1	ANK1_RAB1B
11988	ANK1	STX5	complex; input	-	1	ANK1_STX5
11998	ANK2	ARCN1	complex; input	-	1	ANK2_ARCN1
12018	ANK2	COG4	complex; input	-	1	ANK2_COG4
12071	ANK2	RAB1B	complex; input	-	1	ANK2_RAB1B
12085	ANK2	STX5	complex; input	-	1	ANK2_STX5
12098	ANK3	ARCN1	complex; input	-	1	ANK3_ARCN1
12116	ANK3	COG4	complex; input	-	1	ANK3_COG4
12157	ANK3	RAB1B	complex; input	-	1	ANK3_RAB1B
12169	ANK3	STX5	complex; input	-	1	ANK3_STX5
12236	ANKRD17	MAVS	predicted	-	0.64	ANKRD17_MAVS
12270	ANKRD28	PPP6C	complex	-	1	ANKRD28_PPP6C
12271	ANKRD28	PPP6R1	complex	-	1	ANKRD28_PPP6R1
12272	ANKRD28	PPP6R3	complex	-	1	ANKRD28_PPP6R3
12273	ANKRD28	SEC24A	catalyze	->	1	ANKRD28_SEC24A
12274	ANKRD28	SEC24B	catalyze	->	1	ANKRD28_SEC24B
12275	ANKRD28	SEC24C	catalyze	->	1	ANKRD28_SEC24C
12276	ANKRD28	SEC24D	catalyze	->	1	ANKRD28_SEC24D
12290	ANKRD9	CCDC22	complex; input	-	1	ANKRD9_CCDC22
12301	ANKRD9	DCUN1D1	complex; input	-	1	ANKRD9_DCUN1D1
12435	ANTXR1	HSPA5	predicted	-	0.64	ANTXR1_HSPA5
12445	ANXA1	ANXA6	complex; input	-	1	ANXA1_ANXA6
12463	ANXA1	GNAI2	complex; input	-	1	ANXA1_GNAI2
12465	ANXA1	GNAQ	complex; input	-	1	ANXA1_GNAQ
12497	ANXA2	ANXA6	complex; input	-	1	ANXA2_ANXA6
12528	ANXA3	ATF2	predicted	-	0.64	ANXA3_ATF2
12529	ANXA3	EP300	expression regulated by	<-	1	ANXA3_EP300
12530	ANXA3	GATA2	expression regulated by	<-	1	ANXA3_GATA2
12531	ANXA3	ISG15	predicted	-	0.64	ANXA3_ISG15
12543	ANXA6	CAV3	complex; input	-	1	ANXA6_CAV3
12545	ANXA6	TRIM72	complex; input	-	1	ANXA6_TRIM72
12546	ANXA7	CTSB	predicted	-	0.64	ANXA7_CTSB
12547	ANXA7	DMPK	predicted	-	0.64	ANXA7_DMPK
12548	ANXA7	FGB	predicted	-	0.64	ANXA7_FGB
12549	ANXA7	GCA	predicted	-	0.54	ANXA7_GCA
12550	ANXA7	ITGB4	predicted	-	0.64	ANXA7_ITGB4
12551	ANXA7	LGALS3	predicted	-	0.64	ANXA7_LGALS3
12552	ANXA7	PDCD6	predicted	-	0.64	ANXA7_PDCD6
12554	ANXA7	SETDB1	predicted	-	0.64	ANXA7_SETDB1
12555	ANXA7	SRI	predicted	-	0.77	ANXA7_SRI
12556	ANXA7	TP53	predicted	-	0.64	ANXA7_TP53
12564	AOX1	SP3	expression regulated by	<-	1	AOX1_SP3
12934	AP2A1	ARPC2	complex; input	-	1	AP2A1_ARPC2
13020	AP2A1	HTT	complex; input	-	1	AP2A1_HTT
13022	AP2A1	IGF2R	complex; input	-	1	AP2A1_IGF2R
13066	AP2A1	SH3KBP1	complex; input	-	1	AP2A1_SH3KBP1
13112	AP2A2	ARPC2	complex; input	-	1	AP2A2_ARPC2
13196	AP2A2	HTT	complex; input	-	1	AP2A2_HTT
13198	AP2A2	IGF2R	complex; input	-	1	AP2A2_IGF2R
13240	AP2A2	SH3KBP1	complex; input	-	1	AP2A2_SH3KBP1
13278	AP2B1	ARPC2	complex; input	-	1	AP2B1_ARPC2
13358	AP2B1	IGF2R	complex; input	-	1	AP2B1_IGF2R
13398	AP2B1	SH3KBP1	complex; input	-	1	AP2B1_SH3KBP1
13439	AP2M1	ARPC2	complex; input	-	1	AP2M1_ARPC2
13529	AP2M1	IGF2R	complex; input	-	1	AP2M1_IGF2R
13555	AP2M1	PSAP	predicted	-	0.65	AP2M1_PSAP
13571	AP2M1	SH3KBP1	complex; input	-	1	AP2M1_SH3KBP1
13614	AP2S1	ARPC2	complex; input	-	1	AP2S1_ARPC2
13694	AP2S1	IGF2R	complex; input	-	1	AP2S1_IGF2R
13739	AP2S1	SH3KBP1	complex; input	-	1	AP2S1_SH3KBP1
13795	AP3D1	STX5	predicted	-	0.97	AP3D1_STX5
13798	AP3M1	AP3S2	predicted	-	0.98	AP3M1_AP3S2
13799	AP3M1	BRD4	predicted	-	0.64	AP3M1_BRD4
13800	AP3M1	PSMA3	predicted	-	0.64	AP3M1_PSMA3
13801	AP3M1	PSMA4	predicted	-	0.64	AP3M1_PSMA4
13802	AP3M1	PSMA7	predicted	-	0.64	AP3M1_PSMA7
13803	AP3M1	PSMB1	predicted	-	0.64	AP3M1_PSMB1
13804	AP3M1	PSMB3	predicted	-	0.64	AP3M1_PSMB3
13805	AP3M1	RAB32	predicted	-	0.64	AP3M1_RAB32
13806	AP3M1	RAB38	predicted	-	0.64	AP3M1_RAB38
13807	AP3M1	TRIM23	predicted	-	0.64	AP3M1_TRIM23
13808	AP3M1	VTI1B	predicted	-	0.64	AP3M1_VTI1B
13847	AP5B1	AP5M1	predicted	-	0.64	AP5B1_AP5M1
13848	AP5B1	AP5S1	predicted	-	0.64	AP5B1_AP5S1
13849	AP5B1	AP5Z1	predicted	-	0.64	AP5B1_AP5Z1
13851	AP5S1	AP5Z1	predicted	-	0.64	AP5S1_AP5Z1
13853	AP5Z1	ZFYVE26	predicted	-	0.64	AP5Z1_ZFYVE26
13948	APBB1	KAT5	complex; input	-	1	APBB1_KAT5
13974	APBB1IP	CRK	complex; input	-	1	APBB1IP_CRK
14013	APBB2	HTT	predicted	-	0.64	APBB2_HTT
14014	APBB2	KAT5	complex; input	-	1	APBB2_KAT5
14041	APBB3	KAT5	complex; input	-	1	APBB3_KAT5
14060	APC	ASH2L	input	-	1	APC_ASH2L
14070	APC	CDC42	activate	->	1	APC_CDC42
14117	APC	HSPA5	predicted	-	0.64	APC_HSPA5
14233	APC	USF2	expression regulated by	<-	1	APC_USF2
14277	APC2	CRK	predicted	-	0.96	APC2_CRK
14364	APEX1	MPG	input	-	1	APEX1_MPG
14507	API5	HTT	predicted	-	0.64	API5_HTT
14529	APLN	GNAI2	complex; input	-	1	APLN_GNAI2
14541	APLNR	GNAI2	PPrel: binding/association; complex; input	-	1	APLNR_GNAI2
14543	APLNR	GNAQ	PPrel: binding/association	-	1	APLNR_GNAQ
14599	APMAP	LOXL3	predicted	-	0.77	APMAP_LOXL3
14650	APOA1	P4HB	activated by	<-	1	APOA1_P4HB
14664	APOA1	SP3	expression regulated by	<-	1	APOA1_SP3
14698	APOA2	P4HB	activated by	<-	1	APOA2_P4HB
14712	APOA2	USF2	expression regulated by	<-	1	APOA2_USF2
14734	APOA4	P4HB	activated by	<-	1	APOA4_P4HB
14761	APOB	ARPC2	complex; input	-	1	APOB_ARPC2
14803	APOB	ITGAM	complex; input	-	1	APOB_ITGAM
14818	APOB	MIA3	predicted	-	0.64	APOB_MIA3
14824	APOB	P4HB	activated by; catalyzed by	<-	1	APOB_P4HB
15015	APOC3	USF2	expression regulated by	<-	1	APOC3_USF2
15035	APOE	HP	predicted	-	0.64	APOE_HP
15063	APOE	USF2	expression regulated by	<-	1	APOE_USF2
15080	APOL5	CRK	predicted	-	0.64	APOL5_CRK
15082	APOO	APOOL	complex; input	-	1	APOO_APOOL
15094	APOOL	CHCHD3	complex; input	-	1	APOOL_CHCHD3
15095	APOOL	CHCHD6	complex; input	-	1	APOOL_CHCHD6
15096	APOOL	DNAJC11	complex; input	-	1	APOOL_DNAJC11
15097	APOOL	HSPA9	complex; input	-	1	APOOL_HSPA9
15098	APOOL	IMMT	complex; input	-	1	APOOL_IMMT
15099	APOOL	MICOS10	complex; input	-	1	APOOL_MICOS10
15100	APOOL	MICOS13	complex; input	-	1	APOOL_MICOS13
15101	APOOL	MTX1	complex; input	-	1	APOOL_MTX1
15102	APOOL	MTX2	complex; input	-	1	APOOL_MTX2
15103	APOOL	SAMM50	complex; input	-	1	APOOL_SAMM50
15104	APOOL	TMEM11	complex; input	-	1	APOOL_TMEM11
15175	APP	CLP1	predicted	-	0.64	APP_CLP1
15205	APP	DDX17	predicted	-	0.64	APP_DDX17
15238	APP	FLOT2	predicted	-	0.64	APP_FLOT2
15256	APP	GNAI2	complex; input	-	1	APP_GNAI2
15259	APP	GNAQ	complex; input	-	1	APP_GNAQ
15304	APP	KAT5	complex; input	-	1	APP_KAT5
15465	APP	RTF1	predicted	-	0.64	APP_RTF1
15467	APP	S100A8	predicted	-	0.64	APP_S100A8
15519	APP	TBK1	predicted	-	0.64	APP_TBK1
15554	APP	USF2	expression regulated by	<-	1	APP_USF2
15575	APPBP2	PSAP	predicted	-	0.64	APPBP2_PSAP
15678	AQR	CLP1	complex; input	-	1	AQR_CLP1
15683	AQR	CPSF7	complex; input	-	1	AQR_CPSF7
15734	AQR	HNRNPA3	complex; input	-	1	AQR_HNRNPA3
15800	AQR	PRPF4	complex; input	-	1	AQR_PRPF4
15833	AQR	SMNDC1	complex; input	-	1	AQR_SMNDC1
15837	AQR	SNRNP40	complex; input	-	1	AQR_SNRNP40
15852	AQR	SNW1	complex; input	-	1	AQR_SNW1
15860	AQR	SRSF4	complex; input	-	1	AQR_SRSF4
15862	AQR	SRSF6	complex; input	-	1	AQR_SRSF6
15866	AQR	SYF2	complex; input	-	1	AQR_SYF2
15894	AR	ASH2L	predicted	-	0.64	AR_ASH2L
15983	AR	GNAI2	activate	->	1	AR_GNAI2
16028	AR	KAT5	complex; input	-	1	AR_KAT5
16037	AR	KMT2A	predicted	-	0.64	AR_KMT2A
16084	AR	PIAS1	catalyzed by; reaction	<-	1	AR_PIAS1
16093	AR	PKN1	activated by; complex; input	<-	1	AR_PKN1
16131	AR	RUNX2	complex; input; reaction	-	1	AR_RUNX2
16250	ARAP1	CDC42	catalyze	->	1	ARAP1_CDC42
16283	ARAP2	CDC42	catalyze	->	1	ARAP2_CDC42
16309	ARAP3	CDC42	catalyze	->	1	ARAP3_CDC42
16331	ARAP3	SH3KBP1	predicted	-	0.64	ARAP3_SH3KBP1
16349	ARCN1	ARF1	predicted	-	0.56	ARCN1_ARF1
16350	ARCN1	ARF3	predicted	-	0.56	ARCN1_ARF3
16351	ARCN1	ARF4	complex; input	-	1	ARCN1_ARF4
16352	ARCN1	ARF5	predicted	-	0.56	ARCN1_ARF5
16353	ARCN1	ARFGAP1	complex; input	-	1	ARCN1_ARFGAP1
16354	ARCN1	ARFGAP2	complex; input	-	1	ARCN1_ARFGAP2
16355	ARCN1	ARFGAP3	complex; input	-	1	ARCN1_ARFGAP3
16356	ARCN1	ARL17A	predicted	-	0.56	ARCN1_ARL17A
16357	ARCN1	BET1	complex; input	-	1	ARCN1_BET1
16358	ARCN1	BET1L	complex; input	-	1	ARCN1_BET1L
16359	ARCN1	BNIP1	complex; input	-	1	ARCN1_BNIP1
16360	ARCN1	CAPZA1	complex; input	-	1	ARCN1_CAPZA1
16361	ARCN1	CAPZA2	complex; input	-	1	ARCN1_CAPZA2
16362	ARCN1	CAPZA3	complex; input	-	1	ARCN1_CAPZA3
16363	ARCN1	CAPZB	complex; input	-	1	ARCN1_CAPZB
16364	ARCN1	CD55	complex; input	-	1	ARCN1_CD55
16366	ARCN1	CENPE	complex; input	-	1	ARCN1_CENPE
16367	ARCN1	COG1	complex; input	-	1	ARCN1_COG1
16368	ARCN1	COG2	complex; input	-	1	ARCN1_COG2
16369	ARCN1	COG3	complex; input	-	1	ARCN1_COG3
16370	ARCN1	COG4	complex; input	-	1	ARCN1_COG4
16371	ARCN1	COG5	complex; input	-	1	ARCN1_COG5
16372	ARCN1	COG6	complex; input	-	1	ARCN1_COG6
16373	ARCN1	COG7	complex; input	-	1	ARCN1_COG7
16374	ARCN1	COG8	complex; input	-	1	ARCN1_COG8
16375	ARCN1	COPA	complex	-	1	ARCN1_COPA
16376	ARCN1	COPB1	complex; predicted	-	1	ARCN1_COPB1
16377	ARCN1	COPB2	complex	-	1	ARCN1_COPB2
16378	ARCN1	COPE	complex	-	1	ARCN1_COPE
16379	ARCN1	COPG1	complex	-	1	ARCN1_COPG1
16380	ARCN1	COPG2	complex	-	1	ARCN1_COPG2
16381	ARCN1	COPZ1	complex	-	1	ARCN1_COPZ1
16382	ARCN1	COPZ2	complex	-	1	ARCN1_COPZ2
16383	ARCN1	DCTN1	complex; input	-	1	ARCN1_DCTN1
16384	ARCN1	DCTN2	complex; input	-	1	ARCN1_DCTN2
16385	ARCN1	DCTN3	complex; input	-	1	ARCN1_DCTN3
16386	ARCN1	DCTN4	complex; input	-	1	ARCN1_DCTN4
16388	ARCN1	DCTN6	complex; input	-	1	ARCN1_DCTN6
16389	ARCN1	DYNC1H1	complex; input	-	1	ARCN1_DYNC1H1
16390	ARCN1	DYNC1I1	complex; input	-	1	ARCN1_DYNC1I1
16391	ARCN1	DYNC1I2	complex; input	-	1	ARCN1_DYNC1I2
16392	ARCN1	DYNC1LI1	complex; input	-	1	ARCN1_DYNC1LI1
16393	ARCN1	DYNC1LI2	complex; input	-	1	ARCN1_DYNC1LI2
16394	ARCN1	DYNLL1	complex; input	-	1	ARCN1_DYNLL1
16395	ARCN1	DYNLL2	complex; input	-	1	ARCN1_DYNLL2
16396	ARCN1	FOLR1	complex; input	-	1	ARCN1_FOLR1
16397	ARCN1	GBF1	complex; input	-	1	ARCN1_GBF1
16398	ARCN1	GOLGA2	complex; input	-	1	ARCN1_GOLGA2
16399	ARCN1	GOLGB1	complex; input	-	1	ARCN1_GOLGB1
16400	ARCN1	GORASP1	complex; input	-	1	ARCN1_GORASP1
16401	ARCN1	GOSR1	complex; input	-	1	ARCN1_GOSR1
16402	ARCN1	GOSR2	complex; input	-	1	ARCN1_GOSR2
16403	ARCN1	INS	complex; input	-	1	ARCN1_INS
16404	ARCN1	KDELR1	complex; input	-	1	ARCN1_KDELR1
16405	ARCN1	KDELR2	complex; input	-	1	ARCN1_KDELR2
16406	ARCN1	KDELR3	complex; input	-	1	ARCN1_KDELR3
16407	ARCN1	KIF11	complex; input	-	1	ARCN1_KIF11
16408	ARCN1	KIF15	complex; input	-	1	ARCN1_KIF15
16409	ARCN1	KIF18A	complex; input	-	1	ARCN1_KIF18A
16410	ARCN1	KIF22	complex; input	-	1	ARCN1_KIF22
16411	ARCN1	KIF23	complex; input	-	1	ARCN1_KIF23
16412	ARCN1	KIF26A	complex; input	-	1	ARCN1_KIF26A
16413	ARCN1	KIF2A	complex; input	-	1	ARCN1_KIF2A
16414	ARCN1	KIF2B	complex; input	-	1	ARCN1_KIF2B
16415	ARCN1	KIF2C	complex; input	-	1	ARCN1_KIF2C
16416	ARCN1	KIF3A	complex; input	-	1	ARCN1_KIF3A
16417	ARCN1	KIF3B	complex; input	-	1	ARCN1_KIF3B
16418	ARCN1	KIF3C	complex; input	-	1	ARCN1_KIF3C
16419	ARCN1	KIF4A	complex; input	-	1	ARCN1_KIF4A
16420	ARCN1	KIF4B	complex; input	-	1	ARCN1_KIF4B
16421	ARCN1	KIF5A	complex; input	-	1	ARCN1_KIF5A
16422	ARCN1	KIFAP3	complex; input	-	1	ARCN1_KIFAP3
16423	ARCN1	KLC1	complex; input	-	1	ARCN1_KLC1
16424	ARCN1	KLC2	complex; input	-	1	ARCN1_KLC2
16425	ARCN1	NBAS	complex; input	-	1	ARCN1_NBAS
16426	ARCN1	RAB1B	complex; input	-	1	ARCN1_RAB1B
16427	ARCN1	RAB23	predicted	-	0.56	ARCN1_RAB23
16428	ARCN1	RACGAP1	complex; input	-	1	ARCN1_RACGAP1
16429	ARCN1	RINT1	complex; input	-	1	ARCN1_RINT1
16430	ARCN1	SEC22B	complex; input	-	1	ARCN1_SEC22B
16431	ARCN1	SPTA1	complex; input	-	1	ARCN1_SPTA1
16432	ARCN1	SPTAN1	complex; input	-	1	ARCN1_SPTAN1
16433	ARCN1	SPTB	complex; input	-	1	ARCN1_SPTB
16434	ARCN1	SPTBN1	complex; input	-	1	ARCN1_SPTBN1
16435	ARCN1	SPTBN2	complex; input	-	1	ARCN1_SPTBN2
16436	ARCN1	SPTBN4	complex; input	-	1	ARCN1_SPTBN4
16437	ARCN1	SPTBN5	complex; input	-	1	ARCN1_SPTBN5
16438	ARCN1	STX18	complex; input	-	1	ARCN1_STX18
16439	ARCN1	STX5	complex; input	-	1	ARCN1_STX5
16440	ARCN1	SURF4	complex; input	-	1	ARCN1_SURF4
16441	ARCN1	TMED10	complex; input	-	1	ARCN1_TMED10
16442	ARCN1	TMED2	complex; input	-	1	ARCN1_TMED2
16443	ARCN1	TMED3	complex; input	-	1	ARCN1_TMED3
16444	ARCN1	TMED7	complex; input	-	1	ARCN1_TMED7
16445	ARCN1	TMED9	complex; input	-	1	ARCN1_TMED9
16446	ARCN1	TMEM115	complex; input	-	1	ARCN1_TMEM115
16447	ARCN1	USE1	complex; input	-	1	ARCN1_USE1
16448	ARCN1	USO1	complex; input	-	1	ARCN1_USO1
16449	ARCN1	YKT6	complex; input	-	1	ARCN1_YKT6
16450	ARCN1	ZW10	complex; input	-	1	ARCN1_ZW10
16458	AREG	ARPC2	complex; input	-	1	AREG_ARPC2
16466	AREG	CDC42	complex; input	-	1	AREG_CDC42
16571	AREG	SH3KBP1	complex; input	-	1	AREG_SH3KBP1
16584	AREG	STX5	input	-	1	AREG_STX5
16638	ARF1	GGA3	complex; input; reaction	-	1	ARF1_GGA3
16652	ARF1	HTT	catalyze	->	1	ARF1_HTT
16684	ARF1	WASF2	PPrel: activation	->	1	ARF1_WASF2
16698	ARF3	HTT	catalyze	->	1	ARF3_HTT
16746	ARF4	HTT	catalyze	->	1	ARF4_HTT
16758	ARF4	RAB1B	complex; input	-	1	ARF4_RAB1B
16789	ARF5	HTT	catalyze	->	1	ARF5_HTT
16812	ARF6	CRK	complex; input	-	1	ARF6_CRK
16843	ARF6	GGA3	complex; input	-	1	ARF6_GGA3
16848	ARF6	GNAQ	activated by	<-	1	ARF6_GNAQ
16852	ARF6	HTT	catalyze	->	1	ARF6_HTT
16893	ARF6	RALA	reaction	-	1	ARF6_RALA
16941	ARFGAP1	GGA3	activate; complex; input	->	1	ARFGAP1_GGA3
16952	ARFGAP1	RAB1B	complex; input	-	1	ARFGAP1_RAB1B
16991	ARFGAP2	RAB1B	complex; input	-	1	ARFGAP2_RAB1B
17028	ARFGAP3	RAB1B	complex; input	-	1	ARFGAP3_RAB1B
17069	ARFIP2	HTT	catalyze	->	1	ARFIP2_HTT
17075	ARFIP2	SDCBP	predicted	-	0.64	ARFIP2_SDCBP
17085	ARFRP1	COG4	complex; input	-	1	ARFRP1_COG4
17148	ARHGAP10	CDC42	catalyze	->	1	ARHGAP10_CDC42
17151	ARHGAP10	PKN1	predicted	-	0.64	ARHGAP10_PKN1
17177	ARHGAP11A	CDC42	catalyze	->	1	ARHGAP11A_CDC42
17197	ARHGAP11B	CDC42	catalyze	->	1	ARHGAP11B_CDC42
17216	ARHGAP12	CDC42	catalyze	->	1	ARHGAP12_CDC42
17237	ARHGAP15	CDC42	catalyze	->	1	ARHGAP15_CDC42
17257	ARHGAP17	CDC42	PPrel: inhibition; activate; catalyze	-	1	ARHGAP17_CDC42
17278	ARHGAP18	CDC42	catalyze	->	1	ARHGAP18_CDC42
17297	ARHGAP19	CDC42	catalyze	->	1	ARHGAP19_CDC42
17318	ARHGAP20	CDC42	catalyze	->	1	ARHGAP20_CDC42
17337	ARHGAP21	CDC42	catalyze	->	1	ARHGAP21_CDC42
17358	ARHGAP22	CDC42	catalyze	->	1	ARHGAP22_CDC42
17378	ARHGAP23	CDC42	catalyze	->	1	ARHGAP23_CDC42
17397	ARHGAP24	CDC42	catalyze	->	1	ARHGAP24_CDC42
17427	ARHGAP25	CDC42	catalyze	->	1	ARHGAP25_CDC42
17457	ARHGAP26	CDC42	catalyze	->	1	ARHGAP26_CDC42
17484	ARHGAP28	CDC42	catalyze	->	1	ARHGAP28_CDC42
17503	ARHGAP29	CDC42	catalyze	->	1	ARHGAP29_CDC42
17522	ARHGAP30	CDC42	catalyze	->	1	ARHGAP30_CDC42
17542	ARHGAP31	CDC42	catalyze	->	1	ARHGAP31_CDC42
17562	ARHGAP32	CDC42	catalyze	->	1	ARHGAP32_CDC42
17583	ARHGAP33	CDC42	catalyze	->	1	ARHGAP33_CDC42
17605	ARHGAP35	CDC42	catalyze	->	1	ARHGAP35_CDC42
17656	ARHGAP36	CDC42	catalyze	->	1	ARHGAP36_CDC42
17675	ARHGAP39	CDC42	catalyze	->	1	ARHGAP39_CDC42
17722	ARHGAP40	CDC42	catalyze	->	1	ARHGAP40_CDC42
17741	ARHGAP44	CDC42	catalyze	->	1	ARHGAP44_CDC42
17761	ARHGAP45	CDC42	catalyze	->	1	ARHGAP45_CDC42
17783	ARHGAP5	CDC42	catalyze	->	1	ARHGAP5_CDC42
17792	ARHGAP5	PKN1	activate	->	1	ARHGAP5_PKN1
17820	ARHGAP6	CDC42	catalyze	->	1	ARHGAP6_CDC42
17846	ARHGAP8	CDC42	catalyze	->	1	ARHGAP8_CDC42
17868	ARHGAP9	CDC42	catalyze	->	1	ARHGAP9_CDC42
17893	ARHGDIA	CDC42	complex; inhibit; input	-|	1	ARHGDIA_CDC42
17945	ARHGDIB	CDC42	complex; input	-	1	ARHGDIB_CDC42
18001	ARHGDIG	CDC42	complex; input	-	1	ARHGDIG_CDC42
18038	ARHGEF1	CDC42	PPrel: activation; catalyze	->	1	ARHGEF1_CDC42
18043	ARHGEF1	GNAQ	activated by; catalyze; catalyzed by	<->	1	ARHGEF1_GNAQ
18077	ARHGEF11	CDC42	catalyze	->	1	ARHGEF11_CDC42
18078	ARHGEF11	CRK	predicted	-	0.98	ARHGEF11_CRK
18110	ARHGEF12	CDC42	catalyze	->	1	ARHGEF12_CDC42
18158	ARHGEF16	CDC42	catalyze	->	1	ARHGEF16_CDC42
18182	ARHGEF17	CDC42	catalyze	->	1	ARHGEF17_CDC42
18202	ARHGEF18	CDC42	catalyze	->	1	ARHGEF18_CDC42
18239	ARHGEF19	CDC42	catalyze	->	1	ARHGEF19_CDC42
18262	ARHGEF2	CDC42	catalyze	->	1	ARHGEF2_CDC42
18303	ARHGEF2	TBK1	predicted	-	0.64	ARHGEF2_TBK1
18321	ARHGEF25	CDC42	activate	->	1	ARHGEF25_CDC42
18327	ARHGEF25	GNAQ	complex; input	-	1	ARHGEF25_GNAQ
18330	ARHGEF26	CDC42	catalyze	->	1	ARHGEF26_CDC42
18359	ARHGEF3	CDC42	catalyze	->	1	ARHGEF3_CDC42
18378	ARHGEF4	CDC42	catalyze	->	1	ARHGEF4_CDC42
18397	ARHGEF5	CDC42	catalyze	->	1	ARHGEF5_CDC42
18427	ARHGEF6	CDC42	activate; activated by; catalyze; complex; input	<->	1	ARHGEF6_CDC42
18484	ARHGEF7	CDC42	PPrel: activation; activate; catalyze; complex; input	->	1	ARHGEF7_CDC42
18552	ARHGEF7	SH3KBP1	complex; input	-	1	ARHGEF7_SH3KBP1
18560	ARHGEF9	CDC42	activate; catalyze	->	1	ARHGEF9_CDC42
18656	ARID1A	SNW1	reaction	-	1	ARID1A_SNW1
18692	ARID2	BRD7	complex	-	1	ARID2_BRD7
18741	ARID4A	TBK1	predicted	-	0.65	ARID4A_TBK1
18767	ARID4B	SP3	predicted	-	0.65	ARID4B_SP3
18808	ARIH1	EIF4A1	input	-	1	ARIH1_EIF4A1
18864	ARL1	COG4	complex; input	-	1	ARL1_COG4
18875	ARL1	HTT	catalyze	->	1	ARL1_HTT
18979	ARL4A	HTT	catalyze	->	1	ARL4A_HTT
18980	ARL4C	HTT	catalyze	->	1	ARL4C_HTT
18981	ARL4D	HTT	catalyze	->	1	ARL4D_HTT
18999	ARL6IP1	GOLPH3	predicted	-	0.64	ARL6IP1_GOLPH3
19002	ARL6IP1	TMEM33	predicted	-	0.64	ARL6IP1_TMEM33
19023	ARL8B	SRP9	predicted	-	0.59	ARL8B_SRP9
19026	ARMC8	GID4	predicted	-	0.99	ARMC8_GID4
19027	ARMC8	MAEA	predicted	-	0.99	ARMC8_MAEA
19028	ARMC8	RMND5A	predicted	-	0.99	ARMC8_RMND5A
19029	ARMC8	RMND5B	predicted	-	0.99	ARMC8_RMND5B
19031	ARMC8	WDR26	predicted	-	0.73	ARMC8_WDR26
19102	ARNT	PDK1	GErel: expression	->	1	ARNT_PDK1
19198	ARNTL	KMT2A	predicted	-	0.54	ARNTL_KMT2A
19253	ARPC1A	ARPC2	complex; predicted	-	1	ARPC1A_ARPC2
19276	ARPC1A	CDC42	PPrel: activated, indirect effect; complex; input	<-	1	ARPC1A_CDC42
19314	ARPC1A	HTT	catalyzed by	<-	1	ARPC1A_HTT
19315	ARPC1A	IGF2R	complex; input	-	1	ARPC1A_IGF2R
19410	ARPC1A	SH3KBP1	complex; input	-	1	ARPC1A_SH3KBP1
19461	ARPC1A	WASF2	PPrel: activated by; complex; input; reaction	<-	1	ARPC1A_WASF2
19468	ARPC1B	ARPC2	complex; predicted	-	1	ARPC1B_ARPC2
19481	ARPC1B	CDC42	PPrel: activated, indirect effect; complex; input	<-	1	ARPC1B_CDC42
19492	ARPC1B	HTT	catalyzed by	<-	1	ARPC1B_HTT
19575	ARPC1B	TCIRG1	predicted	-	0.59	ARPC1B_TCIRG1
19603	ARPC1B	WASF2	PPrel: activated by; activated by; complex; input	<-	1	ARPC1B_WASF2
19609	ARPC2	ARPC3	complex; predicted	-	1	ARPC2_ARPC3
19610	ARPC2	ARPC4	complex; predicted	-	1	ARPC2_ARPC4
19611	ARPC2	ARPC4-TTLL3	predicted	-	0.98	ARPC2_ARPC4-TTLL3
19612	ARPC2	ARPC5	complex	-	1	ARPC2_ARPC5
19613	ARPC2	ARPC5L	predicted	-	0.64	ARPC2_ARPC5L
19614	ARPC2	ARRB1	complex; input	-	1	ARPC2_ARRB1
19615	ARPC2	ARRB2	complex; input	-	1	ARPC2_ARRB2
19616	ARPC2	AVP	complex; input	-	1	ARPC2_AVP
19617	ARPC2	AVPR2	complex; input	-	1	ARPC2_AVPR2
19618	ARPC2	BAIAP2	complex; input	-	1	ARPC2_BAIAP2
19619	ARPC2	BIN1	complex; input	-	1	ARPC2_BIN1
19621	ARPC2	BTC	complex; input	-	1	ARPC2_BTC
19622	ARPC2	CAP1	predicted	-	0.73	ARPC2_CAP1
19623	ARPC2	CAPZB	predicted	-	0.66	ARPC2_CAPZB
19624	ARPC2	CBL	complex; input	-	1	ARPC2_CBL
19626	ARPC2	CD3D	complex; input	-	1	ARPC2_CD3D
19627	ARPC2	CD3G	complex; input	-	1	ARPC2_CD3G
19628	ARPC2	CD4	complex; input	-	1	ARPC2_CD4
19629	ARPC2	CDC42	PPrel: activated, indirect effect; complex; input	<-	1	ARPC2_CDC42
19630	ARPC2	CFTR	complex; input	-	1	ARPC2_CFTR
19631	ARPC2	CHRM2	complex; input	-	1	ARPC2_CHRM2
19632	ARPC2	CLTA	complex; input	-	1	ARPC2_CLTA
19633	ARPC2	CLTB	complex; input	-	1	ARPC2_CLTB
19634	ARPC2	CLTC	complex; input	-	1	ARPC2_CLTC
19635	ARPC2	CLTCL1	complex; input	-	1	ARPC2_CLTCL1
