	Gene1	Gene2	Annotation	Direction	Score	edge
1519	STAT5B	USF2	predicted	-	0.54	STAT5B_USF2
1520	STK11	STK24	predicted	-	0.98	STK11_STK24
1521	STK24	STK25	predicted	-	0.98	STK24_STK25
1522	STK24	STRADA	predicted	-	0.97	STK24_STRADA
1523	STK24	STRN	predicted	-	0.78	STK24_STRN
1524	STK24	STRN3	predicted	-	0.78	STK24_STRN3
1525	STK24	STRN4	predicted	-	0.78	STK24_STRN4
1526	STK24	VAV2	predicted	-	0.64	STK24_VAV2
1527	STX11	VAMP8	predicted	-	0.99	STX11_VAMP8
1528	STX12	VAMP8	predicted	-	1	STX12_VAMP8
1529	STX16	VAMP8	predicted	-	0.54	STX16_VAMP8
1530	STX16-NPEPL1	VAMP8	predicted	-	0.54	STX16-NPEPL1_VAMP8
1531	STX17	VAMP8	PPrel: binding/association	-	1	STX17_VAMP8
1532	STX19	VAMP8	predicted	-	0.99	STX19_VAMP8
1533	STX1A	VAMP8	predicted	-	1	STX1A_VAMP8
1534	STX1B	VAMP8	predicted	-	0.97	STX1B_VAMP8
1535	STX2	VAMP8	predicted	-	0.97	STX2_VAMP8
1536	STX3	VAMP8	predicted	-	1	STX3_VAMP8
1537	STX4	VAMP8	catalyze; catalyzed by; complex; input	<->	1	STX4_VAMP8
1538	STX5	STX7	predicted	-	1	STX5_STX7
1539	STX5	VAMP8	predicted	-	0.97	STX5_VAMP8
1540	STX7	TCIRG1	predicted	-	0.66	STX7_TCIRG1
1541	STX7	VAMP8	predicted	-	1	STX7_VAMP8
1542	STX7	VTI1B	complex	-	1	STX7_VTI1B
1543	STX8	VAMP8	predicted	-	0.98	STX8_VAMP8
1544	SYNJ1	VAMP8	complex; input	-	1	SYNJ1_VAMP8
1545	SYNJ2	VAMP8	complex; input	-	1	SYNJ2_VAMP8
1546	TALDO1	TKT	predicted	-	0.65	TALDO1_TKT
1547	TNKS	VAMP8	predicted	-	0.92	TNKS_VAMP8
1548	TRIP10	VAMP8	complex; input	-	1	TRIP10_VAMP8
1549	TSNARE1	VAMP8	predicted	-	0.97	TSNARE1_VAMP8
1550	VAMP2	VAMP8	predicted	-	0.98	VAMP2_VAMP8
1551	VAMP3	VAMP8	predicted	-	0.98	VAMP3_VAMP8
1552	VAMP8	VPS18	predicted	-	0.54	VAMP8_VPS18
1553	VAMP8	WASL	complex; input	-	1	VAMP8_WASL
1554	WDR81	WDR91	predicted	-	0.64	WDR81_WDR91
