accession	gene_name	IDHwt_1.raw	IDHwt_2.raw	IDHwt_3.raw	IDHwt_4.raw	mIDH1_1.raw	mIDH1_2.raw	mIDH1_3.raw	mIDH1_4.raw	mIDH2_1.raw	mIDH2_2.raw	mIDH2_3.raw	mIDH2_4.raw	IDH2_vs_IDH1_ratio	IDH2_vs_IDH1_t.test	IDH2_vs_IDH1_logFC	IDH2_vs_IDH1_p.value
P33993	MCM7	101240096	82586752	84854192	80002368	47037176	43379288	47820180	46872320	59328224	49247412	57592516	48485996	1.13769035668129	0.071837599033206	0.186107955125619	1.1436481911522
P04259	KRT6B	14797.47	814363.81	1271494.38	391021.72	20572.8	474343.5	77600.32	871178.88	3379786.5	283938.62	14007144	64536.61	6.637858758886	0.30266938355678	2.73071793191356	0.519031507767668
P00558	PGK1	291883104	177072048	165741024	142132944	150912112	159386720	126878512	146813936	228567760	145115008	194309008	138359280	1.14005481979192	0.251305964875747	0.189103198372846	0.599797203083196
Q13435	SF3B2	44166904	48329832	50363024	53182720	49441704	48170536	47049548	43327868	36721704	42652604	45954584	39555356	0.863346854430416	0.0580368207723125	-0.211987808214396	1.23629638601477
Q9NRL2	BAZ1A	9987588	20797750	21651246	23528736	17152598	18039564	22103110	10170355	8703391	12914547	16431444	12131524	0.711694581310463	0.200721800798687	-0.490669843247708	0.697405455353147
Q92922	SMARCC1	15806850	21010622	18386306	20562954	22369650	21662846	22988830	16582993	15247260	17717580	16957684	15740636	0.742595196057021	0.0478553436291285	-0.429352112642635	1.32006956093685
P15311	EZR	66045148	53884796	50319964	57308872	44994240	45846120	43296584	48968776	48502644	48451636	50430808	48584212	1.06876344391414	0.0668987508562404	0.0959425676909497	1.1745819913698
P50395	GDI2	65657396	53832272	51589460	54945004	54491820	58829760	44475116	56746628	68122528	56748388	62268504	55129548	1.06992585872827	0.161179125793587	0.0975108275133272	0.792691204092162
O60264	SMARCA5	26166096	55799496	47680788	51309632	51390676	49971484	61901968	27668080	32802098	38624748	61151764	32796024	0.704669730795003	0.541213247782942	-0.50498085068957	0.266631581312011
Q8TEM1	NUP210	20884964	19252636	16763004	17653822	44923244	59042976	51726628	46751196	38262656	35782504	39752344	34853896	0.751896792520517	0.0181311190919194	-0.411393447794784	1.74157538948165
Q13423	NNT	13387845	12918316	12206454	13288452	14934328	11720293	11236293	14487302	13082097	13549694	12154840	12552231	0.978125921130878	0.807367622704734	-0.0319078893243805	0.0929286707822982
A0A8V8TPK0	PHIP	80077.77	216292.27	231063.06	294322.5	307812.72	247627.09	347782.34	155408.81	3803329	280377.19	10178779	307765.81	7.40151270395977	0.243077348758628	2.8878201555351	0.614255509142959
P33991	MCM4	77057216	73063200	67183520	68666360	34963564	37240220	41020544	38333928	44062404	39133528	40070032	40815076	1.07027482466623	0.108106623885855	0.0979812987513821	0.966147695233156
P33992	MCM5	78598432	74976368	75576280	70055368	37284984	37940792	41612328	39355864	39590660	40369748	43059936	39055604	1.03446141318196	0.303627106873155	0.0488798317138444	0.517659458600281
Q96BY6	DOCK10	7426351	8813704	9105733	8658944	18030398	17586422	13165447	16000462	20944554	20988262	20945098	19367620	1.24720268781111	0.0224915050056511	0.318695942262818	1.64798148303565
P49368	CCT3	154374688	132021448	120561096	130405288	117087672	128676000	120988096	124977976	152943680	117287512	142536960	126512120	1.09384630901452	0.236113713714467	0.129410046358172	0.626878787942209
B0I1T2	MYO1G	16970072	9144352	13288435	8270115.5	51766340	38040260	30192302	36961696	59224944	48887732	50129400	45076820	1.32019399600725	0.0835167576376908	0.400749942093825	1.07822637458359
A0A087WTW0	UHRF1	19830630	33348392	36660048	31323304	42895756	58076308	57092068	35564172	27475058	33774808	42044700	32262700	0.660455497061322	0.0727901885900227	-0.598466742093527	1.13792715541737
A0A8V8TPV5	PHIP	23383.25	202354.89	172873.86	251098.61	413467.25	345906.66	491521.09	222509.05	167263.09	196951.86	176920.66	64536.61	0.453246741121248	0.0231395813375489	-1.14163144796838	1.63564450296582
Q6KC79	NIPBL	9384781	15538587	15184166	16917132	15989218	14012137	18818838	9249630	10343897	12842450	13808028	9739487	0.772843326576416	0.26917130271293	-0.371752119133979	0.569971243622511
A0A7P0TAE9	CANX	120843352	112173120	114341424	126109592	114835672	97123176	104753504	123419728	78875008	136718912	78456592	130898016	0.955297650918823	0.834581723287717	-0.0659777778662527	0.0785311302428143
Q8N3C0	ASCC3	10056313	11912340	15828849	12376199	13382563	14692822	12854939	13209409	13780848	13035232	14729368	13038328	1.00854408240201	0.851402759808733	0.0122741440132087	0.0698649463978285
A0A0B4J1W3	NAA15	66877.39	30678.97	129889.59	83018.74	28643.31	44321.44	52326.1	59811.18	38979.94	58703.39	57829.88	64536.61	1.2057551594174	0.354172504446401	0.26993698339442	0.450785157518357
Q9BXJ9	NAA15	380942.5	397026.59	775074.69	864333.94	333580.22	294086.56	100105.56	175930.27	470075.75	58703.39	218607	303486.5	1.11079745803996	0.73083472726266	0.151595780795378	0.136180824346026
P11940	PABPC1	2626064.25	698845.44	777895.12	797589.5	649838.94	622375.88	492622.72	692236.19	24901162	1021600.44	48987924	1449855.12	20.7127103895866	0.204155635392368	4.37244444659947	0.690038627565476
P25705	ATP5F1A	379958432	309318560	263454128	253818016	376451840	289861728	227590944	263887392	420517280	253314720	380774528	227359056	1.14508398315829	0.607867798285403	0.195453412857349	0.216190862697773
Q16891	IMMT	3521619.5	3393806.5	3180840.25	3290315.25	2786525	2812800.5	3154072	2651585.5	2400244.75	2980556	2554599.75	2937923	0.98092578293582	0.486697101163704	-0.0277841089432645	0.312741240467726
Q8NE71	ABCF1	18864296	27916666	31696342	26432236	26451048	29912816	32343738	28184060	22731626	26067984	28170756	29168858	0.93359133458398	0.207378882248649	-0.0991369245991038	0.683235470655906
P31939	ATIC	89049760	70843952	57702064	59338868	87916880	94809808	71379680	88195952	109754584	88632752	101579128	83645200	1.08005690351967	0.23406708573761	0.111107323743374	0.630659652033928
P26639	TARS1	72620752	76715872	73829888	75547224	47354228	47602200	50058080	49095484	47392000	46707948	44105144	44178124	0.939899160356312	0.0357830895757821	-0.0894221132649058	1.4463221643895
P33176	KIF5B	13433976	15192793	17183240	15190729	17047568	15239534	15902331	15592503	14525807	17349336	14315538	16662187	0.990257449840822	0.798026940801374	-0.0141244451265865	0.0979824469401519
Q9UIG0	BAZ1B	7783749.5	22637762	20219844	22693834	18758658	19717276	32318660	9379120	9368848	14871342	20787492	13456740	0.736254563696881	0.356438112739836	-0.441723423326331	0.44801586449028
A0A0R4J2E8	MATR3	69631824	80505960	76280816	81207752	71463464	79152496	101965072	54437380	72058496	64101868	89657080	61641432	0.904023477989982	0.693489021870023	-0.145567854171809	0.158960409542402
Q14566	MCM6	79732264	76965520	73033280	76539960	38759584	37864264	44461576	42499680	41544172	44188840	36939932	45423000	1.05505523653278	0.660599123438538	0.0773185319996171	0.180062006917778
Q709C8	VPS13C	14556919	12793902	13105326	12320324	15123225	13086228	11220615	12754824	10334037	10579532	8727356	9441665	0.765282388658171	0.0180976454910467	-0.385935895392907	1.74237792329436
O75534	CSDE1	38811524	44790172	41858692	35865392	37854080	41562148	38734600	33597948	43011964	41390580	44243380	38905004	1.10202374554569	0.102842074894334	0.140155310308276	0.987829169815354
A0A499FJI4	MYCBP2	59210.62	505839.88	577003.5	408121.22	111531.94	619427.75	96331.98	615444.25	59659.13	633902	143287.02	107035.88	0.344334385972118	0.555479056847187	-1.53811783615681	0.255332310561388
Q9Y4L1	HYOU1	37171252	29797398	25801212	30676272	37172644	35623404	32072072	38261916	41414932	44557720	38873448	46620628	1.18100713379386	0.0187215581404125	0.240017679263382	1.72765800903686
P47897	QARS1	44476132	41496044	43829144	39393192	52141388	53064248	43991832	49335160	51019320	46892828	51173376	46481928	0.964874642759823	0.770418394101083	-0.0515865763579044	0.113273356774961
Q0VD83	APOBR	1749603.12	2945287.25	3367015.75	2534192.25	13452527	12472460	8615355	17587040	13547995	18973226	12905573	20803968	1.25443538313057	0.23848224439227	0.327038158401112	0.622543949745504
A0A0D9SF53	DDX3X	23132606	24235390	24865768	24222268	19363164	21942206	25538274	15865260	23483228	20071196	28079128	19665000	1.05444943357244	0.475921837942655	0.0764899119324902	0.322464366896144
M0R0C6	KHSRP	96591376	83861488	74968456	80334560	87258568	81828416	79326512	80455344	89845480	81588320	86158240	75076328	1.03366202508495	0.80495264438326	0.0477645469301602	0.0942296685613063
A0A7I2YQ88	PABPC1	136873.36	125673.41	175475.48	86065.36	185377.75	153147.16	319948.34	123275.5	38979.94	78317.51	56243.62	146003.73	0.3974925508436	0.0705019813233488	-1.331000270872	1.15179867782128
E9PHY5	EPB41L2	26686132	31416754	28438556	27040146	28627530	29826282	20986340	27271854	211269.73	385040	311580.94	305051.81	0.0110311188760148	0.000895110841416663	-6.50227706022241	3.04812318274548
Q8WUM4	PDCD6IP	63436316	51197204	48772320	47660624	61651488	55878540	57892948	57207800	58010208	52682108	50095160	49354100	0.892933102398257	0.0590296254264418	-0.163376000675815	1.22892997259357
P48643	CCT5	122181504	93656440	84940240	91218192	91745896	90313952	75676192	88633832	102762320	81521032	96126288	83451800	1.00352227887885	0.515521505872907	0.00507264586968394	0.287753212655703
P05455	SSB	69073280	50899324	44955408	48029644	53211936	52333344	59310400	53191948	52857900	48217908	47233276	46198136	0.897064847745595	0.0359940044104844	-0.156715815273045	1.44376983446312
Q13263	TRIM28	67814720	73592344	62792696	63779868	82824976	86372616	80728144	87340056	117888048	100264392	101470456	106857808	1.23127203843421	0.00726120877522295	0.300149547476789	2.13899107617163
A0A7I2V3R8	HNRNPA1	207666784	151065088	133804352	140667520	106827840	118364656	170181008	85271720	220913984	101911888	332915616	84361168	1.43355519270944	0.351459601471869	0.51959745024663	0.454124587759812
E9PKU7	GANAB	283137.5	34534.22	299176.84	327143.16	39400.35	45063.14	442533.56	386883.75	310151.16	391656	76267.44	119214.22	0.994023547663464	0.976041989286959	-0.00864806634435408	0.0105314986003474
P13010	XRCC5	137168400	79268432	67272304	72782200	74042128	80433528	70328008	67912656	128537696	67074688	128887176	56928028	1.35493661930193	0.336433843619881	0.438225367330137	0.4731003227491
Q8NF50	DOCK8	26986444	26118222	25885784	24641396	21347930	22356930	16151837	20526676	19944128	19166382	18486144	20242724	0.933991116238801	0.681176388607202	-0.0985192672427666	0.166740414255122
P49736	MCM2	71413560	64751116	62253988	58255212	32492278	34468180	34800372	32960294	35830084	33676704	35738052	33775028	1.03091581161988	0.237586418282074	0.0439265217285973	0.624178389590426
P16615	ATP2A2	19310380	20840826	19957560	19957454	13390118	14476629	13577591	14255213	15363111	16359519	15206445	16320446	1.13835303837874	0.00359651155183818	0.186948051257086	2.44411854042603
O60506	SYNCRIP	23383.25	193225.19	151840.52	203382.64	201547.66	222100.36	397403.56	267041.5	38979.94	58703.39	398626.56	222235.83	0.574351211732318	0.377906425719712	-0.799994890261997	0.422615723507999
Q99832	CCT7	96881560	67583328	63609500	66250180	63323508	63409868	57735552	65714496	86849600	60738344	76102400	60620760	1.07975300839457	0.277292084291411	0.110701336169736	0.557062527817118
A0A0C4DG89	DDX46	61531.64	30678.97	54707.59	69287.55	26873.53	88059.29	35480.27	59457.47	128144.95	27863.7	135362.36	42929.43	1.80196389760279	0.370854794105548	0.849570107005403	0.43079610241428
Q9NYU2	UGGT1	23849632	19417354	18226710	18866198	28911948	26489182	21145096	28131706	26172072	23662406	23693576	23265684	0.866993996875335	0.353793746816129	-0.20590609072303	0.451249847365382
Q7L014	DDX46	79223.18	56860.58	44964.6	50482.56	36240.39	63462.45	45245.3	58382.41	73256.82	61169.5	46141.69	32918.69	1.03554531891132	0.822045162516346	0.0503906920788967	0.0851043220063685
P30101	PDIA3	159566592	116615160	95157592	108026088	123780528	120067008	93472200	124290376	195148688	137207408	167695616	125950632	1.25038386280844	0.0718056684828582	0.32237106445112	1.14384127033076
A0A8V8TQF7	NUP98	23851472	23012330	21076750	20356404	21866892	21151738	20990742	20593116	22853188	20662674	20611400	21342588	0.996743950522133	0.728433570046485	-0.00470515070007388	0.137610047844175
A0A7P0TA35	P4HB	312903168	199990304	176198576	191214608	138911824	129107496	111148296	149081216	210341616	171237936	175588880	163037104	1.29403662392696	0.0120643432186216	0.371878449177482	1.91849631605047
Q9P265	DIP2B	11465116	13701227	15448882	13157326	15083470	15524624	9652318	14081665	16817350	17813598	17649280	18288296	1.21593395676036	0.0535757167730035	0.282064871181306	1.27103200995524
Q15424	SAFB	5480854	26245368	26693522	28056388	22537910	25252500	36577600	17621370	12390342	19032394	25653482	24695722	0.914997716068977	0.3579027356729	-0.128159952605516	0.446234982014846
Q9H2K8	TAOK3	9896056	21341418	28379252	18863968	31406872	33102386	25977204	23227758	13087472	16590187	24604610	22320530	0.67807516844917	0.0385629596032707	-0.560482881794549	1.41382964255851
A0A804HIR9	MYCBP2	23383.25	1919825.12	2814568	3534244.5	28643.31	2167246.25	2548376.5	3954702.25	2957724.5	58703.39	3440907	3648172	1.35690063417393	0.7729573470843	0.440315076074889	0.111844470424501
P05023	ATP1A1	47578980	41932736	38133088	40034052	31194876	27907690	31992182	30494724	30960924	32634298	29496394	33041570	1.03089049045544	0.381533724990667	0.0438910860833277	0.41846706732902
O00267	SUPT5H	21471678	24250534	23440936	23130172	19395258	18357472	20101696	18280884	16724586	18172032	18296470	17384756	0.941833557467235	0.0521586855719237	-0.0864559682054591	1.28267336160231
A6NEM2	HCFC1	29924126	26221106	25474042	23970094	27583230	26647492	24662400	23607630	26744196	23792954	24035970	22252642	0.932157955039157	0.317618550026077	-0.101353653266107	0.498094141198639
C9J406	IMMT	202950.22	212261.03	260679.62	239207.05	286212.28	101428.16	113155.12	313181	27559.68	327827.41	32845.42	254068.61	0.718421258219875	0.66857194903892	-0.477098054559647	0.174851848851991
O43143	DHX15	56714608	75685048	82387040	77868008	80943640	80439304	90432488	59048456	68515824	70550008	94049552	70156304	0.871878455755523	0.84012275065705	-0.197801064817057	0.0756572543687733
Q14008	CKAP5	22027496	22004780	19613482	22056064	10554903	11774461	17870822	14321560	12931493	12579787	11963245	13519641	0.977592714230265	0.627321115247903	-0.0326945617591916	0.202510094128035
A0A0A0MRA8	EPB41L3	731384.44	746689.94	1008488.31	978336.31	727646.5	353584.44	174003.38	583647.31	2716582.5	1574098.62	1791532.88	1523142.38	3.59103444799005	0.00834373181890738	1.84439949251971	2.07863966328723
P06733	ENO1	1005801024	253729216	137636640	115334224	148934000	281330304	144286160	159257424	1543735936	167870272	1660141056	168794768	5.55671109135081	0.188971992452009	2.47423123256648	0.723602557863147
E7ETY2	TCOF1	28094.89	26314.1	212258.27	188278.42	46828.94	65257.93	444589.06	406315.91	62180.13	339710.94	69462.65	72349.95	0.300721939961725	0.445324175375599	-1.73349796751653	0.351323727623709
H0YFD6	HADHA	66777688	53194576	50726076	49381124	57201572	52169132	43875644	44229716	56647800	48813372	50431444	41862940	1.02952284243065	0.987955201069977	0.0419758399709697	0.00526274809376166
Q92621	NUP205	26846660	24919974	22430060	22804292	16526692	15480707	17413846	15286358	17832718	17140328	16285719	17070226	1.06883267834415	0.182284460414724	0.0960360223598084	0.739250352978545
O00160	MYO1F	29735416	28705994	35398844	25764082	38453016	38619816	26820258	31531052	35461416	30635752	33946832	31093346	0.929356921635364	0.74657869648343	-0.105695321550881	0.126924406763977
A0A0S2Z377	ANXA6	570093.31	400335.03	379844.78	413801.88	126750.69	80956.33	122858.96	91140.66	103780.81	149981.78	80199.85	154262.89	1.18580860096854	0.470608758019886	0.245871166108918	0.327339994872882
Q99613	EIF3C	52856860	50093792	54306168	49675628	43616712	40172948	39654632	42569096	46745884	45847780	44852628	43339808	1.09618283058127	0.0233271294348438	0.13248844316606	1.63213870086805
P08133	ANXA6	457590.81	448422.97	134585.64	173348.39	58523.08	62105.2	41587.66	54975.22	1229322.62	90558.21	773957.62	147033.05	8.11457678220731	0.159301259225023	3.02051585261271	0.797780791227635
Q9Y2W1	THRAP3	27418674	32440454	35931536	39191324	35127340	32517036	42952048	23941486	23482108	27977858	29430292	25001534	0.783204682086209	0.164823031465703	-0.352538705325779	0.78298210247149
Q9BZE4	GTPBP4	26819516	58750504	47449524	62353648	48400268	45974016	69064088	24392560	37583284	37348616	57844732	31878954	0.793986421131417	0.613620986476506	-0.332813760483715	0.212099795481696
A0A804HKE7	MAP4	17047630	17012108	21789070	24792554	27883640	28020596	31905000	30313092	19049224	22345434	15876711	26118090	0.709618394091592	0.0213233473914627	-0.494884688516728	1.67114461767885
A0A7I2V311	DNMT1	26242.3	26961.26	725115.06	998566.12	442200.47	925245	812061.06	951967.06	81680.59	426423.75	174066.48	1047290.31	0.345644468655108	0.220170074133834	-1.5326392564915	0.657241711348662
