A	B	nOverlap
muscle tissue morphogenesis	regulation of BMP signaling pathway	2
muscle tissue morphogenesis	gland development	2
muscle tissue morphogenesis	cardiac atrium morphogenesis	2
muscle tissue morphogenesis	aorta morphogenesis	2
muscle tissue morphogenesis	positive regulation of protein phosphorylation	2
muscle tissue morphogenesis	regulation of developmental growth	2
muscle tissue morphogenesis	epithelial tube morphogenesis	2
muscle tissue morphogenesis	regulation of protein ubiquitination	2
muscle tissue morphogenesis	trabecula formation	2
muscle tissue morphogenesis	cardiac muscle contraction	2
muscle tissue morphogenesis	response to growth factor	4
muscle tissue morphogenesis	activin binding	3
muscle tissue morphogenesis	transforming growth factor beta receptor binding	3
muscle tissue morphogenesis	cytokine receptor binding	3
positive regulation of protein transport	cellular ketone metabolic process	2
positive regulation of protein transport	positive regulation of establishment of protein localization	13
positive regulation of protein transport	regulation of protein transport	13
positive regulation of protein transport	cell part morphogenesis	2
positive regulation of protein transport	positive regulation of endocytosis	2
positive regulation of protein transport	Golgi vesicle transport	4
positive regulation of protein transport	regulation of establishment of protein localization	13
positive regulation of protein transport	regulation of membrane potential	2
positive regulation of protein transport	cellular component morphogenesis	2
positive regulation of protein transport	tissue morphogenesis	2
positive regulation of protein transport	protein localization to mitochondrion	3
positive regulation of protein transport	regulation of intracellular protein transport	7
positive regulation of protein transport	negative regulation of catalytic activity	2
positive regulation of protein transport	cation transmembrane transport	2
positive regulation of protein transport	regulation of intracellular transport	7
positive regulation of protein transport	regulation of endocytosis	2
positive regulation of protein transport	Golgi to plasma membrane protein transport	3
positive regulation of protein transport	establishment of protein localization to mitochondrion	2
positive regulation of protein transport	positive regulation of intracellular protein transport	7
positive regulation of protein transport	regulation of transmembrane transport	3
positive regulation of protein transport	positive regulation of intracellular transport	7
positive regulation of protein transport	positive regulation of protein localization	13
positive regulation of protein transport	mitochondrial transport	2
positive regulation of protein transport	negative regulation of transmembrane transport	3
positive regulation of protein transport	carboxylic acid metabolic process	2
positive regulation of protein transport	endocytosis	3
positive regulation of protein transport	rhythmic process	2
positive regulation of protein transport	regulation of protein targeting	2
positive regulation of protein transport	oxoacid metabolic process	2
positive regulation of protein transport	organic acid metabolic process	2
positive regulation of protein transport	positive regulation of protein export from nucleus	2
positive regulation of protein transport	metal ion transport	2
positive regulation of protein transport	positive regulation of release of cytochrome c from mitochondria	2
positive regulation of protein transport	peptide secretion	2
positive regulation of protein transport	amide transport	2
positive regulation of protein transport	Golgi to plasma membrane transport	3
positive regulation of protein transport	establishment of protein localization to plasma membrane	3
positive regulation of protein transport	regulation of establishment of protein localization to mitochondrion	2
positive regulation of protein transport	vesicle organization	3
positive regulation of protein transport	negative regulation of transport	3
positive regulation of protein transport	transport vesicle	4
positive regulation of protein transport	presynapse	2
positive regulation of protein transport	synaptic vesicle	2
positive regulation of protein transport	exocytic vesicle	2
positive regulation of protein transport	early endosome	3
positive regulation of protein transport	transport vesicle membrane	2
positive regulation of protein transport	early endosome membrane	2
positive regulation of protein transport	Golgi apparatus subcompartment	4
positive regulation of protein transport	trans-Golgi network	3
positive regulation of protein transport	lipid binding	2
mitochondrial gene expression	organellar ribosome	8
mitochondrial gene expression	mitochondrial ribosome	8
mitochondrial gene expression	organellar small ribosomal subunit	4
mitochondrial gene expression	mitochondrial small ribosomal subunit	4
mitochondrial gene expression	mitochondrial protein-containing complex	8
mitochondrial gene expression	ribosome	8
mitochondrial gene expression	ribosomal subunit	8
mitochondrial gene expression	mitochondrial envelope	8
mitochondrial gene expression	mitochondrial membrane	8
mitochondrial gene expression	mitochondrial inner membrane	8
mitochondrial gene expression	mitochondrial matrix	9
mitochondrial gene expression	small ribosomal subunit	4
mitochondrial gene expression	organelle inner membrane	8
mitochondrial gene expression	organellar large ribosomal subunit	4
mitochondrial gene expression	mitochondrial large ribosomal subunit	4
mitochondrial gene expression	structural constituent of ribosome	5
membrane depolarization	regulation of muscle contraction	3
membrane depolarization	regulation of heart rate	2
membrane depolarization	cell part morphogenesis	3
membrane depolarization	cardiac muscle tissue development	3
membrane depolarization	regulation of animal organ morphogenesis	2
membrane depolarization	plasma membrane bounded cell projection morphogenesis	3
membrane depolarization	regulation of membrane potential	5
membrane depolarization	cell morphogenesis involved in neuron differentiation	3
membrane depolarization	cellular component morphogenesis	3
membrane depolarization	cell projection morphogenesis	3
membrane depolarization	tissue morphogenesis	3
