A	B	nOverlap
tissue homeostasis	membrane raft	3
tissue homeostasis	membrane microdomain	3
tissue homeostasis	receptor complex	2
tissue homeostasis	cell cortex	2
tissue homeostasis	ion channel complex	2
tissue homeostasis	neuronal cell body	2
tissue homeostasis	side of membrane	2
tissue homeostasis	ion channel activity	2
tissue homeostasis	channel activity	3
tissue homeostasis	passive transmembrane transporter activity	3
tissue homeostasis	cation channel activity	2
tissue homeostasis	voltage-gated cation channel activity	2
tissue homeostasis	ligand-gated ion channel activity	2
tissue homeostasis	ligand-gated channel activity	2
tissue homeostasis	ion transmembrane transporter activity	3
tissue homeostasis	transmembrane transporter binding	2
tissue homeostasis	ubiquitin protein ligase binding	3
tissue homeostasis	gated channel activity	2
tissue homeostasis	transmembrane transporter activity	3
tissue homeostasis	DNA-binding transcription activator activity, RNA polymerase II-specific	2
tissue homeostasis	inorganic molecular entity transmembrane transporter activity	2
negative regulation of myeloid leukocyte differentiation	anatomical structure homeostasis	4
negative regulation of myeloid leukocyte differentiation	transmembrane receptor protein tyrosine kinase signaling pathway	3
negative regulation of myeloid leukocyte differentiation	cell junction assembly	2
negative regulation of myeloid leukocyte differentiation	tissue remodeling	5
negative regulation of myeloid leukocyte differentiation	negative regulation of platelet activation	2
negative regulation of myeloid leukocyte differentiation	negative regulation of myeloid cell differentiation	6
negative regulation of myeloid leukocyte differentiation	negative regulation of cell differentiation	6
negative regulation of myeloid leukocyte differentiation	cell-cell junction organization	2
negative regulation of myeloid leukocyte differentiation	negative regulation of osteoclast differentiation	4
negative regulation of myeloid leukocyte differentiation	negative regulation of cell development	2
negative regulation of myeloid leukocyte differentiation	stress-activated MAPK cascade	2
negative regulation of myeloid leukocyte differentiation	bone remodeling	4
negative regulation of myeloid leukocyte differentiation	tumor necrosis factor-mediated signaling pathway	2
negative regulation of myeloid leukocyte differentiation	regulation of DNA-binding transcription factor activity	3
negative regulation of myeloid leukocyte differentiation	cell junction organization	2
negative regulation of myeloid leukocyte differentiation	bone resorption	4
negative regulation of myeloid leukocyte differentiation	stress-activated protein kinase signaling cascade	2
negative regulation of myeloid leukocyte differentiation	negative regulation of wound healing	2
negative regulation of myeloid leukocyte differentiation	negative regulation of immune system process	6
negative regulation of myeloid leukocyte differentiation	regulation of tissue remodeling	3
negative regulation of myeloid leukocyte differentiation	response to tumor necrosis factor	2
negative regulation of myeloid leukocyte differentiation	tissue morphogenesis	2
negative regulation of myeloid leukocyte differentiation	regulation of response to biotic stimulus	2
negative regulation of myeloid leukocyte differentiation	cell-cell junction assembly	2
negative regulation of myeloid leukocyte differentiation	regulation of platelet activation	2
negative regulation of myeloid leukocyte differentiation	cytokine-mediated signaling pathway	3
negative regulation of myeloid leukocyte differentiation	cellular response to tumor necrosis factor	2
negative regulation of myeloid leukocyte differentiation	negative regulation of response to wounding	2
negative regulation of myeloid leukocyte differentiation	JNK cascade	2
negative regulation of myeloid leukocyte differentiation	cell growth	2
negative regulation of myeloid leukocyte differentiation	I-kappaB kinase/NF-kappaB signaling	2
negative regulation of myeloid leukocyte differentiation	negative regulation of DNA-binding transcription factor activity	2
negative regulation of myeloid leukocyte differentiation	negative regulation of bone resorption	2
negative regulation of myeloid leukocyte differentiation	vasculogenesis	2
negative regulation of myeloid leukocyte differentiation	morphogenesis of an epithelium	2
negative regulation of myeloid leukocyte differentiation	wound healing	2
negative regulation of myeloid leukocyte differentiation	regulation of cell development	3
negative regulation of myeloid leukocyte differentiation	myeloid leukocyte differentiation	6
negative regulation of myeloid leukocyte differentiation	platelet activation	2
negative regulation of myeloid leukocyte differentiation	regulation of endothelial cell differentiation	2
negative regulation of myeloid leukocyte differentiation	regulation of coagulation	2
negative regulation of myeloid leukocyte differentiation	regulation of wound healing	2
negative regulation of myeloid leukocyte differentiation	multicellular organismal homeostasis	4
negative regulation of myeloid leukocyte differentiation	negative regulation of response to biotic stimulus	2
negative regulation of myeloid leukocyte differentiation	negative regulation of blood coagulation	2
negative regulation of myeloid leukocyte differentiation	regulation of granulocyte differentiation	2
negative regulation of myeloid leukocyte differentiation	negative regulation of bone remodeling	2
negative regulation of myeloid leukocyte differentiation	endothelial cell differentiation	2
negative regulation of myeloid leukocyte differentiation	regulation of response to wounding	2
negative regulation of myeloid leukocyte differentiation	response to wounding	2
negative regulation of myeloid leukocyte differentiation	negative regulation of cell activation	2
negative regulation of myeloid leukocyte differentiation	regulation of leukocyte differentiation	6
negative regulation of myeloid leukocyte differentiation	negative regulation of hemostasis	2
negative regulation of myeloid leukocyte differentiation	coagulation	2
negative regulation of myeloid leukocyte differentiation	regulation of transcription regulatory region DNA binding	2
negative regulation of myeloid leukocyte differentiation	negative regulation of coagulation	2
negative regulation of myeloid leukocyte differentiation	calcium ion transport	2
negative regulation of myeloid leukocyte differentiation	hemostasis	2
negative regulation of myeloid leukocyte differentiation	regulation of osteoclast differentiation	4
negative regulation of myeloid leukocyte differentiation	negative regulation of tissue remodeling	2
negative regulation of myeloid leukocyte differentiation	negative regulation of cell-cell adhesion	2
negative regulation of myeloid leukocyte differentiation	lateral plasma membrane	2
negative regulation of myeloid leukocyte differentiation	cell projection membrane	2
negative regulation of myeloid leukocyte differentiation	protein phosphatase binding	2
negative regulation of myeloid leukocyte differentiation	phosphatase binding	2
negative regulation of myeloid leukocyte differentiation	ubiquitin protein ligase binding	3
anatomical structure homeostasis	transmembrane receptor protein tyrosine kinase signaling pathway	6
anatomical structure homeostasis	cell junction assembly	5
anatomical structure homeostasis	regulation of morphogenesis of an epithelium	4
anatomical structure homeostasis	tissue remodeling	6
anatomical structure homeostasis	maintenance of blood-brain barrier	4
anatomical structure homeostasis	hair follicle development	3
anatomical structure homeostasis	cerebellum development	2
anatomical structure homeostasis	molting cycle process	3
anatomical structure homeostasis	hair cycle process	3
anatomical structure homeostasis	negative regulation of vascular permeability	2
anatomical structure homeostasis	regulation of morphogenesis of a branching structure	3
anatomical structure homeostasis	negative regulation of myeloid cell differentiation	5
anatomical structure homeostasis	skin epidermis development	3
