Gene1	Gene2	Annotation	Direction	Score	weight	Scaled_weight
RPL29	RPL31	catalyze; catalyzed by; complex; input	<->	1	19842.3503721071	0.896992093712517
RPL8	RPS8	catalyze; catalyzed by; complex; input	<->	1	19839.7997203249	0.896980440823657
RNF20	RNF40	complex	-	1	19834.5619353526	0.89695650682034
RPLP2	RPS13	catalyze; catalyzed by; complex; input	<->	1	19793.2527109265	0.896767522965869
RPL35	RPL4	catalyze; catalyzed by; complex; input	<->	1	19769.0343485652	0.896656543900169
EFTUD2	SF3B5	complex; input	-	1	19749.1170858911	0.896565172413001
RPL10A	RPL23A	catalyze; catalyzed by; complex; input	<->	1	19747.9971609036	0.896560031962335
RPS13	RPS14	catalyze; catalyzed by; complex; input; reaction	<->	1	19737.176988438	0.896510352399771
RPL11	RPL18A	catalyze; catalyzed by; complex; input	<->	1	19716.0992272452	0.896413498062244
PPP2CA	RPL23A	complex; input	-	1	19702.7104651295	0.896351921624215
RPL34	RPS4X	catalyze; catalyzed by; complex; input	<->	1	19697.883898017	0.896329713432127
RPL12	RPL35	catalyze; catalyzed by; complex; input	<->	1	19694.895787269	0.896315961690937
NUP43	NUP50	catalyze; catalyzed by; complex; input	<->	1	19686.2589434102	0.896276201885014
RPL31	RPL35	catalyze; catalyzed by; complex; input	<->	1	19644.3454262358	0.896083004484998
RPL17	RPL4	catalyze; catalyzed by; complex; input	<->	1	19641.3276681372	0.896069078438099
EIF4G1	RPL23A	complex; input	-	1	19619.6107925842	0.895968798435283
CWC15	HNRNPU	complex; input	-	1	19606.8470707639	0.895909808777136
CDC40	SRSF4	complex; input	-	1	19576.2599558867	0.895768288927358
RPL28	RPS17	catalyze; catalyzed by; complex; input	<->	1	19572.6573055568	0.895751605703212
RPL12	RPL17	catalyze; catalyzed by; complex; input	<->	1	19567.6680371412	0.895728496228867
RBM8A	RPL15	complex; input	-	1	19543.4873862289	0.895616411867017
RPL32	RPS4Y1	catalyze; catalyzed by; complex; input	<->	1	19540.903987046	0.895604428860597
CPSF1	EFTUD2	complex; input	-	1	19532.6034256781	0.895565916272832
RPL17	RPL31	catalyze; catalyzed by; complex; input	<->	1	19517.4442281635	0.895495539022929
CPSF6	SRSF2	predicted	-	0.92	19480.2617938127	0.895322686183807
RBM8A	RPS13	complex; input	-	1	19372.3568250174	0.894819185700229
HNRNPU	SRSF6	complex; input	-	1	19288.5820502504	0.894426342555476
RPL29	RPL32	catalyze; catalyzed by; complex; input	<->	1	19278.0744994168	0.894376949357329
RPL10A	RPL28	catalyze; catalyzed by; complex; input	<->	1	19276.1881108692	0.89436807909677
PPP2CA	RPL28	complex; input	-	1	19231.9833816731	0.894159968758649
EFTUD2	HNRNPK	complex; input	-	1	19227.7498140506	0.894140012557963
RPL24	RPS4X	catalyze; catalyzed by; complex; input	<->	1	19205.7920522968	0.894036437464518
NUP43	SRSF6	activate; input	->	1	19181.3294766964	0.8939209075854
RPL15	RPS8	catalyze; catalyzed by; complex; input	<->	1	19164.1860002483	0.893839855914819
EIF4G1	RPL28	complex; input	-	1	19150.8690840113	0.893776845569717
RPL6	RPL8	catalyze; catalyzed by; complex; input; predicted	<->	1	19143.7092451767	0.893742949949356
RPL32	RPL35	catalyze; catalyzed by; complex; input	<->	1	19085.700409343	0.89346786012981
KPNB1	NUP50	activated by; catalyzed by; complex; input	<-	1	19080.638969601	0.893443818096612
RPL8	RPS6	catalyze; catalyzed by; complex; input	<->	1	19060.686705979	0.893348981915543
RPS13	RPS8	catalyze; catalyzed by; complex; input; reaction	<->	1	18996.376753077	0.893042629748031
RPL17	RPL32	catalyze; catalyzed by; complex; input	<->	1	18962.4080218675	0.89288039466774
RPL18A	RPL26	catalyze; catalyzed by; complex; input	<->	1	18949.6675972794	0.892819471288705
RPL15	RPS27L	predicted	-	0.64	18942.1508313156	0.892783507684149
RPL23A	SRP54	complex; input	-	1	18916.2929678767	0.892659682901595
CDC40	PTBP1	complex; input	-	1	18869.5840284715	0.892435579552036
RPS13	RPS27L	reaction	-	1	18776.285812537	0.891986281517361
RPL8	RPS17	catalyze; catalyzed by; complex; input	<->	1	18775.8573458583	0.891984212996277
EIF2S3	RPS4Y1	catalyzed by; complex; input	<-	1	18757.4637441083	0.891895369130633
RPL23A	RPS9	catalyze; catalyzed by; complex; input	<->	1	18723.1169958676	0.891729235688311
DHX15	EFTUD2	complex; input	-	1	18642.802661512	0.89133956684322
CHERP	EFTUD2	complex; input	-	1	18634.4086652126	0.891298744024169
RPL18A	RPS27	catalyze; catalyzed by; complex; input	<->	1	18591.8754521606	0.891091607673874
CSTF3	EFTUD2	complex; input	-	1	18586.9607643025	0.891067642654836
HNRNPU	SRSF2	complex; input	-	1	18572.6914748693	0.89099802676889
EIF2S3	RPL29	catalyzed by	<-	1	18505.1717013064	0.890667889627364
ANAPC1	MAD1L1	PPrel: inhibited by, phosphorylated by	|-	1	18496.1491965978	0.890623682985536
RPL15	RPL6	catalyze; catalyzed by; complex; input	<->	1	18491.7998105291	0.890602365040518
RPL10A	RPL8	catalyze; catalyzed by; complex; input	<->	1	18491.4573678688	0.890600686389834
NUP43	SRSF2	activate; input	->	1	18469.419551961	0.890492591798813
RPL28	SRP54	complex; input	-	1	18464.3545691303	0.890467730036029
PPP2CA	RPL8	complex; input	-	1	18449.0522066053	0.890392576051713
RPL15	RPS6	catalyze; catalyzed by; complex; input	<->	1	18411.604475605	0.890208397006705
ALYREF	EFTUD2	complex; input	-	1	18382.6894415908	0.890065927818189
RPL18A	RPL21	catalyze; catalyzed by; complex; input	<->	1	18374.4144084392	0.890025114106594
EIF4G1	RPL8	complex; input	-	1	18371.2400599033	0.890009452862782
RPL6	RPS13	catalyze; catalyzed by; complex; input	<->	1	18329.8782446976	0.889805138873729
EIF2S3	RPL35	catalyzed by	<-	1	18320.5103354731	0.889758800399845
RPS4Y1	RPS7	catalyze; catalyzed by; complex; input	<->	1	18295.4392563032	0.889634669351973
RPL28	RPS9	catalyze; catalyzed by; complex; input	<->	1	18275.7938586639	0.889537282822746
CSTF1	EFTUD2	complex; input	-	1	18274.3742816422	0.889530241614175
RPL23A	RPN1	complex; input	-	1	18260.649591642	0.889462137900311
RPS13	RPS6	catalyze; catalyzed by; complex; input; reaction	<->	1	18250.385132074	0.889411170839917
RPL11	RPL27A	catalyze; catalyzed by; complex; input	<->	1	18217.7033486066	0.889248701845817
NUP43	RAE1	catalyze; catalyzed by; complex; input	<->	1	18206.4216283529	0.889192550025466
EIF2S3	RPL17	catalyzed by	<-	1	18202.1610262738	0.889171334937776
RPL23A	RPS23	catalyze; catalyzed by; complex; input	<->	1	18194.4569918863	0.889132961137111
RPL18A	RPL4	catalyze; catalyzed by; complex; input	<->	1	18167.7130572463	0.88899962335899
HNRNPH1	SRRT	complex; input	-	1	18145.4919401607	0.888888685702463
RPL15	RPS17	catalyze; catalyzed by; complex; input	<->	1	18136.4745391827	0.888843628087438
EFTUD2	SFPQ	predicted	-	0.64	18109.9341094889	0.888710882323254
RPL12	RPL18A	catalyze; catalyzed by; complex; input	<->	1	18099.5798300812	0.888659041149758
MAD1L1	RANBP2	complex; input	-	1	18089.1597682135	0.888606840671867
RPL11	RPL34	catalyze; catalyzed by; complex; input	<->	1	18079.6026923477	0.888558936976018
RPL7A	RPS4Y1	catalyze; catalyzed by; complex; input	<->	1	18069.3288663922	0.888507412405864
RPL18A	RPL31	catalyze; catalyzed by; complex; input	<->	1	18053.1241237478	0.888426083943819
RPL29	RPS7	catalyze; catalyzed by; complex; input	<->	1	18049.3615452172	0.888407189848704
RPS13	RPS17	catalyze; catalyzed by; complex; input	<->	1	17977.6643429802	0.888046401920651
CSNK2A1	RPS3	predicted	-	0.64	17889.6339616352	0.88760145068477
BANF1	NUP43	complex; input	-	1	17887.8823401592	0.887592574880832
RPL35	RPS7	catalyze; catalyzed by; complex; input	<->	1	17869.2486660093	0.887498100621186
RPL10A	RPL15	catalyze; catalyzed by; complex; input	<->	1	17861.7593629467	0.887460101480996
CSNK2A1	HTATSF1	predicted	-	0.97	17838.6460335292	0.887342728793482
AP1G1	DNM2	catalyzed by; complex; input	<-	1	17830.4184882937	0.887300911473697
RPL29	RPL7A	catalyze; catalyzed by; complex; input	<->	1	17826.2923901419	0.887279932902596
RPL28	RPN1	complex; input	-	1	17824.3754891775	0.887270185034746
PPP2CA	RPL15	complex; input	-	1	17820.7982439192	0.887251991142876
EFTUD2	POLR2E	complex; input	-	1	17812.7582871492	0.887211086540333
MIS12	NUP43	complex; input	-	1	17768.541225993	0.886985794463138
RPL28	RPS23	catalyze; catalyzed by; complex; input	<->	1	17759.7643291676	0.886941008271545
EIF4A3	RPL23A	complex; input	-	1	17757.1193157721	0.886927507125006
RPL17	RPS7	catalyze; catalyzed by; complex; input	<->	1	17753.8144779431	0.886910635159116
EIF4G1	RPL15	complex; input	-	1	17745.6358696263	0.886868867953944
RPL8	SRP54	complex; input	-	1	17712.6734485312	0.886700337329094
CSNK2A1	DDX17	predicted	-	0.73	17706.1130187403	0.88666675767278
RPL10A	RPS13	catalyze; catalyzed by; complex; input	<->	1	17705.3546822672	0.886662875314208
CSNK2A1	PAF1	predicted	-	0.64	17704.7229996665	0.886659641242374
CSNK2A1	PIN1	predicted	-	0.64	17696.8831425923	0.886619493344268
PPP2CA	RPS13	complex; input	-	1	17664.7522351159	0.886454764976088
EFTUD2	HNRNPH2	complex; input	-	1	17651.6179563419	0.886387342015874
RPL35	RPL7A	catalyze; catalyzed by; complex; input	<->	1	17648.4054970268	0.886370843675077
KPNB1	RAE1	activated by; catalyzed by; complex; input	<-	1	17646.3267610946	0.886360166237063
RPL11	RPL24	catalyze; catalyzed by; complex; input	<->	1	17627.9386910352	0.886265661008409
RPL23A	RPS11	catalyze; catalyzed by; complex; input	<->	1	17596.284639199	0.886102744299961
EIF4G1	RPS13	complex; input	-	1	17590.2480125151	0.886071641787156
COPS2	RAD23B	input	-	1	17587.2983139039	0.8860564401722
CSNK2A1	CSNK2A2	complex	-	1	17584.5575643652	0.886042313115358
RPL36AL	RPL5	predicted	-	0.65	17563.7623668867	0.885935053519637
EP300	HNRNPU	predicted	-	0.64	17554.1213949851	0.88588528323575
RPL18A	RPL32	catalyze; catalyzed by; complex; input	<->	1	17539.7301871084	0.885810939588631
RPL17	RPL7A	catalyze; catalyzed by; complex; input	<->	1	17534.3979415168	0.885783378213007
RPL8	RPS9	catalyze; catalyzed by; complex; input	<->	1	17531.7890164647	0.88576989011581
EFTUD2	HNRNPD	complex; input	-	1	17522.8019310166	0.885723411669315
DYNLL1	MAD1L1	complex; input	-	1	17519.3154862237	0.885705374429458
RPL26	RPL27A	catalyze; catalyzed by; complex; input	<->	1	17509.5194471778	0.885654675072278
RPL23A	RPL27	catalyze; catalyzed by; complex; input	<->	1	17469.3483860332	0.885446472843902
CUL4A	USP7	complex; input	-	1	17432.5638574378	0.885255402290998
RPL26	RPL34	catalyze; catalyzed by; complex; input	<->	1	17376.787231697	0.884964910202478
EIF3H	RPS4Y1	complex; input	-	1	17374.7462495768	0.884954262820027
DDX3X	EIF3B	predicted	-	0.64	17354.9955410318	0.884851162788134
RPL3	RPS4Y1	catalyze; catalyzed by; complex; input	<->	1	17339.7287197027	0.884771388518325
EIF4A3	RPL28	complex; input	-	1	17332.8753011786	0.88473555425944
DDX46	HNRNPU	complex; input	-	1	17296.6422162021	0.884545867657223
RPL23A	RPS12	catalyze; catalyzed by; complex; input	<->	1	17278.1052783811	0.884448669810326
DCP1A	RPL23A	input	-	1	17274.3062970273	0.88442873709674
CLP1	HNRNPU	complex; input	-	1	17273.9257735145	0.884426740302588
EIF3B	RPS4Y1	complex; input	-	1	17234.5827481229	0.88422005034363
EFTUD2	POLR2J	complex; input	-	1	17230.8860286809	0.884200605254852
CDK9	CSNK2A1	predicted	-	0.98	17195.0831031029	0.884012062380233
EIF3D	RPS4Y1	complex; input	-	1	17180.500227515	0.883935154516689
RPL27A	RPS27	catalyze; catalyzed by; complex; input	<->	1	17178.9190030885	0.883926811457447
RPL28	RPS11	catalyze; catalyzed by; complex; input	<->	1	17175.8832044554	0.883910791434396
CWC15	SRRT	complex; input	-	1	17166.2657303027	0.883860020962653
MAD1L1	PDS5A	complex; input	-	1	17157.3947512735	0.883813166000462
MAD1L1	ZW10	complex; input	-	1	17138.100171	0.883711171692944
RPL11	RPS4X	catalyze; catalyzed by; complex; input	<->	1	17128.3897765664	0.883659797514539
RPL15	SRP54	complex; input	-	1	17109.4957264898	0.883559752420256
RPL29	RPL3	catalyze; catalyzed by; complex; input	<->	1	17106.5055270577	0.883543909015056
RPL23A	RPS3	catalyze; catalyzed by; complex; input	<->	1	17106.0194299318	0.883541333194807
RPL8	RPN1	complex; input	-	1	17098.7478214722	0.88350279232781
DNAJC8	EFTUD2	complex; input	-	1	17088.5863122729	0.883448906989014
CDC40	HNRNPH1	complex; input	-	1	17085.2148015456	0.883431021167745
NUP43	SUMO1	catalyze; complex	->	1	17075.3166764283	0.883378491342093
HNRNPU	PRPF3	complex; input	-	1	17070.9862591408	0.883355500033632
RPL27	RPL28	catalyze; catalyzed by; complex; input	<->	1	17051.9796473414	0.883254519978337
RPL34	RPS27	catalyze; catalyzed by; complex; input	<->	1	17048.6929288821	0.883237046587648
RPL8	RPS23	catalyze; catalyzed by; complex; input	<->	1	17036.7669721497	0.883173615564609
HNRNPM	HNRNPU	complex; input	-	1	17004.9752976307	0.883004306824741
RPL21	RPL27A	catalyze; catalyzed by; complex; input	<->	1	16977.9846935818	0.882860317890167
HNRNPU	HSPA8	complex; input	-	1	16961.6069430179	0.882772834561236
RPS13	SRP54	complex; input	-	1	16959.678165895	0.882762526253468
RPL24	RPL26	catalyze; catalyzed by; complex; input	<->	1	16942.6809416099	0.88267163423487
RPL3	RPL35	catalyze; catalyzed by; complex; input	<->	1	16935.8013192692	0.882634819787537
RPL15	RPS9	catalyze; catalyzed by; complex; input	<->	1	16934.7710342278	0.882629305206972
CPSF6	HNRNPA2B1	predicted	-	0.92	16926.3021916021	0.88258396317492
EFTUD2	POLR2B	complex; input	-	1	16893.9207110568	0.882410383849719
SRRT	SRSF6	complex; input	-	1	16887.6170574652	0.882376554740992
EFTUD2	SNRPD1	complex; input	-	1	16881.9442976137	0.882346100582034
RPS4Y1	RPS5	catalyze; catalyzed by; complex; input	<->	1	16879.824122605	0.882334715814901
RPL28	RPS12	catalyze; catalyzed by; complex; input	<->	1	16865.3056222253	0.88225671694476
DCP1A	RPL28	input	-	1	16861.5974041913	0.882236784231174
RPL21	RPL34	catalyze; catalyzed by; complex; input	<->	1	16849.281816865	0.882170553020367
EFTUD2	SMU1	predicted	-	0.64	16839.1884666952	0.882116236531388
EIF2S3	RPL18A	catalyzed by	<-	1	16836.5216514153	0.882101879858667
RPL17	RPL3	catalyze; catalyzed by; complex; input	<->	1	16826.3971405553	0.882047354325468
PTBP1	SRSF4	complex; input	-	1	16822.7588144842	0.882027752113907
COPS2	PSMC4	predicted	-	0.66	16790.1160720816	0.881851692906529
RPL27A	RPL4	catalyze; catalyzed by; complex; input	<->	1	16786.9923550676	0.881834827142563
RPS13	RPS9	catalyze; catalyzed by; complex; input; reaction	<->	1	16786.4834326446	0.881832079040184
RPL12	RPL27A	catalyze; catalyzed by; complex; input	<->	1	16724.0371575729	0.881494244933331
EEF2	RPL23A	input	-	1	16722.2613726591	0.881484619508038
DYNC1H1	MAD1L1	complex; input	-	1	16706.3005181115	0.881398059735543
HNRNPU	PRCC	complex; input	-	1	16703.8573430458	0.881384802478174
RPL28	RPS3	catalyze; catalyzed by; complex; input	<->	1	16697.331160871	0.881349380329242
CSNK2A1	RPL5	predicted	-	0.64	16688.8469497765	0.881303309885435
RPL27A	RPL31	catalyze; catalyzed by; complex; input	<->	1	16681.1120197412	0.881261287727392
RPL23A	RPS19	catalyze; catalyzed by; complex; input	<->	1	16673.7162732695	0.881221090051913
NCBP1	RPL23A	complex; input	-	1	16667.5216536409	0.881187407068181
EFTUD2	SRSF9	complex; input	-	1	16667.0138167037	0.881184645171009
EIF3C	RPS13	complex; input	-	1	16662.2058754125	0.881158492765606
RPL34	RPL4	catalyze; catalyzed by; complex; input	<->	1	16659.7373099894	0.881145062272764
RPL29	RPS5	catalyze; catalyzed by; complex; input	<->	1	16652.7867486762	0.881107236311632
CSNK2A1	SUPT16H	complex; input	-	1	16649.6994287861	0.881090429605659
EIF4A3	RPL8	complex; input	-	1	16627.2565328207	0.880968161552505
RPL24	RPS27	catalyze; catalyzed by; complex; input	<->	1	16622.7830791781	0.880943770620039
RPL12	RPL34	catalyze; catalyzed by; complex; input	<->	1	16597.2593490553	0.880804480063532
RPL23A	RPS2	catalyze; catalyzed by; complex; input	<->	1	16592.1979904921	0.880776833281792
RPL31	RPL34	catalyze; catalyzed by; complex; input	<->	1	16554.6596084261	0.880571522857593
KPNB1	SUMO1	predicted	-	0.58	16550.0186567239	0.880546107553691
RPL15	RPN1	complex; input	-	1	16516.4763879314	0.880362207418972
DDX5	HNRNPU	complex; input	-	1	16516.2194649402	0.880360797362268
GORASP2	RAB2A	complex	-	1	16489.8618047672	0.880216023350559
RPL35	RPS5	catalyze; catalyzed by; complex; input	<->	1	16486.6101578519	0.880198147084113
CSNK2A1	LEO1	predicted	-	0.99	16478.6929685475	0.880154606766678
RPL8	RPS11	catalyze; catalyzed by; complex; input	<->	1	16476.6555609401	0.88014339872746
RPL26	RPS4X	catalyze; catalyzed by; complex; input	<->	1	16462.5511873082	0.880065770740999
RPL15	RPS23	catalyze; catalyzed by; complex; input	<->	1	16456.6062006505	0.880033030655772
RPL21	RPL24	catalyze; catalyzed by; complex; input	<->	1	16428.3536485781	0.879877277052758
RPL18A	RPS7	catalyze; catalyzed by; complex; input	<->	1	16421.8128507729	0.879841180080006
HNRNPU	SNW1	complex; input	-	1	16415.911794078	0.879808601334139
PPP2R1A	RPL23A	complex; input	-	1	16415.5164029018	0.879806418027051
NUP50	PHAX	activate	->	1	16391.3557737844	0.879672905776209
RPL17	RPS5	catalyze; catalyzed by; complex; input	<->	1	16380.1077249234	0.879610681622044
EFTUD2	LSM3	complex	-	1	16372.9753381965	0.879571203150479
RPN1	RPS13	complex; input	-	1	16371.8515409097	0.879564981252184
RPL27	RPL8	catalyze; catalyzed by; complex; input	<->	1	16357.7960991564	0.879487127271401
EFTUD2	PRPF8	complex; predicted	-	1	16355.8139368861	0.879476142567358
EEF2	RPL28	input	-	1	16322.7416548681	0.879292666642472
CDC40	NUP50	activated by; input	<-	1	16319.4138842968	0.879274184505889
RPS13	RPS23	catalyze; catalyzed by; complex; input; reaction	<->	1	16312.5056008395	0.879235804488984
EFTUD2	SF3A3	complex; input	-	1	16282.7109127496	0.879070089145627
RPL28	RPS19	catalyze; catalyzed by; complex; input	<->	1	16275.3563701696	0.879029137186348
NCBP1	RPL28	complex; input	-	1	16269.3097492255	0.878995454202616
SRRT	SRSF2	complex; input	-	1	16260.837657062	0.878948238954406
CSNK2A1	HSP90AA1	predicted	-	0.73	16250.9153858303	0.878892910524312
RPL24	RPL4	catalyze; catalyzed by; complex; input	<->	1	16243.5443359353	0.878851786305155
HNRNPU	SYF2	complex; input	-	1	16229.5333161205	0.878773565199556
RPL18A	RPL7A	catalyze; catalyzed by; complex; input	<->	1	16218.8583081289	0.878713923133898
DDX3X	DDX5	predicted	-	0.99	16209.0119672085	0.878658876079822
RPL27A	RPL32	catalyze; catalyzed by; complex; input	<->	1	16206.7353019701	0.878646143372204
RPL28	RPS2	catalyze; catalyzed by; complex; input	<->	1	16195.7856805199	0.878584880416226
NUP43	POLDIP3	activate; catalyze; complex; input	->	1	16189.1030036721	0.878547470590497
RPL12	RPL24	catalyze; catalyzed by; complex; input	<->	1	16182.6271972333	0.878511204095923
RPL8	RPS12	catalyze; catalyzed by; complex; input	<->	1	16178.7215457608	0.878489324237825
DCP1A	RPL8	input	-	1	16175.1642887299	0.878469391524238
CDC40	CWC15	complex; input	-	1	16163.2067242832	0.878402356427935
RPS27	RPS4X	catalyze; catalyzed by; complex; input	<->	1	16151.7187427179	0.878337907126168
RPL24	RPL31	catalyze; catalyzed by; complex; input	<->	1	16141.0916818327	0.878278246889984
HNRNPA2B1	HNRNPU	complex; input	-	1	16137.7188737206	0.878259303760003
RPL13A	RPS4Y1	catalyze; catalyzed by; complex; input	<->	1	16127.9538334785	0.878204436793004
HNRNPU	RBM8A	complex; input	-	1	16122.636384295	0.878174545595644
RPL10	RPS4Y1	catalyze; catalyzed by; complex; input	<->	1	16117.7002618439	0.878146789141345
DDX23	EFTUD2	complex	-	1	16109.8005312124	0.87810235024233
EP300	RFC3	complex; input	-	1	16102.4394851367	0.878060922025154
RPL32	RPL34	catalyze; catalyzed by; complex; input	<->	1	16083.8789386741	0.877956378502405
EIF4A3	RPL15	complex; input	-	1	16061.0410064967	0.877827576643667
