source	target	Annotation	Direction	Score
ARF6	CYTH3	PPrel: activated by; activated by	<-	1
ARF6	CYTH4	PPrel: activated by	<-	1
ARF6	DCTN1	predicted	-	0.64
ARF6	DYNC1H1	predicted	-	0.64
ARF6	E2F1	expression regulated by	<-	1
ARF6	EFNA1	activated by	<-	1
ARF6	EGF	activated by	<-	1
ARF6	EGFR	activated by	<-	1
ARF6	EIF4G1	predicted	-	0.64
ARF6	EPHA2	activated by	<-	1
ARF6	EPS15	activate	->	1
ARF6	EXOC1	activate	->	1
ARF6	EXOC2	activate	->	1
ARF6	EXOC3	activate	->	1
ARF6	EXOC4	activate	->	1
ARF6	EXOC5	activate	->	1
ARF6	EXOC6	activate	->	1
ARF6	EXOC7	activate	->	1
ARF6	EZR	predicted	-	0.64
ARF6	FANCI	predicted	-	0.64
ARF6	FBXO8	activated by	<-	1
ARF6	FCGR2A	PPrel: activated, indirect effect	<-	1
ARF6	FCHO1	activate	->	1
ARF6	FCHO2	activate	->	1
ARF6	GAB1	complex; input	-	1
ARF6	GDI2	predicted	-	0.64
ARF6	GGA1	predicted	-	0.64
ARF6	GGA3	complex; input	-	1
ARF6	GIT1	activated by; inhibited by	-	1
ARF6	GNA11	activated by	<-	1
ARF6	GNA14	activated by	<-	1
ARF6	GNA15	activated by	<-	1
ARF6	GNAQ	activated by	<-	1
ARF6	GRB2	complex; input	-	1
ARF6	GULP1	complex; input; reaction	-	1
ARF6	HGF	activated by; complex; input	<-	1
ARF6	HTT	catalyze	->	1
ARF6	IPCEF1	activated by	<-	1
ARF6	IQSEC1	activated by	<-	1
ARF6	ITGA2B	activated by; inhibited by	-	1
ARF6	ITGB3	activated by; inhibited by	-	1
ARF6	ITSN1	activate	->	1
ARF6	KALRN	activate; reaction	->	1
ARF6	KIF13B	inhibited by	|-	1
ARF6	KIF5B	predicted	-	0.64
ARF6	KLC1	inhibit	-|	1
ARF6	LHCGR	activated by	<-	1
ARF6	MAPK1	activate	->	1
ARF6	MAPK3	activate	->	1
ARF6	MAPK8IP3	complex; input	-	1
ARF6	MET	activated by; complex; input	<-	1
ARF6	MICALL1	predicted	-	0.64
ARF6	NCAPG	predicted	-	0.64
ARF6	NCK1	activated by	<-	1
ARF6	NECAP1	activate	->	1
ARF6	NME1	activate; complex; input	->	1
ARF6	NPM1	predicted	-	0.54
ARF6	NUDC	predicted	-	0.64
ARF6	PICK1	predicted	-	0.97
ARF6	PIK3CA	activated by	<-	1
ARF6	PIK3R1	activated by	<-	1
ARF6	PIP5K1A	PPrel: activation; activate	->	1
ARF6	PIP5K1B	PPrel: activation	->	1
ARF6	PIP5K1C	PPrel: activation; activate	->	1
ARF6	PLD1	PPrel: activation; activate	->	1
ARF6	PLD2	PPrel: activation; activate	->	1
ARF6	PLS1	predicted	-	0.64
ARF6	PXN	inhibited by	|-	1
ARF6	RAB11A	complex; input	-	1
ARF6	RAB11FIP3	complex; input	-	1
ARF6	RAB11FIP4	predicted	-	0.64
ARF6	RAB3GAP2	predicted	-	0.64
ARF6	RAB4A	activated by	<-	1
ARF6	RAB8A	predicted	-	0.64
ARF6	RABGAP1	predicted	-	0.64
ARF6	RAC1	PPrel: activated, indirect effect; PPrel: activation; activate; inhibit	<-	1
ARF6	RAC2	PPrel: activated, indirect effect	<-	1
ARF6	RALA	reaction	-	1
ARF6	RALBP1	PPrel: activated by	<-	1
ARF6	RCC2	predicted	-	0.64
ARF6	REPS1	activate	->	1
ARF6	RHOA	activate	->	1
ARF6	RUVBL1	predicted	-	0.64
ARF6	SCAMP2	reaction	-	1
ARF6	SEC13	predicted	-	0.64
ARF6	SEC63	predicted	-	0.56
ARF6	SGIP1	activate	->	1
ARF6	SLC2A4	activate	->	1
ARF6	SMC2	predicted	-	0.64
ARF6	SNAP91	predicted	-	0.64
ARF6	SPAG9	complex; input; reaction	-	1
ARF6	SRC	activated by	<-	1
ARF6	STM7	PPrel: activation	->	1
ARF6	SYK	PPrel: activated, indirect effect	<-	1
ARF6	TBC1D10A	complex; input	-	1
ARF6	TBC1D22B	predicted	-	0.64
ARF6	TIAM1	complex; input	-	1
ARF6	TRIM23	predicted	-	0.98
ARF6	TSHR	activate; activated by	<->	1
ARF6	USP6	activated by	<-	1
ARF6	VAMP3	activate	->	1
ARF6	VAV2	activated by; inhibite	<-|	1
ARG1	MCM2	predicted	-	0.64
ARHGAP1	CDC42	activate; catalyze	->	1
ARHGAP10	CDC42	catalyze	->	1
ARHGAP11A	CDC42	catalyze	->	1
ARHGAP11B	CDC42	catalyze	->	1
ARHGAP12	CDC42	catalyze	->	1
ARHGAP15	CDC42	catalyze	->	1
ARHGAP17	CDC42	PPrel: inhibition; activate; catalyze	-	1
ARHGAP18	CDC42	catalyze	->	1
ARHGAP19	CDC42	catalyze	->	1
ARHGAP20	CDC42	catalyze	->	1
ARHGAP21	CDC42	catalyze	->	1
ARHGAP22	CDC42	catalyze	->	1
ARHGAP23	CDC42	catalyze	->	1
ARHGAP24	CDC42	catalyze	->	1
ARHGAP25	CDC42	catalyze	->	1
ARHGAP25	ITGB2	predicted	-	0.98
ARHGAP26	CDC42	catalyze	->	1
ARHGAP28	CDC42	catalyze	->	1
ARHGAP29	CDC42	catalyze	->	1
ARHGAP30	CDC42	catalyze	->	1
ARHGAP31	CDC42	catalyze	->	1
ARHGAP32	CDC42	catalyze	->	1
ARHGAP33	CDC42	catalyze	->	1
ARHGAP35	CDC42	catalyze	->	1
ARHGAP36	CDC42	catalyze	->	1
ARHGAP39	CDC42	catalyze	->	1
ARHGAP4	CDC42	catalyze	->	1
ARHGAP40	CDC42	catalyze	->	1
ARHGAP44	CDC42	catalyze	->	1
ARHGAP45	CDC42	catalyze	->	1
ARHGAP5	CDC42	catalyze	->	1
ARHGAP6	CDC42	catalyze	->	1
ARHGAP8	CDC42	catalyze	->	1
ARHGAP9	CDC42	catalyze	->	1
ARHGDIA	CDC42	complex; inhibit; input	-|	1
ARHGDIB	CDC42	complex; input	-	1
ARHGDIB	ITGB2	predicted	-	0.59
ARHGDIG	CDC42	complex; input	-	1
ARHGEF1	CDC42	PPrel: activation; catalyze	->	1
ARHGEF1	GNAQ	activated by; catalyze; catalyzed by	<->	1
ARHGEF11	CDC42	catalyze	->	1
ARHGEF11	CRK	predicted	-	0.98
ARHGEF12	CDC42	catalyze	->	1
ARHGEF16	CDC42	catalyze	->	1
ARHGEF17	CDC42	catalyze	->	1
ARHGEF18	CDC42	catalyze	->	1
ARHGEF19	CDC42	catalyze	->	1
ARHGEF2	CDC42	catalyze	->	1
ARHGEF25	CDC42	activate	->	1
ARHGEF25	GNAQ	complex; input	-	1
ARHGEF26	CDC42	catalyze	->	1
ARHGEF3	CDC42	catalyze	->	1
ARHGEF4	CDC42	catalyze	->	1
ARHGEF5	CDC42	catalyze	->	1
ARHGEF6	CDC42	activate; activated by; catalyze; complex; input	<->	1
ARHGEF6	GNG2	complex; input	-	1
ARHGEF7	CDC42	PPrel: activation; activate; catalyze; complex; input	->	1
ARHGEF9	CDC42	activate; catalyze	->	1
ARID2	BRD7	complex	-	1
ARL1	ATP6V0D1	predicted	-	0.66
ARMC8	GID4	predicted	-	0.99
ARMC8	MAEA	predicted	-	0.99
ARMC8	RMND5A	predicted	-	0.99
ARMC8	RMND5B	predicted	-	0.99
ARMC8	UBE2H	predicted	-	0.64
ARMC8	WDR26	predicted	-	0.73
ARNT	HK1	GErel: expression	->	1
ARNTL	KMT2A	predicted	-	0.54
ARNTL	RCOR1	predicted	-	0.64
ARPC1A	CDC42	PPrel: activated, indirect effect; complex; input	<-	1
ARPC1B	CDC42	PPrel: activated, indirect effect; complex; input	<-	1
ARPC2	CDC42	PPrel: activated, indirect effect; complex; input	<-	1
ARPC3	CDC42	PPrel: activated, indirect effect; complex; input	<-	1
ARPC3	EFHD2	predicted	-	0.78
ARPC4	CDC42	PPrel: activated, indirect effect; complex; input	<-	1
ARPC4	EFHD2	predicted	-	0.78
ARPC5	CDC42	PPrel: activated, indirect effect; complex; input	<-	1
ARPC5L	CDC42	PPrel: activated, indirect effect	<-	1
ARPC5L	IQGAP1	predicted	-	0.64
ARR3	CSNK2B	complex; input	-	1
ARR3	GNAQ	inhibited by	|-	1
ARR3	MAP2K1	predicted	-	0.56
ARRB1	CSNK2B	complex; input	-	1
ARRB1	GNAQ	predicted	-	0.64
ARRB1	MAP2K1	predicted	-	0.56
ARRB1	NOLC1	predicted	-	0.64
ARRB1	S100A9	predicted	-	0.64
ARRB2	CSNK2B	complex; input	-	1
ARRB2	GNAQ	inhibited by	|-	1
ARRB2	MAP2K1	predicted	-	0.78
ASF1A	MCM2	predicted	-	0.99
ASF1B	MCM2	predicted	-	0.78
ASH2L	CHD8	predicted	-	0.64
ASH2L	KMT2A	complex	-	1
ASNA1	STX5	catalyze; catalyzed by; complex; input	<->	1
ASXL1	FOXK2	complex	-	1
ASXL2	FOXK2	complex	-	1
ATAD2	MTF2	predicted	-	0.92
ATF1	CSNK2B	predicted	-	0.64
ATF3	CRK	predicted	-	0.64
ATF3	KMT2A	expression regulates	->	1
ATG14	RALB	predicted	-	0.64
ATIC	CRK	predicted	-	0.64
ATN1	NOC2L	predicted	-	0.64
ATP1A2	ATP6V0D1	predicted	-	0.64
ATP5B	TRAP1	predicted	-	0.66
ATP5F1A	TRAP1	predicted	-	0.66
ATP5F1B	ATP6V0D1	predicted	-	0.64
ATP5F1B	TRAP1	predicted	-	0.66
ATP5F1C	TRAP1	predicted	-	0.66
ATP5PO	ATP6V0D1	predicted	-	0.64
ATP6AP1	ATP6V0D1	complex; input	-	1
ATP6V0A1	ATP6V0D1	complex; predicted	-	1
ATP6V0A1	STX5	predicted	-	0.66
ATP6V0A2	ATP6V0D1	complex; predicted	-	1
ATP6V0A2	STX5	predicted	-	0.66
ATP6V0A4	ATP6V0D1	complex; predicted	-	1
ATP6V0A4	STX5	predicted	-	0.66
ATP6V0B	ATP6V0D1	complex	-	1
ATP6V0C	ATP6V0D1	complex	-	1
ATP6V0D1	ATP6V0D2	complex	-	1
ATP6V0D1	ATP6V0E1	complex	-	1
ATP6V0D1	ATP6V0E2	complex	-	1
ATP6V0D1	ATP6V1A	complex	-	1
ATP6V0D1	ATP6V1B1	complex	-	1
ATP6V0D1	ATP6V1B2	complex	-	1
ATP6V0D1	ATP6V1C1	complex	-	1
ATP6V0D1	ATP6V1C2	complex	-	1
ATP6V0D1	ATP6V1D	complex	-	1
ATP6V0D1	ATP6V1E1	complex	-	1
ATP6V0D1	ATP6V1E2	complex	-	1
ATP6V0D1	ATP6V1F	complex; predicted	-	1
ATP6V0D1	ATP6V1G1	complex	-	1
ATP6V0D1	ATP6V1G2	complex	-	1
ATP6V0D1	ATP6V1G3	complex	-	1
ATP6V0D1	ATP6V1H	complex	-	1
ATP6V0D1	ATXN1	predicted	-	0.64
ATP6V0D1	BAK1	predicted	-	0.54
ATP6V0D1	BCL2L2	predicted	-	0.54
ATP6V0D1	BCR	predicted	-	0.65
ATP6V0D1	BMT2	activated by	<-	1
ATP6V0D1	BOK	predicted	-	0.54
ATP6V0D1	C12ORF66	activated by; inhibited by	-	1
ATP6V0D1	CASTOR1	activated by	<-	1
ATP6V0D1	CASTOR2	activated by	<-	1
ATP6V0D1	CHMP4B	predicted	-	0.64
ATP6V0D1	DEPDC5	activated by; inhibited by	-	1
ATP6V0D1	DKFZP686N0561	predicted	-	0.99
ATP6V0D1	DKFZP781J1951	predicted	-	0.99
ATP6V0D1	EGFR	PPrel: inhibition	-|	1
ATP6V0D1	FLCN	activated by	<-	1
ATP6V0D1	FNIP1	activated by	<-	1
ATP6V0D1	FNIP2	activated by	<-	1
ATP6V0D1	ITFG2	activated by; inhibited by	-	1
ATP6V0D1	KIAA2013	predicted	-	0.78
ATP6V0D1	KPTN	activated by; inhibited by	-	1
ATP6V0D1	LAMTOR1	complex	-	1
ATP6V0D1	LAMTOR2	complex	-	1
ATP6V0D1	LAMTOR3	complex	-	1
ATP6V0D1	LAMTOR4	complex	-	1
ATP6V0D1	LAMTOR5	complex	-	1
ATP6V0D1	MIOS	activated by; inhibited by	-	1
ATP6V0D1	MLST8	complex; input	-	1
ATP6V0D1	MTOR	complex; input	-	1
ATP6V0D1	NDUFA2	predicted	-	0.84
ATP6V0D1	NDUFS4	predicted	-	0.64
ATP6V0D1	NPRL2	activated by; inhibited by	-	1
ATP6V0D1	NPRL3	activated by; inhibited by	-	1
ATP6V0D1	RAB7A	PPrel: activated, indirect effect	<-	1
ATP6V0D1	RHEB	complex; input	-	1
ATP6V0D1	RPL5	predicted	-	0.78
ATP6V0D1	RPTOR	complex; input	-	1
ATP6V0D1	RRAGA	complex	-	1
ATP6V0D1	RRAGB	complex	-	1
ATP6V0D1	RRAGC	complex	-	1
ATP6V0D1	RRAGD	complex	-	1
ATP6V0D1	SEC13	activated by; inhibited by	-	1
ATP6V0D1	SEH1L	activated by; inhibited by	-	1
ATP6V0D1	SESN1	activated by	<-	1
ATP6V0D1	SESN2	activated by	<-	1
ATP6V0D1	SH3BP4	inhibited by	|-	1
ATP6V0D1	SLC38A9	complex; input	-	1
ATP6V0D1	SZT2	activated by; inhibited by	-	1
ATP6V0D1	TCIRG1	complex; predicted	-	1
ATP6V0D1	TMEM199	predicted	-	0.99
ATP6V0D1	WDR24	activated by; inhibited by	-	1
ATP6V0D1	WDR59	activated by; inhibited by	-	1
ATP6V1A	TRAP1	predicted	-	0.66
ATR	MCM2	activate; catalyze	->	1
ATR	SMARCAL1	complex; input	-	1
ATRIP	MCM2	activate; catalyze	->	1
ATRIP	SMARCAL1	complex; input	-	1
ATRX	IQGAP1	predicted	-	0.59
AURKA	MAP2K1	predicted	-	0.98
AURKAIP1	CHCHD1	complex	-	1
AURKAIP1	DAP3	complex	-	1
AURKAIP1	ERAL1	complex	-	1
AURKAIP1	MRPL14	catalyze; complex; input	->	1
AURKAIP1	MRPL16	catalyze; complex; input	->	1
AURKAIP1	MRPL17	catalyze; complex; input	->	1
AURKAIP1	MRPL37	catalyze; complex; input	->	1
AURKAIP1	MRPL39	catalyze; complex; input	->	1
AURKAIP1	MRPL40	catalyze; complex; input	->	1
AURKAIP1	MRPL45	catalyze; complex; input	->	1
AURKAIP1	MRPL53	catalyze; complex; input	->	1
AURKAIP1	MRPS10	complex	-	1
AURKAIP1	MRPS14	complex	-	1
AURKAIP1	MRPS16	complex	-	1
AURKAIP1	MRPS18B	complex	-	1
AURKAIP1	MRPS2	complex	-	1
AURKAIP1	MRPS22	complex	-	1
AURKAIP1	MRPS26	complex	-	1
AURKAIP1	MRPS34	complex	-	1
AURKAIP1	MRPS5	complex	-	1
AURKAIP1	MRPS7	complex	-	1
AURKAIP1	PTCD3	complex	-	1
AURKB	CDC42	complex; input; reaction	-	1
AURKB	NDC1	catalyzed by	<-	1
AURKB	NOC2L	complex; input	-	1
AUTS2	CSNK2B	complex	-	1
AVP	GNAQ	complex; input	-	1
AVP	GNG2	complex; input	-	1
AVPR1A	GNAQ	PPrel: activation; complex; input	->	1
AVPR1A	GNG2	complex; input	-	1
AVPR1B	GNAQ	PPrel: activation; complex; input	->	1
AVPR1B	GNG2	complex; input	-	1
AVPR2	GNG2	complex	-	1
AXIN1	CSNK2B	inhibited by	|-	1
AXIN2	CSNK2B	inhibited by	|-	1
AZU1	ELANE	predicted	-	1
AZU1	PRTN3	predicted	-	0.92
B9D2	CDC42	complex; input; reaction	-	1
BAD	MAP2K1	PPrel: inhibited by, phosphorylated by	|-	1
BAG2	BAG3	predicted	-	0.64
BAG2	DET1	predicted	-	0.64
BAG2	DNAJC7	predicted	-	0.64
BAG2	HSPA1B	catalyze	->	1
BAG2	HSPA8	predicted	-	0.64
BAG2	LRRK2	predicted	-	0.64
BAG2	NUDC	predicted	-	0.64
BAG2	NUDCD3	predicted	-	0.64
BAG2	PINK1	predicted	-	0.64
BAG2	PPIH	predicted	-	0.64
BAG2	PSMC4	predicted	-	0.64
BAG2	ST13	inhibited by	|-	1
BAG2	STUB1	predicted	-	0.64
BAG2	TP53	predicted	-	0.64
BAG2	TTC1	predicted	-	0.64
BAG2	VCP	predicted	-	0.64
BAG6	STX5	catalyzed by; complex; input	<-	1
BAIAP2	CDC42	complex; input	-	1
BANF1	NDC1	complex; input	-	1
BANP	MAP2K1	predicted	-	0.64
BAP1	FOXK2	complex; input	-	1
BAP1	PTPRJ	predicted	-	0.64
BATF	RUNX3	expression regulates	->	1
BATF3	CRK	predicted	-	0.64
BAX	HK1	PPrel: inhibited, indirect effect	|-	1
BCAN	MMP8	catalyzed by	<-	1
BCAR1	CDC42	activated by	<-	1
BCAR1	CRK	PPrel: activation; PPrel: binding/association; complex; inhibite; input; predicted	-	1
BCAR1	GNG2	activated by	<-	1
BCAR1	IQGAP1	predicted	-	0.64
BCAR1	ITGAM	PPrel: activated by	<-	1
BCAR1	ITGB2	PPrel: activated by	<-	1
BCAR3	CDC42	activate	->	1
BCAS2	CLP1	complex; input	-	1
BCAS2	PQBP1	complex	-	1
BCAS2	SMNDC1	complex; input	-	1
BCAS2	SNRNP40	complex; input	-	1
BCCIP	RPL23	predicted	-	1
BCKDHA	DBT	complex	-	1
BCKDHB	DBT	complex	-	1
BCKDK	DBT	catalyze	->	1
BCL11A	RUNX3	expression regulates	->	1
BCL3	KRT1	expression regulates	->	1
BCL3	RCOR1	predicted	-	0.64
BCL3	RUNX3	expression regulates	->	1
BCL6	SMARCAL1	predicted	-	0.64
BCL9	SMARCAL1	complex; input	-	1
BCLAF1	MCM2	predicted	-	0.65
BCLAF1	PARP16	expression regulates	->	1
BCR	CDC42	catalyze	->	1
BCR	CRK	PPrel: activation, phosphorylation	->	1
BDKRB1	GNAQ	PPrel: activation; complex; input	->	1
BDKRB1	GNG2	complex; input	-	1
BDKRB2	GNAQ	PCrel: activation; PPrel: activation; complex; input	->	1
BDKRB2	GNG2	complex; input	-	1
BDNF	CDC42	activate	->	1
BECN1	RALB	predicted	-	0.64
BECN1	S100A8	predicted	-	0.64
BEND5	ZGPAT	predicted	-	0.64
BET1	STX5	PPrel: activation; complex; input	->	1
BET1L	STX5	PPrel: activation; complex	->	1
BGN	CD14	activated by	<-	1
BHLHE40	BRD7	predicted	-	0.64
BHLHE40	MTF2	expression regulates	->	1
BIRC2	CD14	catalyze	->	1
BIRC3	CD14	catalyze	->	1
BIRC5	CDC42	complex; input; reaction	-	1
BIRC5	NDC1	catalyzed by	<-	1
BIRC6	MAP2K1	predicted	-	0.64
BLK	GNG2	reaction	-	1
BLVRA	RTN4IP1	predicted	-	0.64
BMI1	PTCD3	predicted	-	0.58
BMP2	RUNX2	activate	->	1
BMPR1A	MAP2K1	predicted	-	0.98
BMPR1A	NCF2	PPrel: activation, indirect effect	->	1
BMPR1B	NCF2	PPrel: activation, indirect effect	->	1
BMPR2	CSNK2B	complex; input	-	1
BMPR2	NCF2	PPrel: activation, indirect effect	->	1
BMS1	DCAF13	complex	-	1
BMS1	DDX49	complex	-	1
BMS1	HEATR1	activated by; complex; input	<-	1
BMS1	UTP15	activated by; complex; input	<-	1
BMS1	WDR3	complex	-	1
BMS1	WDR75	activated by; complex; input	<-	1
BNIP2	CDC42	complex; input	-	1
BOC	CDC42	complex; input	-	1
BOP1	DCAF13	activate	->	1
BOP1	DDX49	activate	->	1
BOP1	HEATR1	activate	->	1
BOP1	NLE1	predicted	-	0.96
BOP1	NOP2	predicted	-	1
BOP1	RPL7L1	predicted	-	0.99
BOP1	SENP3	activate; complex; input	->	1
BOP1	UTP15	activate	->	1
BOP1	WDR3	activate	->	1
BOP1	WDR75	activate	->	1
BPGAP1	CDC42	catalyze	->	1
BPI	LBP	inhibit	-|	1
BPI	SP3	expression regulated by	<-	1
BPTF	CTCF	expression regulated by	<-	1
BPTF	EBF1	predicted	-	0.56
BPTF	EBF2	predicted	-	0.56
BPTF	EBF3	predicted	-	0.56
BPTF	EBF4	predicted	-	0.56
BPTF	H3-3A	predicted	-	0.99
BPTF	MAZ	predicted	-	0.64
BPTF	NRF1	predicted	-	0.56
BPTF	RBBP4	predicted	-	0.64
BPTF	RBBP7	predicted	-	0.56
BPTF	SMARCA1	predicted	-	0.99
BPTF	SMARCA5	predicted	-	0.64
BPTF	SQSTM1	predicted	-	0.64
BPTF	USF1	expression regulated by	<-	1
BPTF	ZNF263	expression regulated by	<-	1
BRAF	CRK	complex; input	-	1
BRAF	IQGAP1	activated by; reaction	<-	1
BRAF	MAP2K1	PPrel: activation; PPrel: activation, phosphorylation; PPrel: phosphorylation; activate; catalyze; catalyzed by; complex; inhibit; input	<-	1
BRD2	BRD7	predicted	-	0.64
BRD2	RUNX3	complex; input	-	1
BRD3	BRD7	predicted	-	0.98
BRD4	CHD8	predicted	-	0.64
BRD7	DPF1	complex	-	1
BRD7	DPF3	complex	-	1
BRD7	DVL1	predicted	-	0.54
BRD7	DVL2	predicted	-	0.54
BRD7	DVL3	predicted	-	0.54
BRD7	EP300	complex; input	-	1
BRD7	FOXP3	predicted	-	0.54
BRD7	FTH1	predicted	-	0.64
BRD7	PBRM1	complex	-	1
BRD7	PHF10	complex	-	1
BRD7	PRKAR1A	predicted	-	0.64
BRD7	RIF1	predicted	-	0.64
BRD7	SMARCA2	PPrel: binding/association	-	1
BRD7	SMARCA4	PPrel: binding/association	-	1
BRD7	SMARCB1	PPrel: binding/association	-	1
BRD7	SMARCC1	PPrel: binding/association	-	1
BRD7	SMARCC2	PPrel: binding/association	-	1
BRD7	SMARCD1	complex	-	1
BRD7	SMARCD2	complex	-	1
BRD7	SMARCD3	complex	-	1
BRD7	SMARCE1	complex	-	1
BRD7	TP53	complex; input	-	1
BRD7	TRIM24	predicted	-	0.97
BRD7	UBE2I	predicted	-	0.64
BRIP1	MCM2	predicted	-	0.64
BRIX1	NOP2	predicted	-	1
BRIX1	RPF2	predicted	-	0.97
BRIX1	RPL23	predicted	-	0.73
BRMS1L	FOXK2	predicted	-	0.64
BSG	SLC16A3	complex; input	-	1
BTC	CDC42	complex; input	-	1
BTC	MMP9	predicted	-	0.64
BTF3	CSNK2B	predicted	-	0.58
BTK	CD14	complex; input	-	1
BTK	CYBB	predicted	-	0.65
BTK	FCER1G	activate; activated by; inhibited by	->	1
BTK	GNAQ	complex; input	-	1
BTK	GNG2	complex; input	-	1
BTRC	MAP2K1	predicted	-	0.64
BUB1	CDC42	complex; input; reaction	-	1
BUB1	MAP2K1	predicted	-	0.98
BUB1B	CDC42	complex; input; reaction	-	1
BUB3	CDC42	complex; input; reaction	-	1
BUB3	MCM2	predicted	-	0.58
BUD31	CLP1	complex; input	-	1
BUD31	PQBP1	complex; input	-	1
BUD31	SMNDC1	complex; input	-	1
BUD31	SNRNP40	complex; input	-	1
BYSL	DDX10	predicted	-	0.64
BYSL	TFB1M	predicted	-	0.66
BYSL	TFB2M	predicted	-	0.66
BYSL	WDR3	predicted	-	0.73
C1D	DCAF13	catalyze	->	1
C1D	DDX49	catalyze	->	1
C1D	HEATR1	catalyze	->	1
C1D	SENP3	activate; catalyze	->	1
C1D	UTP15	catalyze	->	1
C1D	WDR3	catalyze	->	1
C1D	WDR75	catalyze	->	1
C1QBP	MCM2	predicted	-	0.98
C1QBP	MRPS2	predicted	-	0.73
C1QBP	MRPS7	predicted	-	0.73
C2	FCN1	catalyzed by	<-	1
C2	ITGAM	predicted	-	0.92
C3	CTSG	predicted	-	0.98
C3	GNG2	complex; input	-	1
C3	ITGAM	PPrel: activation; PPrel: binding/association; complex; input	->	1
C3	ITGB2	PPrel: activation; PPrel: binding/association; complex; input	->	1
C3AR1	GNG2	complex; input	-	1
C4A	FCN1	catalyzed by	<-	1
C4B	FCN1	catalyzed by	<-	1
C5	GNG2	complex; input	-	1
C5AR1	GNG2	complex; input	-	1
CACNA1A	GNAQ	activated by	<-	1
CACNA1A	GNG2	PCrel: inhibited by; PPrel: inhibited by; catalyzed by	-	1
CACNA1B	GNG2	PPrel: inhibited by; catalyzed by	-	1
CACNA1C	GNG2	PPrel: inhibited by	|-	1
CACNA1D	GNG2	PPrel: inhibited by	|-	1
CACNA1E	GNG2	catalyzed by	<-	1
CACNA1F	GNG2	PPrel: inhibited by	|-	1
CACNA1S	GNG2	PPrel: inhibited by	|-	1
CAD	CSNK2B	predicted	-	0.97
CALCA	GNG2	complex	-	1
CALCB	GNG2	complex	-	1
CALCR	GNG2	complex	-	1
CALCRL	GNG2	complex	-	1
CALM3	CDC42	complex; inhibited by; reaction	|-	1
CALM3	IQGAP1	complex; inhibited by; reaction	|-	1
CALM3	RALB	predicted	-	0.64
CALR	MAP2K1	predicted	-	0.64
CALR	TRAP1	predicted	-	0.56
CALR3	TRAP1	predicted	-	0.56
CAMK2A	CYBB	PPrel: activated by	<-	1
CAMK2B	CYBB	PPrel: activated by	<-	1
CAMK2D	CYBB	PPrel: activated by	<-	1
CAMK2G	CYBB	PPrel: activated by	<-	1
CAMK4	GNG2	PPrel: activated, indirect effect	<-	1
CAMLG	STX5	complex; input	-	1
CAMP	CTSG	predicted	-	0.64
CAMP	ELANE	predicted	-	0.64
CAMP	GAPDH	predicted	-	0.64
CAMP	JUN	PPrel: activated by	<-	1
CAMP	NFKB1	PPrel: activated by	<-	1
CAMP	P2RX7	predicted	-	0.64
CAMP	PRTN3	catalyzed by	<-	1
CAMP	RELA	PPrel: activated by	<-	1
CAMP	VDR	PPrel: activated, indirect effect	<-	1
CAND1	DCAF13	complex; input	-	1
CAND1	PWP1	predicted	-	0.58
CANX	TRAP1	predicted	-	0.56
CAP1	OSTF1	predicted	-	0.5
CAP1	PLS3	predicted	-	0.66
CAP2	OSTF1	predicted	-	0.5
CAP2	PLS3	predicted	-	0.66
CAPN1	CAST	complex; inhibited by; input; reaction	|-	1
CAPN1	NOLC1	input	-	1
CAPN2	CAST	complex; inhibited by; input; reaction	|-	1
CAPNS1	CAST	PPrel: inhibited by; complex; inhibited by; input; reaction	|-	1
CAPNS2	CAST	complex; inhibited by; input; reaction	|-	1
CAPZA2	IQGAP1	predicted	-	0.58
CAPZA2	MCM2	predicted	-	0.73
CAPZB	CDC42	predicted	-	0.97
CAPZB	TRAP1	predicted	-	0.66
CASC3	CHTOP	complex; input	-	1
CASC3	CLP1	catalyzed by; complex; input	<-	1
CASC3	GLE1	activated by	<-	1
CASC3	NDC1	activated by; catalyzed by; complex; input	<-	1
CASC3	PQBP1	input	-	1
CASC3	RPL19	complex; input	-	1
CASC3	RPL23	complex; input	-	1
CASC3	SARNP	complex; input	-	1
CASC3	SMNDC1	input	-	1
CASC3	SNRNP40	input	-	1
CASP1	CTSG	catalyzed by	<-	1
CASP1	CYBB	predicted	-	0.59
CASP14	MCM2	predicted	-	0.64
CASP3	CTSG	predicted	-	0.54
CASP3	GZMM	predicted	-	0.64
CASP7	CTSG	predicted	-	0.99
CASP8	CD14	complex; inhibited by; input	|-	1
CASP8	DAP3	activated by	<-	1
CASP8	PEA15	predicted	-	0.64
CASR	GNAQ	PPrel: activation; complex; input	->	1
CASR	GNG2	complex; input	-	1
CASS4	CRK	predicted	-	0.97
CAST	CDK5R1	inhibit	-|	1
CAST	ITPR1	ECrel: compound, activated	<-	1
CAST	ITPR2	ECrel: compound, activated	<-	1
CAST	ITPR3	ECrel: compound, activated	<-	1
CAV1	CD63	PPrel: indirect effect	-	1
CAV1	ITGAM	complex; input	-	1
CAV1	ITGB2	complex; input	-	1
CAV2	CD63	PPrel: indirect effect	-	1
CAV2	CDC42	predicted	-	0.54
CAV2	PLS3	predicted	-	0.59
CAV3	CD63	PPrel: indirect effect	-	1
CAV3	CDC42	predicted	-	0.54
CBFB	KMT2A	complex; inhibite; input	-|	1
CBFB	RUNX2	complex; input; reaction	-	1
CBFB	RUNX3	complex; input	-	1
CBL	CDC42	complex; input	-	1
