tf	confidence	target	mor
PPARG	A	TNFRSF11B	1
PPARG	A	TP53	1
PPARG	A	TSHR	-1
PPARG	A	UCP1	1
PPARG	A	VLDLR	1
PRDM14	B	POU5F1	1
PRDM14	B	ABCA4	1
PRDM14	B	ADAMTS2	1
PRDM14	B	AGAP1	1
PRDM14	B	AGAP3	1
PRDM14	B	AGPAT3	1
PRDM14	B	AHDC1	1
PRDM14	B	AHNAK	1
PRDM14	B	AJAP1	1
PRDM14	B	ALK	1
PRDM14	B	AMPD3	1
PRDM14	B	ANO1	1
PRDM14	B	ARHGEF10L	1
PRDM14	B	ARHGEF17	1
PRDM14	B	ARHGEF2	1
PRDM14	B	ARID1A	1
PRDM14	B	ARID1B	1
PRDM14	B	ARID5A	1
PRDM14	B	ASS1	1
PRDM14	B	ATP13A2	1
PRDM14	B	AUTS2	1
PRDM14	B	AXIN2	1
PRDM14	B	BCAR3	1
PRDM14	B	BCL11A	1
PRDM14	B	BCOR	1
PRDM14	B	BMP7	1
PRDM14	B	CA4	1
PRDM14	B	CACNA1C	1
PRDM14	B	CACNA1G	1
PRDM14	B	CCDC33	1
PRDM14	B	CCDC57	1
PRDM14	B	CCND2	1
PRDM14	B	CD6	1
PRDM14	B	CD9	1
PRDM14	B	CDC42BPG	1
PRDM14	B	CDC42EP4	1
PRDM14	B	CDH23	1
PRDM14	B	CDYL	1
PRDM14	B	COBL	1
PRDM14	B	COL2A1	1
PRDM14	B	CORO2B	1
PRDM14	B	CPAMD8	1
PRDM14	B	CPLX2	1
PRDM14	B	CROCC	1
PRDM14	B	CSMD2	1
PRDM14	B	CXCL12	1
PRDM14	B	CYP26B1	1
PRDM14	B	DAB2IP	1
PRDM14	B	DGKG	1
PRDM14	B	DGKZ	1
PRDM14	B	DLGAP4	1
PRDM14	B	DLL4	1
PRDM14	B	DNMT3A	1
PRDM14	B	DPYSL5	1
PRDM14	B	DYSF	1
PRDM14	B	ECE1	1
PRDM14	B	EFNB1	1
PRDM14	B	EPB41L1	1
PRDM14	B	EPHB3	1
PRDM14	B	EVA1B	1
PRDM14	B	FAM131C	1
PRDM14	B	FAM174B	1
PRDM14	B	FHAD1	1
PRDM14	B	FOSL2	1
PRDM14	B	FOXO6	1
PRDM14	B	GATA2	1
PRDM14	B	GATAD2A	1
PRDM14	B	GLI2	1
PRDM14	B	GMDS	1
PRDM14	B	GPC1	1
PRDM14	B	GPRC5C	1
PRDM14	B	GRAMD1B	1
PRDM14	B	GRB10	1
PRDM14	B	GRHL3	1
PRDM14	B	GRIK4	1
PRDM14	B	GRK2	1
PRDM14	B	GSE1	1
PRDM14	B	HDAC5	1
PRDM14	B	HES2	1
PRDM14	B	IGDCC4	1
PRDM14	B	IGF1R	1
PRDM14	B	IGF2R	1
PRDM14	B	INHBB	1
PRDM14	B	ISLR2	1
PRDM14	B	ITGA11	1
PRDM14	B	ITPKB	1
PRDM14	B	KAZN	1
PRDM14	B	KCNAB2	1
PRDM14	B	KDM4B	1
PRDM14	B	KDM6B	1
PRDM14	B	KIRREL1	1
PRDM14	B	KIRREL3	1
PRDM14	B	KLHDC7A	1
PRDM14	B	LHX2	1
PRDM14	B	LINC00261	1
PRDM14	B	LINGO1	1
PRDM14	B	LRRK1	1
PRDM14	B	MACF1	1
PRDM14	B	MAD1L1	1
PRDM14	B	MAP7D1	1
PRDM14	B	MATN1	1
PRDM14	B	MCF2L	1
PRDM14	B	MEF2D	1
PRDM14	B	MEGF6	1
PRDM14	B	MEIS1	1
PRDM14	B	MGAT5B	1
PRDM14	B	MNT	1
PRDM14	B	NADK	1
PRDM14	B	NECTIN1	1
PRDM14	B	NFATC2	1
PRDM14	B	NFIA	1
PRDM14	B	NFIC	1
PRDM14	B	NGEF	1
PRDM14	B	NOL4L	1
PRDM14	B	NR4A1	1
PRDM14	B	NRP2	1
PRDM14	B	NTF3	1
PRDM14	B	NTN1	1
PRDM14	B	NTRK1	1
PRDM14	B	NXN	1
PRDM14	B	OTX1	1
PRDM14	B	PADI2	1
PRDM14	B	PAX7	1
PRDM14	B	PDGFRB	1
PRDM14	B	PEAR1	1
PRDM14	B	PHC2	1
PRDM14	B	PHLDB1	1
PRDM14	B	PKDCC	1
PRDM14	B	PKNOX2	1
PRDM14	B	PLEKHG5	1
PRDM14	B	PLXNA2	1
PRDM14	B	PREX1	1
PRDM14	B	PRMT8	1
PRDM14	B	PTCH1	1
PRDM14	B	PTH1R	1
PRDM14	B	PTMA	1
PRDM14	B	PTPRU	1
PRDM14	B	RAB25	1
PRDM14	B	RAI1	1
PRDM14	B	RASGRF1	1
PRDM14	B	RCOR2	1
PRDM14	B	RFX4	1
PRDM14	B	RGMA	1
PRDM14	B	RNA5SP43	1
PRDM14	B	RNF220	1
PRDM14	B	RPS6KA2	1
PRDM14	B	RPTOR	1
PRDM14	B	RSPO1	1
PRDM14	B	RUNX1	1
PRDM14	B	RUNX3	1
PRDM14	B	SDK2	1
PRDM14	B	SEMA4A	1
PRDM14	B	SEPTIN9	1
PRDM14	B	SFXN5	1
PRDM14	B	SH3BP4	1
PRDM14	B	SHANK2	1
PRDM14	B	SIM2	1
PRDM14	B	SLC12A5	1
PRDM14	B	SLC22A23	1
PRDM14	B	SLIT3	1
PRDM14	B	SMAD6	1
PRDM14	B	SOX13	1
PRDM14	B	SOX9	1
PRDM14	B	SREBF1	1
PRDM14	B	STUM	1
PRDM14	B	SYNDIG1	1
PRDM14	B	TACC2	1
PRDM14	B	TAL1	1
PRDM14	B	TBC1D16	1
PRDM14	B	TBCD	1
PRDM14	B	TCF7L1	1
PRDM14	B	TENM4	1
PRDM14	B	TENT5B	1
PRDM14	B	TFAP2A	1
PRDM14	B	TMCO4	1
PRDM14	B	TMEM59L	1
PRDM14	B	TNS1	1
PRDM14	B	TNS3	1
PRDM14	B	TP53I11	1
PRDM14	B	TRIM2	1
PRDM14	B	TRIO	1
PRDM14	B	TSPAN18	1
PRDM14	B	TSPAN9	1
PRDM14	B	TTC7A	1
PRDM14	B	UNC5A	1
PRDM14	B	WNT3A	1
PRDM14	B	WNT4	1
PRDM14	B	WNT5B	1
PRDM14	B	WWC1	1
PRDM14	B	XXYLT1	1
PRDM14	B	ZBTB17	1
PRDM14	B	ZBTB7B	1
PRDM14	B	ZDHHC14	1
PRDM14	B	ZMIZ1	1
PRDM14	B	ZMYND8	1
PRDM14	B	ZNF423	1
RARA	A	BTG2	1
RARA	A	CASP9	1
RARA	A	CCNA1	-1
RARA	A	CDKN1A	1
RARA	A	CEBPE	1
RARA	A	CRABP2	1
RARA	A	CXCR5	1
RARA	A	CYP26A1	1
RARA	A	ETS1	1
RARA	A	GPRC5A	1
RARA	A	HNF4A	1
RARA	A	HOXA1	1
RARA	A	HOXA4	1
RARA	A	HOXA7	1
RARA	A	HOXB4	1
RARA	A	HOXD4	1
RARA	A	HSD17B2	1
RARA	A	ICAM1	1
RARA	A	IER3	1
RARA	A	MACROD1	-1
RARA	A	MAOB	1
RARA	A	MUC5AC	-1
RARA	A	MYC	1
RARA	A	NR1I3	1
RARA	A	NRIP1	1
RARA	A	PCK1	1
RARA	A	PLAAT4	1
RARA	A	PLAT	1
RARA	A	PLAU	1
RARA	A	PRKCA	1
RARA	A	RARB	1
RARA	A	RARG	1
RARA	A	RPTOR	1
RARA	A	SCD	1
RARA	A	SFTPB	1
RARA	A	THBD	1
RARA	A	TNFAIP2	1
RARA	A	TPO	1
REL	A	BIRC3	1
REL	A	CCL2	1
REL	A	CCL5	1
REL	A	CD40LG	1
REL	A	CRP	1
REL	A	CSF2	1
REL	A	CSRP1	1
REL	A	EPHB2	-1
REL	A	F3	1
REL	A	ICAM1	1
REL	A	IER3	1
REL	A	IFNG	1
REL	A	IL12B	1
REL	A	IL1B	1
REL	A	IL2	1
REL	A	IL2RA	1
REL	A	IL6	-1
REL	A	NFKBIA	1
REL	A	SELE	1
REL	A	TNFAIP3	1
RELA	A	ABCB1	1
RELA	A	AGER	1
RELA	A	AGT	1
RELA	A	AKT1	-1
RELA	A	AMH	1
RELA	A	AR	-1
RELA	A	BAX	-1
RELA	A	BCL2	1
RELA	A	BCL2A1	1
RELA	A	BCL2L1	1
RELA	A	BCL3	1
RELA	A	BIRC2	1
RELA	A	BIRC3	1
RELA	A	BIRC5	1
RELA	A	BNIP3	-1
RELA	A	BRCA2	1
RELA	A	CCL11	1
RELA	A	CCL2	1
RELA	A	CCL20	1
RELA	A	CCL3	1
RELA	A	CCL4	1
RELA	A	CCL5	1
RELA	A	CCND1	1
RELA	A	CCR5	1
RELA	A	CD40	1
RELA	A	CD40LG	1
RELA	A	CD58	1
RELA	A	CD69	1
RELA	A	CD74	1
RELA	A	CD83	1
RELA	A	CD86	1
RELA	A	CDK4	1
RELA	A	CDK6	1
RELA	A	CDKN1A	1
RELA	A	CFLAR	1
RELA	A	CFTR	1
RELA	A	COL1A1	-1
RELA	A	COL1A2	-1
RELA	A	COL2A1	-1
RELA	A	CR2	1
RELA	A	CRHR1	1
RELA	A	CSF1	1
RELA	A	CSF2	1
RELA	A	CTSB	1
RELA	A	CXCL1	1
RELA	A	CXCL10	1
RELA	A	CXCL2	1
RELA	A	CXCL3	1
RELA	A	CXCL5	1
RELA	A	CXCL8	1
RELA	A	CXCR4	1
RELA	A	CYP3A4	1
RELA	A	DEFB4A	1
RELA	A	EBI3	1
RELA	A	EDN1	1
RELA	A	EGFR	1
RELA	A	EGR1	-1
RELA	A	ELF3	1
RELA	A	EPAS1	1
RELA	A	F3	1
RELA	A	FCGRT	1
RELA	A	FGF8	1
RELA	A	FN1	-1
RELA	A	GADD45G	1
RELA	A	GATA3	1
RELA	A	GSTP1	1
RELA	A	HDAC1	1
RELA	A	HIF1A	1
RELA	A	ICAM1	1
RELA	A	IER3	1
RELA	A	IFNA1	1
RELA	A	IFNB1	1
RELA	A	IFNG	1
RELA	A	IL10	1
RELA	A	IL12A	1
RELA	A	IL12B	1
RELA	A	IL17C	1
RELA	A	IL18	1
RELA	A	IL1A	-1
RELA	A	IL1B	1
RELA	A	IL2	1
RELA	A	IL23A	1
RELA	A	IL2RA	1
RELA	A	IL4	1
RELA	A	IL6	1
RELA	A	IRF1	1
RELA	A	IRF4	1
RELA	A	IRF7	1
RELA	A	KLK3	1
RELA	A	MAT2A	1
RELA	A	MCL1	1
RELA	A	MICA	1
RELA	A	MMP14	1
RELA	A	MMP2	1
RELA	A	MMP3	1
RELA	A	MMP9	1
RELA	A	MYC	1
RELA	A	NCAM1	1
RELA	A	NFKB1	1
RELA	A	NFKB2	1
RELA	A	NFKBIA	1
RELA	A	NOLC1	1
RELA	A	NOS2	1
RELA	A	NOS3	1
RELA	A	NR4A1	1
RELA	A	OPTN	1
RELA	A	PCK2	-1
RELA	A	PGR	-1
RELA	A	PIGR	1
RELA	A	PLAU	1
RELA	A	PLAUR	1
RELA	A	PPARA	1
RELA	A	PPARD	-1
RELA	A	PTGS2	1
RELA	A	PTHLH	1
RELA	A	PTPN13	1
RELA	A	PTX3	1
RELA	A	RIPK2	1
RELA	A	S100A6	1
RELA	A	SAA2	1
RELA	A	SELE	1
RELA	A	SERPINE1	1
RELA	A	SIRT1	1
RELA	A	SLC25A27	1
RELA	A	SNAI1	1
RELA	A	SOCS3	1
RELA	A	SOD2	1
RELA	A	TBX21	1
RELA	A	THBD	-1
RELA	A	TIMP1	-1
RELA	A	TNC	1
RELA	A	TNF	1
RELA	A	TNFAIP3	1
RELA	A	TNFRSF10A	1
RELA	A	TNFRSF10B	1
RELA	A	TP53	1
RELA	A	TRAF1	1
RELA	A	TRAF2	1
RELA	A	TRIB3	-1
RELA	A	VCAM1	1
RELA	A	VEGFA	1
RELA	A	VEGFD	1
RELA	A	WT1	1
RELA	A	XIAP	1
RELB	B	ABCB1	1
RELB	B	CCL19	1
RELB	B	CCL21	1
RELB	B	CD40	1
RELB	B	PIGR	1
RELB	B	TNFAIP3	1
RELB	B	BCL2	1
RELB	B	CD44	1
RELB	B	IL15	1
RELB	B	IL6	1
RELB	B	IRF1	1
RELB	B	TNIP1	1
RELB	B	TRAF3	1
REST	B	BDNF	-1
REST	B	CARTPT	-1
REST	B	GLRA1	1
REST	B	GRIN1	-1
REST	B	KCNQ2	-1
REST	B	LIN28A	-1
REST	B	OPRM1	-1
REST	B	TUBB3	-1
REST	B	CACNA1H	-1
REST	B	CHGA	-1
REST	B	PCSK1	-1
REST	B	VGF	-1
RFX5	A	CD74	1
RFX5	A	COL1A2	-1
RFX5	A	HLA-DMA	1
RFX5	A	HLA-DMB	1
RFX5	A	HLA-DOA	1
RFX5	A	HLA-DOB	1
RFX5	A	HLA-DPA1	1
RFX5	A	HLA-DPB1	1
RFX5	A	HLA-DQA1	1
RFX5	A	HLA-DQA2	1
RFX5	A	HLA-DQB1	1
RFX5	A	HLA-DRA	1
RFX5	A	HLA-DRB1	1
RFX5	A	HLA-DRB3	1
RFX5	A	HLA-DRB4	1
RFX5	A	HLA-DRB5	1
RUNX1	A	ARHGAP10	1
RUNX1	A	CSF1R	1
RUNX1	A	FYB1	1
RUNX1	A	HIVEP3	1
RUNX1	A	IL2	1
RUNX1	A	IL3	-1
RUNX1	A	ITGAX	1
RUNX1	A	ITGB2	1
RUNX1	A	KLK3	1
RUNX1	A	LCP2	1
RUNX1	A	LGALS3	1
RUNX1	A	MAD2L1	-1
RUNX1	A	MECOM	1
RUNX1	A	NFKB1	1
RUNX1	A	PIK3CD	1
RUNX1	A	PRKCB	1
RUNX1	A	PRKCQ	1
RUNX1	A	PRR5L	1
RUNX1	A	RORC	1
RUNX1	A	SMAD3	1
RUNX1	A	SPI1	1
RUNX3	B	CASP8	1
RUNX3	B	CFLAR	-1
RUNX3	B	ICAM3	-1
RUNX3	B	MMP9	-1
RUNX3	B	RUNX1	-1
RUNX3	B	TCF4	1
RUNX3	B	CIITA	1
RUNX3	B	CYTIP	1
RUNX3	B	DOCK2	1
RUNX3	B	FYN	1
RUNX3	B	PAX5	1
RUNX3	B	TCF7	1
RXRA	A	ABCB11	1
RXRA	A	ABCC3	-1
RXRA	A	CPT1B	1
RXRA	A	CXCR5	1
RXRA	A	CYP3A4	1
RXRA	A	CYP7A1	1
RXRA	A	HNF1A	1
RXRA	A	HSD17B2	1
RXRA	A	NOL7	1
RXRA	A	NR1H3	1
RXRA	A	PLD1	1
RXRA	A	SREBF1	1
SMAD3	A	AHR	1
SMAD3	A	ANKRD1	1
SMAD3	A	APOC3	1
SMAD3	A	BAMBI	1
SMAD3	A	BGLAP	1
SMAD3	A	CCND2	1
SMAD3	A	CDKN1A	1
SMAD3	A	COL1A1	1
SMAD3	A	COL3A1	1
SMAD3	A	COL6A1	1
SMAD3	A	COL6A3	1
SMAD3	A	COL7A1	1
SMAD3	A	CYP17A1	-1
SMAD3	A	EDN1	1
SMAD3	A	EPO	1
SMAD3	A	FOXP3	1
SMAD3	A	FSTL3	1
SMAD3	A	GLI2	1
SMAD3	A	ITGA11	1
SMAD3	A	JUN	1
SMAD3	A	MET	1
SMAD3	A	MMP9	1
SMAD3	A	MYC	1
SMAD3	A	POR	1
SMAD3	A	PTHLH	1
SMAD3	A	SERPINE1	1
SMAD3	A	SMAD7	1
SMAD3	A	TERT	-1
SMAD3	A	TGFB1	-1
SMAD3	A	TIMP1	1
SMAD3	A	TNC	1
SMAD3	A	VEGFA	1
SMAD3	A	ZFP36	1
SMAD4	A	AHR	1
SMAD4	A	APOC3	1
SMAD4	A	BAMBI	1
SMAD4	A	BGLAP	1
SMAD4	A	BTRC	-1
SMAD4	A	CCN1	1
SMAD4	A	CDKN1A	1
SMAD4	A	CDKN2B	1
SMAD4	A	COL7A1	1
SMAD4	A	DACH1	-1
SMAD4	A	EPO	1
SMAD4	A	FSHB	1
SMAD4	A	FSTL3	1
SMAD4	A	IHH	1
SMAD4	A	JUN	1
SMAD4	A	MET	1
SMAD4	A	MYC	1
SMAD4	A	NKX2-5	1
SMAD4	A	POR	1
SMAD4	A	PTHLH	1
SMAD4	A	RUNX1T1	1
SMAD4	A	SERPINE1	1
SMAD4	A	SMAD7	1
SMAD4	A	TGFB1	1
SMAD4	A	TNC	1
SMAD4	A	TNFRSF11B	1
SMAD4	A	ZFP36	1
SOX10	A	ASCL1	1
SOX10	A	COL11A2	1
SOX10	A	DCT	-1
SOX10	A	EDNRB	1
SOX10	A	EGR2	1
SOX10	A	GJB1	-1
SOX10	A	GJC2	1
SOX10	A	MAG	1
SOX10	A	MBP	1
SOX10	A	MITF	1
SOX10	A	MPZ	1
SOX10	A	PDGFRA	1
SOX10	A	PLP1	1
SOX10	A	RET	1
SOX10	A	SOX6	1
SOX10	A	TYR	1
SOX2	A	ABCC6	1
SOX2	A	CCND1	1
SOX2	A	DLGAP1	1
SOX2	A	GLI2	1
SOX2	A	GLI3	1
SOX2	A	HHAT	1
SOX2	A	ISL1	-1
SOX2	A	NANOG	1
SOX2	A	NTRK3	1
SOX2	A	RHO	-1
SOX9	A	AMH	1
SOX9	A	CDKN1A	1
SOX9	A	CEACAM1	1
SOX9	A	CLDN7	1
SOX9	A	COL9A1	1
SOX9	A	COMP	1
SOX9	A	HAPLN1	1
SOX9	A	HES1	1
SOX9	A	MATN1	1
SOX9	A	MIA	1
SOX9	A	NKX3-2	1
SOX9	A	PRAME	-1
SOX9	A	RGR	1
SP1	A	ABCB1	1
SP1	A	ABCC1	-1
SP1	A	ABCC3	1
SP1	A	ACAN	1
SP1	A	ACTA1	1
SP1	A	ACTC1	1
SP1	A	ADA	1
SP1	A	ADAM10	1
SP1	A	ADAM17	1
SP1	A	ADGRE5	1
SP1	A	ADH6	1
SP1	A	ADIPOQ	1
SP1	A	ADRA1A	1
SP1	A	ADRA2B	1
SP1	A	ADRB3	1
SP1	A	AGT	1
SP1	A	AGTR1	1
SP1	A	AHR	-1
SP1	A	ALDOA	1
SP1	A	ALOX12	1
SP1	A	ALOX15B	1
SP1	A	ALOX5	1
SP1	A	APEX1	-1
SP1	A	APOA1	1
SP1	A	APOE	1
SP1	A	APP	1
SP1	A	AR	1
SP1	A	AREG	1
SP1	A	ATF2	1
SP1	A	ATM	1
SP1	A	ATP1A3	1
SP1	A	ATP2A2	1
SP1	A	B4GALT1	1
SP1	A	BAX	1
SP1	A	BCL2	1
SP1	A	BIRC5	1
SP1	A	BLMH	1
SP1	A	BRCA1	1
SP1	A	BRD7	1
SP1	A	BSG	1
SP1	A	BTK	1
SP1	A	C1QBP	1
SP1	A	CA9	1
SP1	A	CAT	1
SP1	A	CAV1	1
SP1	A	CCK	1
SP1	A	CCL2	1
SP1	A	CCN2	1
SP1	A	CCNA1	1
SP1	A	CCND1	1
SP1	A	CCND2	1
SP1	A	CD14	1
SP1	A	CD151	1
SP1	A	CD163	1
SP1	A	CD19	1
SP1	A	CD28	1
SP1	A	CD44	1
SP1	A	CD83	1
SP1	A	CD9	1
SP1	A	CD99	1
SP1	A	CDC25C	1
SP1	A	CDH3	1
SP1	A	CDK1	1
SP1	A	CDK6	-1
SP1	A	CDKN1A	1
SP1	A	CDKN1B	1
SP1	A	CDKN2A	1
SP1	A	CDKN2B	1
SP1	A	CDKN2C	1
SP1	A	CDKN2D	1
SP1	A	CENPW	1
SP1	A	CERS2	1
SP1	A	CES1	1
SP1	A	CETP	-1
SP1	A	CHRNB4	1
SP1	A	COL18A1	1
SP1	A	COL1A1	-1
SP1	A	COL1A2	1
SP1	A	COL2A1	1
SP1	A	COL7A1	1
SP1	A	CREM	1
SP1	A	CRMP1	-1
SP1	A	CSNK2A1	1
SP1	A	CTSD	1
SP1	A	CTSL	1
SP1	A	CXCL1	1
SP1	A	CXCL5	1
SP1	A	CYP11A1	1
SP1	A	CYP17A1	1
SP1	A	CYP19A1	1
SP1	A	CYP1B1	1
SP1	A	CYP27A1	1
SP1	A	CYP2F1	1
SP1	A	CYP3A4	1
SP1	A	CYP3A5	1
SP1	A	CYP3A7	1
SP1	A	CYP7A1	1
SP1	A	CYP7B1	1
SP1	A	DBH	1
SP1	A	DCK	1
SP1	A	DRG2	1
SP1	A	E2F1	1
SP1	A	EAPP	1
SP1	A	EDNRB	1
SP1	A	EGFR	-1
SP1	A	EGR1	1
SP1	A	EPO	1
SP1	A	EPOR	-1
SP1	A	ESR1	1
SP1	A	ETS2	1
SP1	A	EZR	1
SP1	A	F10	1
SP1	A	F2R	1
SP1	A	F3	1
SP1	A	F7	1
SP1	A	FAS	1
SP1	A	FASLG	1
SP1	A	FES	1
SP1	A	FGL2	1
SP1	A	FMR1	1
SP1	A	FN1	1
SP1	A	FOS	1
SP1	A	FOSL1	1
SP1	A	FURIN	1
SP1	A	FXR2	1
SP1	A	GAST	1
SP1	A	GCLC	1
SP1	A	GFER	1
SP1	A	GH2	1
SP1	A	GJA1	1
SP1	A	GSTP1	1
SP1	A	H4C14	1
SP1	A	HBZ	1
SP1	A	HCN2	1
SP1	A	HDAC4	1
SP1	A	HLA-G	1
SP1	A	HMGA2	1
SP1	A	HNF4A	1
SP1	A	HOXB7	1
SP1	A	HPR	1
SP1	A	HRAS	1
SP1	A	HSD17B1	1
SP1	A	HSD17B2	1
SP1	A	HSD3B1	1
SP1	A	HSPA1A	1
SP1	A	HSPB1	1
SP1	A	HTR1A	1
SP1	A	HTT	1
SP1	A	IER3	1
SP1	A	IFNGR1	1
SP1	A	IGF1R	1
SP1	A	IGF2	1
SP1	A	IGFBP1	1
SP1	A	IGFBP3	1
SP1	A	IGFBP4	1
SP1	A	IL10	1
SP1	A	IL12B	1
SP1	A	IL1A	1
SP1	A	IL2	1
SP1	A	IL2RB	1
SP1	A	IL3	1
SP1	A	IMPDH2	1
SP1	A	INSR	1
SP1	A	IRS2	1
SP1	A	ITGA2	1
SP1	A	ITGA5	1
SP1	A	ITGAD	1
SP1	A	ITGAV	-1
SP1	A	ITGAX	1
SP1	A	IVL	1
SP1	A	JUN	1
SP1	A	KDR	-1
SP1	A	KIF2C	1
SP1	A	KIT	1
SP1	A	KLF8	1
SP1	A	KLK3	1
SP1	A	KRT16	1
SP1	A	KRT18	1
SP1	A	KRT19	1
SP1	A	KRT5	1
SP1	A	LCAT	1
SP1	A	LDHA	1
SP1	A	LDLR	1
SP1	A	LEP	1
SP1	A	LHCGR	1
SP1	A	LRP5	1
SP1	A	LTC4S	1
SP1	A	LTF	1
SP1	A	MACROD1	1
SP1	A	MAOB	1
SP1	A	MAT2A	1
SP1	A	MAT2B	1
SP1	A	MCL1	1
SP1	A	MCTS1	1
SP1	A	MET	1
SP1	A	MIF	1
SP1	A	MIP	1
SP1	A	MME	1
SP1	A	MMP11	1
SP1	A	MMP14	1
SP1	A	MMP2	1
SP1	A	MMP28	1
SP1	A	MMP9	1
SP1	A	MNDA	1
SP1	A	MPG	1
SP1	A	MPO	1
SP1	A	MUC2	1
SP1	A	MUC4	1
SP1	A	MUC5AC	1
SP1	A	MYBL1	1
SP1	A	MYBL2	1
SP1	A	MYC	1
SP1	A	NFKB1	1
SP1	A	NFKB2	1
SP1	A	NKX2-1	1
SP1	A	NOL7	1
SP1	A	NOS3	1
SP1	A	NPY	1
SP1	A	NQO2	1
SP1	A	NR3C1	1
SP1	A	ODC1	1
SP1	A	OPRM1	1
SP1	A	OXTR	1
SP1	A	PADI1	1
SP1	A	PADI3	1
SP1	A	PAX6	1
SP1	A	PCK1	1
SP1	A	PCNA	1
SP1	A	PDE6A	1
SP1	A	PDGFB	1
SP1	A	PDGFC	1
SP1	A	PDHA1	1
SP1	A	PGR	1
SP1	A	PIM1	1
SP1	A	PLAT	1
SP1	A	PLAU	1
SP1	A	PLAUR	1
SP1	A	PNOC	1
SP1	A	POLB	-1
SP1	A	PPL	1
SP1	A	PRKCE	-1
SP1	A	PROC	1
SP1	A	PRSS50	1
SP1	A	PSEN1	1
SP1	A	PTGIR	1
SP1	A	PTGS2	1
SP1	A	PTH	1
SP1	A	PTHLH	1
SP1	A	PTK6	1
SP1	A	PTN	1
SP1	A	PTTG1	1
SP1	A	RARA	1
SP1	A	RB1	1
SP1	A	REL	1
SP1	A	RELA	1
SP1	A	RNLS	1
SP1	A	RORA	1
SP1	A	RPS3A	1
SP1	A	SCNN1G	1
SP1	A	SCT	1
SP1	A	SCTR	1
SP1	A	SERPINE1	1
SP1	A	SIGIRR	1
SP1	A	SKP2	1
SP1	A	SLC19A1	1
SP1	A	SLC19A3	1
SP1	A	SLC25A5	1
SP1	A	SLC9A2	1
SP1	A	SMAD4	1
SP1	A	SMPD1	1
SP1	A	SOCS1	1
SP1	A	SOD1	1
SP1	A	SOD2	-1
SP1	A	SP3	1
SP1	A	SPI1	1
SP1	A	SPN	1
SP1	A	SPP1	1
SP1	A	SPRY2	1
SP1	A	SRC	1
SP1	A	SREBF1	1
SP1	A	STAR	1
SP1	A	STARD3	1
SP1	A	STK11	1
SP1	A	TAF7	1
SP1	A	TAL1	1
SP1	A	TBXA2R	1
SP1	A	TCN2	1
SP1	A	TERT	1
SP1	A	TFPI2	1
SP1	A	TGFA	1
SP1	A	TGFB1	1
SP1	A	TGFBR2	1
SP1	A	TGM4	1
SP1	A	THBD	1
SP1	A	TIMP1	1
SP1	A	TIMP2	1
SP1	A	TINF2	1
SP1	A	TMPO	1
SP1	A	TNF	1
SP1	A	TNFRSF10B	1
SP1	A	TNFRSF8	1
SP1	A	TNFSF10	-1
SP1	A	TNFSF14	1
SP1	A	TNNC1	1
SP1	A	TP53	1
SP1	A	TPI1	1
SP1	A	TPMT	1
SP1	A	TYMS	1
SP1	A	UBC	1
SP1	A	UGDH	1
SP1	A	UGT1A4	1
SP1	A	UGT1A6	1
SP1	A	UNG	1
SP1	A	UTRN	1
SP1	A	VAMP2	1
SP1	A	VDR	1
SP1	A	VEGFA	1
SP1	A	VIM	1
SP1	A	WT1	1
SP1	A	XIAP	1
SP1	A	YY1	1
SP3	A	ABCA1	-1
SP3	A	ADGRE5	1
SP3	A	AGTR1	1
SP3	A	ALPL	1
SP3	A	BPI	1
SP3	A	BTK	1
SP3	A	CA9	1
SP3	A	CCND1	1
SP3	A	CD14	1
SP3	A	CD2AP	1
SP3	A	CD83	1
SP3	A	CDKN1A	1
SP3	A	CDKN2A	1
SP3	A	CDKN2B	1
SP3	A	CDKN2D	1
SP3	A	CHRNB4	1
SP3	A	CNMD	1
SP3	A	COL1A1	1
SP3	A	COL2A1	1
SP3	A	CTSB	1
SP3	A	CTSL	1
SP3	A	CYP17A1	1
SP3	A	CYP27A1	1
SP3	A	CYP2F1	1
SP3	A	CYP3A5	1
SP3	A	CYP3A7	1
SP3	A	DNASE2	1
SP3	A	EAPP	-1
SP3	A	ETF1	-1
SP3	A	F2	1
SP3	A	F2R	1
SP3	A	HMGA2	1
SP3	A	HOXB7	1
SP3	A	HSD17B1	1
SP3	A	HSD17B2	1
SP3	A	IGFBP1	1
SP3	A	IGFBP3	1
SP3	A	ITGA2	1
SP3	A	ITGAD	1
SP3	A	ITGAV	1
SP3	A	KDR	1
SP3	A	KLK3	1
SP3	A	LCAT	1
SP3	A	LORICRIN	-1
SP3	A	LTC4S	1
SP3	A	MAOB	1
SP3	A	MMP2	1
SP3	A	MSH6	1
SP3	A	MUC2	1
SP3	A	MYC	1
SP3	A	MYCN	1
SP3	A	NKX2-1	1
SP3	A	NOS3	1
SP3	A	NOX4	1
SP3	A	OPRM1	1
SP3	A	PADI1	1
SP3	A	PADI3	1
SP3	A	PLAT	1
SP3	A	PLAUR	1
SP3	A	RORA	1
SP3	A	SCGB2A1	1
SP3	A	SCT	1
SP3	A	SCTR	1
SP3	A	SLC19A3	1
SP3	A	SLC1A3	1
SP3	A	SLC9A2	1
SP3	A	SLC9A3	1
SP3	A	TCN2	1
SP3	A	TFF1	1
SP3	A	TGM4	1
SP3	A	TIMP1	1
SP3	A	TIMP2	1
