ID,NAME,EQUATION,GENE ASSOCIATION,SUBSYSTEM
MAR08508,NA,"NAD+[c] + propane-1,2-diol[c] => H+[c] + lactaldehyde[c] + NADH[c]",ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144,Pyruvate metabolism
MAR08509,NA,"D-lactaldehyde[c] + H+[c] + NADPH[c] => NADP+[c] + propane-1,2-diol[c]",ENSG00000053371 or ENSG00000085662 or ENSG00000117448,Pyruvate metabolism
MAR08511,NA,(R)-S-lactoylglutathione[m] + H2O[m] => D-lactate[m] + GSH[m] + H+[m],ENSG00000063854 or ENSG00000103253,Pyruvate metabolism
MAR08512,NA,D-lactate[c] + NAD+[c] <=> H+[c] + NADH[c] + pyruvate[c],ENSG00000166816,Pyruvate metabolism
MAR08514,NA,2 ferricytochrome C[m] + L-lactate[c] => 2 ferrocytochrome C[m] + 2 H+[c] + pyruvate[c],ENSG00000166816 or ENSG00000182224,Pyruvate metabolism
MAR08516,NA,DHAP[c] => methylglyoxal[c] + Pi[c],ENSG00000148090,Pyruvate metabolism
MAR08517,NA,GAP[c] => methylglyoxal[c] + Pi[c],NA,Pyruvate metabolism
MAR04280,NA,H+[m] + NADH[m] + pyruvate[m] <=> L-lactate[m] + NAD+[m],ENSG00000111716 or ENSG00000134333 or ENSG00000151116 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989,Pyruvate metabolism
MAR00153,NA,ATP[c] + CoA[c] + propanoate[c] => AMP[c] + PPi[c] + propanoyl-CoA[c],ENSG00000111058 or ENSG00000131069 or ENSG00000154930,Propanoate metabolism
MAR03212,NA,FAD[m] + propanoyl-CoA[m] => acrylyl-CoA[m] + FADH2[m],ENSG00000111271 or ENSG00000117054 or ENSG00000122971 or ENSG00000151498 or ENSG00000177646 or ENSG00000196177 or ENSG00000240303,Propanoate metabolism
MAR03797,NA,AMP[m] + PPi[m] + propanoyl-CoA[m] <=> ATP[m] + CoA[m] + propanoate[m],ENSG00000111058 or ENSG00000131069 or ENSG00000154930,Propanoate metabolism
MAR03800,NA,2-oxobutyrate[m] + CoA[m] + NAD+[m] => CO2[m] + NADH[m] + propanoyl-CoA[m],ENSG00000083123 and ENSG00000091140 and ENSG00000137992 and ENSG00000248098,Propanoate metabolism
MAR04105,NA,H+[c] + malonyl-CoA[c] => acetyl-CoA[c] + CO2[c],ENSG00000103150,Propanoate metabolism
MAR04106,NA,H+[m] + malonyl-CoA[m] => acetyl-CoA[m] + CO2[m],ENSG00000103150,Propanoate metabolism
MAR04107,NA,H+[x] + malonyl-CoA[x] => acetyl-CoA[x] + CO2[x],ENSG00000103150,Propanoate metabolism
MAR04282,NA,3-oxopropanoate[m] + CoA[m] + NAD+[m] => acetyl-CoA[m] + CO2[m] + NADH[m],ENSG00000119711,Propanoate metabolism
MAR04331,NA,AMP[c] + H+[c] + propanoyl-CoA[c] <=> CoA[c] + propinol adenylate[c],ENSG00000111058 or ENSG00000131069 or ENSG00000154930,Propanoate metabolism
MAR04459,NA,ATP[c] + H+[c] + propanoate[c] => PPi[c] + propinol adenylate[c],ENSG00000111058 or ENSG00000131069 or ENSG00000154930,Propanoate metabolism
MAR04460,NA,ATP[m] + H+[m] + propanoate[m] <=> PPi[m] + propinol adenylate[m],ENSG00000111058 or ENSG00000131069 or ENSG00000154930,Propanoate metabolism
MAR04464,NA,acetoacetate[m] + H+[m] => acetone[m] + CO2[m],NA,Propanoate metabolism
MAR04497,NA,hydracrylate[m] + NAD+[m] => 3-oxopropanoate[m] + H+[m] + NADH[m],ENSG00000116133,Propanoate metabolism
MAR04741,NA,3-hydroxypropionyl-CoA[m] + H2O[m] => CoA[m] + H+[m] + hydracrylate[m],ENSG00000198130,Propanoate metabolism
MAR08078,NA,H2O[c] + OAA[c] + propanoyl-CoA[c] => 2-methylcitrate[c] + CoA[c] + H+[c],NA,Propanoate metabolism
MAR09803,NA,2 H+[m] + malonyl-CoA[m] + NADPH[m] <=> H2O[m] + NADP+[m] + 3-oxopropionyl-CoA[m],NA,Propanoate metabolism
MAR09804,NA,3-hydroxypropionyl-CoA[m] + NADP+[m] <=> H+[m] + NADPH[m] + 3-oxopropionyl-CoA[m],ENSG00000087076 or ENSG00000099377 or ENSG00000100867 or ENSG00000109854 or ENSG00000121039 or ENSG00000138400 or ENSG00000139988 or ENSG00000145439 or ENSG00000159692 or ENSG00000160439 or ENSG00000164039 or ENSG00000167733 or ENSG00000170426 or ENSG00000170786 or ENSG00000176387 or ENSG00000183921 or ENSG00000184860 or ENSG00000186153 or ENSG00000187134 or ENSG00000197894 or ENSG00000198074 or ENSG00000198189 or ENSG00000198610 or ENSG00000204228 or ENSG00000227471 or ENSG00000240857,Propanoate metabolism
MAR00718,NA,AKG[c] + FADH2[c] => 2-hydroxyglutarate[c] + FAD[c],ENSG00000087299,Butanoate metabolism
MAR00719,NA,AKG[c] + H+[c] + NADH[c] => 2-hydroxyglutarate[c] + NAD+[c],ENSG00000092621,Butanoate metabolism
MAR01434,NA,acetoacetyl-CoA[c] + CoA[c] <=> 2 acetyl-CoA[c],ENSG00000120437,Butanoate metabolism
MAR01436,NA,acetoacetate[c] + ATP[c] + CoA[c] => acetoacetyl-CoA[c] + AMP[c] + PPi[c],ENSG00000081760,Butanoate metabolism
MAR03163,NA,butyryl-CoA[m] + FAD[m] => crotonyl-CoA[m] + FADH2[m],ENSG00000111271 or ENSG00000117054 or ENSG00000122971 or ENSG00000151498 or ENSG00000177646 or ENSG00000196177 or ENSG00000240303,Butanoate metabolism
MAR04461,NA,(R)-3-hydroxybutanoate[m] + NAD+[m] <=> acetoacetate[m] + H+[m] + NADH[m],ENSG00000161267 or ENSG00000164039,Butanoate metabolism
MAR04604,NA,acetoacetyl-CoA[x] + acetyl-CoA[x] + H2O[x] => CoA[x] + H+[x] + HMG-CoA[x],ENSG00000112972,Butanoate metabolism
MAR05351,NA,2-hydroxybutyrate[c] + NAD+[c] <=> 2-oxobutyrate[c] + H+[c] + NADH[c],ENSG00000111716 or ENSG00000151116 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989,Butanoate metabolism
MAR07709,NA,(R)-3-hydroxybutanoyl-CoA[m] <=> crotonyl-CoA[m] + H2O[m],ENSG00000121310,Butanoate metabolism
MAR04052,NA,ATP[c] + ribose-5-phosphate[c] => AMP[c] + H+[c] + PRPP[c],ENSG00000101911 or ENSG00000147224 or ENSG00000229937,Pentose phosphate pathway
MAR04304,NA,"glucose-6-phosphate[r] + NADP+[r] => glucono-1,5-lactone-6-phosphate[r] + H+[r] + NADPH[r]",ENSG00000160211,Pentose phosphate pathway
MAR04306,NA,"glucono-1,5-lactone-6-phosphate[c] + H+[c] + NADPH[c] <=> glucose-6-phosphate[c] + NADP+[c]",ENSG00000160211,Pentose phosphate pathway
MAR04350,NA,ADP[c] + H+[c] + ribose-5-phosphate[c] <=> ATP[c] + ribose[c],ENSG00000158019 or ENSG00000171174,Pentose phosphate pathway
MAR04351,NA,ribose-5-phosphate[r] <=> ribulose-5-phosphate[r],ENSG00000153574,Pentose phosphate pathway
MAR04352,NA,ribose-5-phosphate[c] <=> ribulose-5-phosphate[c],ENSG00000153574,Pentose phosphate pathway
MAR04354,NA,ribose-1-phosphate[c] <=> ribose-5-phosphate[c],ENSG00000079739 or ENSG00000169299,Pentose phosphate pathway
MAR04398,NA,2-deoxy-D-ribose-5-phosphate[c] <=> acetaldehyde[c] + GAP[c],ENSG00000023697,Pentose phosphate pathway
MAR04404,NA,D-xylulose-5-phosphate[c] + erythrose-4-phosphate[c] <=> fructose-6-phosphate[c] + GAP[c],ENSG00000007350 or ENSG00000151005 or ENSG00000163931,Pentose phosphate pathway
MAR04473,NA,6-phospho-D-gluconate[r] + NADP+[r] => CO2[r] + NADPH[r] + ribulose-5-phosphate[r],ENSG00000142657,Pentose phosphate pathway
MAR04474,NA,6-phospho-D-gluconate[c] + NADP+[c] => CO2[c] + NADPH[c] + ribulose-5-phosphate[c],ENSG00000142657,Pentose phosphate pathway
MAR04476,NA,6-phospho-D-gluconate[c] + ADP[c] + H+[c] <=> ATP[c] + D-gluconic acid[c],ENSG00000130066 or ENSG00000141504,Pentose phosphate pathway
MAR04477,NA,D-xylulose-5-phosphate[c] <=> ribulose-5-phosphate[c],ENSG00000197713 or ENSG00000235376,Pentose phosphate pathway
MAR04501,NA,D-xylulose-5-phosphate[c] + ribose-5-phosphate[c] <=> GAP[c] + sedoheptulose-7-phosphate[c],ENSG00000007350 or ENSG00000151005 or ENSG00000163931,Pentose phosphate pathway
MAR04565,NA,GAP[c] + sedoheptulose-7-phosphate[c] <=> erythrose-4-phosphate[c] + fructose-6-phosphate[c],ENSG00000177156,Pentose phosphate pathway
MAR04567,NA,"ADP[c] + H+[c] + sedoheptulose-1,7-bisphosphate[c] <=> ATP[c] + sedoheptulose-7-phosphate[c]",ENSG00000067057 or ENSG00000141959 or ENSG00000152556,Pentose phosphate pathway
MAR04568,NA,"H+[c] + sedoheptulose-1,7-bisphosphate[c] + UDP[c] <=> sedoheptulose-7-phosphate[c] + UTP[c]",ENSG00000067057 or ENSG00000141959 or ENSG00000152556,Pentose phosphate pathway
MAR09799,NA,ATP[c] + sedoheptulose[c] <=> ADP[c] + H+[c] + sedoheptulose-7-phosphate[c],ENSG00000197417,Pentose phosphate pathway
MAR09800,NA,ATP[c] + sedoheptulose[c] <=> ADP[c] + H+[c] + sedoheptulose-1-phosphate[c],ENSG00000138030,Pentose phosphate pathway
MAR04623,NA,"glucono-1,5-lactone-6-phosphate[r] + H2O[r] => 6-phospho-D-gluconate[r] + H+[r]",ENSG00000049239 or ENSG00000130313,Pentose phosphate pathway
MAR04625,NA,"glucono-1,5-lactone-6-phosphate[c] + H2O[c] => 6-phospho-D-gluconate[c] + H+[c]",ENSG00000049239 or ENSG00000130313,Pentose phosphate pathway
MAR04710,NA,2-deoxy-D-ribose-1-phosphate[c] <=> 2-deoxy-D-ribose-5-phosphate[c],ENSG00000169299 or ENSG00000180953,Pentose phosphate pathway
MAR04841,NA,H+[c] + NADH[c] + ribose[c] <=> NAD+[c] + ribitol[c],ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254,Pentose phosphate pathway
MAR08074,NA,ATP[c] + deoxyribose[c] => 2-deoxy-D-ribose-5-phosphate[c] + ADP[c] + H+[c],ENSG00000158019 or ENSG00000171174,Pentose phosphate pathway
MAR08653,NA,"glucono-1,5-lactone-6-phosphate[r] + H+[r] + NADH[r] <=> glucose-6-phosphate[r] + NAD+[r]",ENSG00000049239 or ENSG00000130313,Pentose phosphate pathway
MAR03998,NA,ADP[c] + H2O[c] => AMP[c] + H+[c] + Pi[c],ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586,Purine metabolism
MAR04000,NA,ATP[c] => cAMP[c] + PPi[c],(ENSG00000061918 and ENSG00000164116) or ENSG00000070019 or ENSG00000078295 or ENSG00000101890 or ENSG00000121281 or ENSG00000129467 or ENSG00000132518 or ENSG00000138031 or ENSG00000143199 or ENSG00000152402 or ENSG00000155897 or ENSG00000159899 or ENSG00000162104 or ENSG00000164742 or ENSG00000169418 or ENSG00000173175 or ENSG00000174233,Purine metabolism
MAR04002,NA,2 ADP[c] <=> AMP[c] + ATP[c],ENSG00000004455 or ENSG00000085231 or ENSG00000106992 or ENSG00000140057 or ENSG00000147853 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000273841,Purine metabolism
MAR04004,NA,2 ADP[m] <=> AMP[m] + ATP[m],ENSG00000004455 or ENSG00000085231 or ENSG00000106992 or ENSG00000140057 or ENSG00000147853 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000273841,Purine metabolism
MAR04010,NA,AMP[c] + H2O[c] => adenosine[c] + Pi[c],ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,Purine metabolism
MAR04081,NA,AMP[e] + H2O[e] => adenosine[e] + Pi[e],ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,Purine metabolism
MAR04082,NA,AMP[m] + H2O[m] => adenosine[m] + Pi[m],ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,Purine metabolism
MAR04012,NA,adenosine[c] + ATP[c] => ADP[c] + AMP[c] + H+[c],ENSG00000156110 or ENSG00000156136,Purine metabolism
MAR04014,NA,cAMP[c] + H2O[c] => AMP[c] + H+[c],ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000137496 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000156973 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268,Purine metabolism
MAR04020,NA,ADP[c] + GDP[c] <=> ATP[c] + GMP[c],ENSG00000143774,Purine metabolism
MAR04022,NA,GTP[c] => cGMP[c] + PPi[c],(ENSG00000061918 and ENSG00000164116) or ENSG00000070019 or ENSG00000078295 or ENSG00000101890 or ENSG00000121281 or ENSG00000129467 or ENSG00000132518 or ENSG00000138031 or ENSG00000143199 or ENSG00000152402 or ENSG00000155897 or ENSG00000159899 or ENSG00000162104 or ENSG00000164742 or ENSG00000169418 or ENSG00000173175 or ENSG00000174233,Purine metabolism
MAR04038,NA,FAICAR[c] <=> H2O[c] + IMP[c],ENSG00000138363,Purine metabolism
MAR04040,NA,H2O[c] + IMP[c] + NAD+[c] => H+[c] + NADH[c] + xanthosine-5-phosphate[c],ENSG00000106348 or ENSG00000178035,Purine metabolism
MAR04042,NA,aspartate[c] + GTP[c] + IMP[c] => adenylosuccinate[c] + GDP[c] + 2 H+[c] + Pi[c],ENSG00000035687 or ENSG00000185100,Purine metabolism
MAR04046,NA,ATP[c] + glutamine[c] + H2O[c] + xanthosine-5-phosphate[c] => AMP[c] + glutamate[c] + GMP[c] + 2 H+[c] + PPi[c],ENSG00000163655,Purine metabolism
MAR04048,NA,cGMP[c] + H2O[c] => GMP[c] + H+[c],ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000137496 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000156973 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268,Purine metabolism
MAR04080,NA,AMP[c] + H2O[c] => IMP[c] + NH3[c],ENSG00000116337 or ENSG00000116748 or ENSG00000133805,Purine metabolism
MAR04085,NA,AMP[c] + PPi[c] <=> adenine[c] + PRPP[c],ENSG00000198931,Purine metabolism
MAR04086,NA,AMP[e] + PPi[e] <=> adenine[e] + PRPP[e],ENSG00000198931,Purine metabolism
MAR04134,NA,GDP[e] + H2O[e] => GMP[e] + H+[e] + Pi[e],ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586,Purine metabolism
MAR04135,NA,ADP[m] + GDP[m] <=> ATP[m] + GMP[m],ENSG00000143774,Purine metabolism
MAR04168,NA,GTP[c] + H2O[c] => GMP[c] + H+[c] + PPi[c],ENSG00000125877,Purine metabolism
MAR04171,NA,GDP[c] + H+[c] + PEP[c] => GTP[c] + pyruvate[c],ENSG00000067225 or ENSG00000143627,Purine metabolism
MAR04290,NA,H2O[e] + ITP[e] => H+[e] + IDP[e] + Pi[e],ENSG00000138185 or ENSG00000168032 or ENSG00000188833,Purine metabolism
MAR04406,NA,glutamine[c] + H2O[c] + PRPP[c] => 5-phosphoribosylamine[c] + glutamate[c] + PPi[c],ENSG00000128059,Purine metabolism
MAR04412,NA,AMP[c] + fumarate[c] <=> adenylosuccinate[c],ENSG00000100354 or ENSG00000239900,Purine metabolism
MAR04417,NA,H2O[c] + IMP[c] => inosine[c] + Pi[c],ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,Purine metabolism
MAR04418,NA,IMP[c] + PPi[c] <=> hypoxanthine[c] + PRPP[c],ENSG00000165704,Purine metabolism
MAR04419,NA,GMP[c] + H+[c] + NADPH[c] => IMP[c] + NADP+[c] + NH3[c],ENSG00000100938 or ENSG00000137198,Purine metabolism
MAR04421,NA,dADP[c] + H+[c] + PEP[c] => dATP[c] + pyruvate[c],ENSG00000067225 or ENSG00000143627,Purine metabolism
MAR04449,NA,GMP[c] + H2O[c] => guanosine[c] + Pi[c],ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,Purine metabolism
MAR04450,NA,GMP[e] + H2O[e] => guanosine[e] + Pi[e],ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,Purine metabolism
MAR04451,NA,ADP[m] + GMP[m] + H+[m] => ATP[m] + guanosine[m],NA,Purine metabolism
MAR04452,NA,GMP[c] + PPi[c] <=> guanine[c] + PRPP[c],ENSG00000165704,Purine metabolism
MAR04453,NA,ATP[c] + NH3[c] + xanthosine-5-phosphate[c] => AMP[c] + GMP[c] + H+[c] + PPi[c],ENSG00000163655,Purine metabolism
MAR04480,NA,ADP[c] + dADP[c] <=> ATP[c] + dAMP[c],ENSG00000004455 or ENSG00000072778 or ENSG00000085231 or ENSG00000087008 or ENSG00000106992 or ENSG00000117054 or ENSG00000140057 or ENSG00000147853 or ENSG00000151498 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000177646,Purine metabolism
MAR04481,NA,adenosine[c] + H2O[c] => inosine[c] + NH3[c],ENSG00000093072 or ENSG00000196839,Purine metabolism
MAR04482,NA,adenosine[e] + H2O[e] => inosine[e] + NH3[e],ENSG00000093072 or ENSG00000196839,Purine metabolism
MAR04486,NA,glucose[c] + ITP[c] => glucose-6-phosphate[c] + H+[c] + IDP[c],ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,Purine metabolism
MAR04487,NA,dATP[c] + glucose[c] => dADP[c] + glucose-6-phosphate[c] + H+[c],ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,Purine metabolism
MAR04488,NA,fructose[c] + ITP[c] => fructose-6-phosphate[c] + H+[c] + IDP[c],ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,Purine metabolism
MAR04489,NA,dATP[c] + fructose[c] => dADP[c] + fructose-6-phosphate[c] + H+[c],ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,Purine metabolism
MAR04492,NA,ITP[c] + mannose[c] => H+[c] + IDP[c] + mannose-6-phosphate[c],ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,Purine metabolism
MAR04493,NA,dATP[c] + mannose[c] => dADP[c] + H+[c] + mannose-6-phosphate[c],ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,Purine metabolism
MAR04495,NA,glucosamine[c] + ITP[c] => glucosamine-6-phosphate[c] + H+[c] + IDP[c],ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,Purine metabolism
MAR04496,NA,dATP[c] + glucosamine[c] => dADP[c] + glucosamine-6-phosphate[c] + H+[c],ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,Purine metabolism
MAR04518,NA,guanine[c] + H2O[c] => NH3[c] + xanthine[c],ENSG00000119125,Purine metabolism
MAR04519,NA,H2O[c] + hypoxanthine[c] + NAD+[c] => H+[c] + NADH[c] + xanthine[c],ENSG00000158125,Purine metabolism
MAR04520,NA,H2O[c] + hypoxanthine[c] + O2[c] => H2O2[c] + xanthine[c],ENSG00000158125,Purine metabolism
MAR04573,NA,dGDP[c] + H+[c] + PEP[c] => dGTP[c] + pyruvate[c],ENSG00000067225 or ENSG00000143627,Purine metabolism
MAR04574,NA,inosine[c] + Pi[c] <=> hypoxanthine[c] + ribose-1-phosphate[c],ENSG00000198805,Purine metabolism
MAR04600,NA,ATP[c] + deoxyguanosine[c] => ADP[c] + dGMP[c] + H+[c],ENSG00000114956,Purine metabolism
MAR04602,NA,dGMP[c] + H2O[c] => deoxyguanosine[c] + Pi[c],ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,Purine metabolism
MAR04603,NA,2-deoxy-D-ribose-1-phosphate[c] + guanine[c] <=> deoxyguanosine[c] + Pi[c],ENSG00000025708 or ENSG00000198805,Purine metabolism
MAR04611,NA,ATP[c] + thioredoxin[c] => dATP[c] + H2O[c] + oxidized thioredoxin[c],(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),Purine metabolism
MAR04612,NA,ADP[c] + thioredoxin[c] => dADP[c] + H2O[c] + oxidized thioredoxin[c],(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),Purine metabolism
MAR04614,NA,GTP[c] + thioredoxin[c] => dGTP[c] + H2O[c] + oxidized thioredoxin[c],(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),Purine metabolism
MAR04615,NA,GDP[c] + thioredoxin[c] => dGDP[c] + H2O[c] + oxidized thioredoxin[c],(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),Purine metabolism
MAR04617,NA,CTP[c] + thioredoxin[c] => dCTP[c] + H2O[c] + oxidized thioredoxin[c],(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),Purine metabolism
MAR04618,NA,thioredoxin[c] + UTP[c] => dUTP[c] + H2O[c] + oxidized thioredoxin[c],(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),Purine metabolism
MAR04619,NA,CDP[c] + thioredoxin[c] => dCDP[c] + H2O[c] + oxidized thioredoxin[c],(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),Purine metabolism
MAR04621,NA,thioredoxin[c] + UDP[c] => dUDP[c] + H2O[c] + oxidized thioredoxin[c],(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),Purine metabolism
MAR04632,NA,dAMP[c] + H2O[c] => deoxyadenosine[c] + Pi[c],ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,Purine metabolism
MAR04646,NA,H2O[c] + NAD+[c] + xanthine[c] => H+[c] + NADH[c] + urate[c],ENSG00000158125,Purine metabolism
MAR04648,NA,H2O[x] + NAD+[x] + xanthine[x] => H+[x] + NADH[x] + urate[x],ENSG00000158125,Purine metabolism
MAR04649,NA,H2O[c] + O2[c] + xanthine[c] => H2O2[c] + urate[c],ENSG00000158125,Purine metabolism
MAR04650,NA,H2O[x] + O2[x] + xanthine[x] => H2O2[x] + urate[x],ENSG00000158125,Purine metabolism
MAR04651,NA,guanosine[c] + Pi[c] <=> guanine[c] + ribose-1-phosphate[c],ENSG00000198805,Purine metabolism
MAR04663,NA,Pi[c] + xanthosine[c] <=> ribose-1-phosphate[c] + xanthine[c],ENSG00000198805,Purine metabolism
