""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"IDH1_AVG"	"IDH2_AVG"	"deltaBeta"	"CHR"	"MAPINFO"	"Strand"	"Type"	"gene"	"feature"	"cgi"	"feat.cgi"	"UCSC_Islands_Name"	"SNP_ID"	"SNP_DISTANCE"
"cg15619150"	0.090910011683911	0.908806606151371	4.59512920811004	2.55992095115987e-05	0.217720290961071	2.07649313682929	0.851987848848926	0.942897860532837	0.0909100116839114	"5"	138161390	"R"	"II"	"CTNNA1"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg01927645"	-0.227828640958511	0.195769994320214	-4.59277946759243	2.58083677891384e-05	0.217720290961071	2.06864966404025	0.338162894919284	0.110334253960773	-0.227828640958511	"15"	75423359	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs374838018;rs138951489;rs74247781"	"22;20;1"
"cg03626346"	0.0454434100197173	0.893102583443403	4.5887819807354	2.61680388897256e-05	0.218018922631142	2.05531003761616	0.864700452181079	0.910143862200797	0.0454434100197173	"3"	27368232	"F"	"II"	"NEK10"	"Body"	"opensea"	"Body-opensea"	""	"rs140244563;rs552978638"	"2;13"
"cg17203617"	0.0653422651619344	0.882735125026186	4.58117637829108	2.68659141735294e-05	0.218018922631142	2.02994424185875	0.841896209299977	0.907238474461912	0.0653422651619345	"10"	98313180	"F"	"II"	"TM9SF3"	"Body"	"opensea"	"Body-opensea"	""	"rs150924078;rs555350915;rs573608118"	"1;32;38"
"cg19063066"	-0.024464117165027	0.0818506559617417	-4.58082055449012	2.6899005100845e-05	0.218018922631142	2.0287579718183	0.0971407291898836	0.0726766120248566	-0.024464117165027	"22"	41295168	"R"	"II"	"XPNPEP3"	"Body"	"opensea"	"Body-opensea"	""	"rs573137887;rs540031047"	"21;20"
"cg02078498"	0.066711637234335	0.85786057811221	4.57677158834447	2.72783656654199e-05	0.218018922631142	2.01526211435852	0.816165804840751	0.882877442075086	0.0667116372343347	"15"	41291721	"F"	"II"	"INO80"	"Body"	"opensea"	"Body-opensea"	""	"rs73387805;rs544531442"	"0;7"
"cg01388015"	0.043442207018155	0.918889701996186	4.57220083062022	2.77128934281592e-05	0.218018922631142	2.00003338343298	0.891738322609839	0.935180529627994	0.0434422070181554	"17"	4122618	"F"	"II"	"ANKFY1"	"Body"	"shelf"	"Body-shelf"	"chr17:4125261-4125563"	"rs563789888"	"47"
"cg12440187"	-0.0227747368449313	0.0474639796219369	-4.5677351440159	2.81439561356781e-05	0.218018922631142	1.98516123637647	0.0616981901500189	0.0389234533050877	-0.0227747368449313	"6"	30510300	"F"	"II"	"GNL1"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs76003100"	"44"
"cg13923648"	-0.0222754976868708	0.0595900644456506	-4.56722718031523	2.81934014371291e-05	0.218018922631142	1.98346996508307	0.0735122504999448	0.051236752813074	-0.0222754976868708	"6"	27173910	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs545261839"	"8"
"cg18500431"	-0.0197985235437684	0.0964138445064267	-4.55975297661096	2.89308213574611e-05	0.218018922631142	1.95859417577871	0.108787921721282	0.0889893981775136	-0.0197985235437684	"7"	1709489	"R"	"II"	""	"IGR"	"island"	"IGR-island"	"chr7:1703861-1710517"	"rs556786890"	"33"
"cg12036633"	0.392261632814458	0.514587847293808	4.55922856285444	2.89832621342901e-05	0.218018922631142	1.95684949212319	0.269424326784772	0.66168595959923	0.392261632814458	"15"	63758958	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs181530886;rs534104848;rs539148274;rs55957226;rs573283605"	"14;9;8;1;1"
"cg22695402"	0.0693227327345056	0.867420156235424	4.55773773781614	2.91328502886948e-05	0.218018922631142	1.95189012163168	0.824093448276359	0.893416181010864	0.0693227327345055	"4"	73968229	"R"	"II"	"ANKRD17"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg06444855"	0.0951833053474485	0.510701557443328	4.55468822617227	2.9441186894432e-05	0.218018922631142	1.94174788415749	0.451211991601173	0.546395296948621	0.0951833053474486	"5"	38819991	"F"	"II"	"OSMR-AS1"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg26814987"	0.0423405385620914	0.846104507647818	4.55460275737332	2.94498743869418e-05	0.218018922631142	1.9414636708196	0.81964167104651	0.861982209608602	0.0423405385620913	"12"	124773668	"F"	"I"	"FAM101A"	"TSS200"	"opensea"	"TSS200-opensea"	""	"rs11834869;rs183455959"	"26;48"
"cg19127724"	0.0693590566915216	0.821098934167748	4.54861847656861	3.00644088363892e-05	0.220320187337288	1.92156978642524	0.777749523735547	0.847108580427069	0.0693590566915219	"20"	3898068	"R"	"II"	"PANK2"	"Body"	"opensea"	"Body-opensea"	""	"rs369318298;rs374330421"	"51;2"
"cg22935240"	0.0630831287637353	0.920703670215032	4.54132465603676	3.08303609729547e-05	0.223673960555176	1.89733834709	0.881276714737698	0.944359843501433	0.0630831287637355	"7"	121089768	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs542275930;rs562064365"	"43;1"
"cg03319894"	0.0795364440326874	0.618267108097041	4.53732925837704	3.12579717790557e-05	0.224530963046863	1.88407227788556	0.568556830576611	0.648093274609299	0.0795364440326873	"8"	81402617	"F"	"II"	"ZBTB10"	"Body"	"shelf"	"Body-shelf"	"chr8:81398429-81399618"	"rs554275810;rs419691"	"3;28"
"cg01284595"	0.0840321983400831	0.758395818239811	4.53038387900888	3.20151209775781e-05	0.227715080922666	1.86102376403451	0.705875694277259	0.789907892617342	0.0840321983400834	"6"	38079362	"R"	"I"	"ZFAND3"	"Body"	"opensea"	"Body-opensea"	""	"rs370238453"	"45"
"cg04424721"	0.0546901034553892	0.726985278690319	4.5186174918597	3.3338859232055e-05	0.232951438924152	1.8220128792659	0.692803964030701	0.74749406748609	0.0546901034553893	"11"	46342365	"F"	"I"	"CREB3L1"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs368052543;rs11038861;rs76668011"	"0;11;23"
"cg04797274"	0.111056296643086	0.617101583178232	4.51389392219929	3.38851574368437e-05	0.232951438924152	1.80636501909057	0.547691397776303	0.658747694419389	0.111056296643086	"1"	57432416	"F"	"II"	"C8B"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs138737017;rs558083073;rs573596560"	"0;8;39"
"cg17445948"	0.0548254490980408	0.8722076933107	4.51210138814518	3.4094747869526e-05	0.232951438924152	1.80042879834045	0.837941787624425	0.892767236722465	0.054825449098041	"1"	31997420	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs576513022;rs535102443"	"41;9"
"cg26993213"	0.0323021157480741	0.879201889692961	4.50643120708474	3.47660884681111e-05	0.232951438924152	1.78165826882845	0.859013067350415	0.891315183098489	0.0323021157480745	"16"	66834841	"F"	"I"	"CCDC79"	"5'UTR"	"shore"	"5'UTR-shore"	"chr16:66835271-66835790"	""	""
"cg14638735"	0.0484129828923862	0.933206048804306	4.50599890953218	3.48177974847215e-05	0.232951438924152	1.78022763386829	0.902947934496565	0.951360917388951	0.0484129828923865	"5"	122132211	"R"	"II"	"SNX2"	"Body"	"opensea"	"Body-opensea"	""	"rs3836761;rs397811722;rs531391879"	"44;41;1"
"cg05330497"	0.0240256951308595	0.946307816884579	4.50352293338804	3.5115408119561e-05	0.232951438924152	1.77203490158601	0.931291757427792	0.955317452558652	0.0240256951308595	"16"	58147704	"R"	"II"	"C16orf80"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs562361208;rs533237940;rs564005031;rs14272;rs527470882"	"46;34;29;19;1"
"cg19035786"	0.0393725961112373	0.903892810318132	4.5019410272792	3.53068494567575e-05	0.232951438924152	1.7668016215096	0.879284937748609	0.918657533859846	0.0393725961112373	"3"	124826457	"R"	"II"	"SLC12A8"	"Body"	"opensea"	"Body-opensea"	""	"rs6773138;rs183373551;rs370564669;rs541726558;rs188430957"	"51;32;19;2;1"
"cg13223329"	0.0724234848634032	0.81302197136579	4.50183228821492	3.5320046315235e-05	0.232951438924152	1.76644192043042	0.767757293326163	0.840180778189566	0.0724234848634036	"11"	133274220	"R"	"II"	"OPCML"	"Body"	"opensea"	"Body-opensea"	""	"rs138467340;rs118090952;rs577499601;rs541688145;rs185356629"	"43;39;30;2;1"
"cg00323937"	0.101901412203543	0.881753547974236	4.48868942783923	3.69510298707199e-05	0.239146983849731	1.72299548012607	0.818065165347021	0.919966577550564	0.101901412203543	"7"	26706433	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs558055258;rs17154291;rs540456846"	"1;44;48"
"cg02639240"	0.0405613921996055	0.925746122684975	4.4871957030939	3.7140979043219e-05	0.239146983849731	1.71806133980422	0.900395252560221	0.940956644759827	0.0405613921996053	"2"	105199574	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs547005412;rs568340382;rs536000951"	"16;27;38"
"cg23264565"	0.0393505677727608	0.939077300054525	4.48635498914253	3.72483065793608e-05	0.239146983849731	1.71528458559232	0.914483195196549	0.95383376296931	0.0393505677727602	"14"	75740721	"R"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr14:75743683-75746798"	"rs11159131;rs77060667"	"15;14"
"cg11309496"	0.0480808917653748	0.100134969083953	4.47849897551811	3.82659484624155e-05	0.24202169754844	1.68934886680577	0.0700844117305936	0.118165303495968	0.0480808917653748	"17"	33701353	"R"	"I"	"SLFN11"	"TSS1500"	"island"	"TSS1500-island"	"chr17:33700989-33701657"	"rs148828710"	"50"
"cg18499294"	0.057372368664739	0.533314917396305	4.47775856881434	3.8363244081757e-05	0.24202169754844	1.68690557625066	0.497457186980843	0.554829555645582	0.0573723686647392	"14"	55072950	"F"	"II"	"SAMD4A"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg06770877"	0.0483453226621262	0.903092040616424	4.47223247183031	3.90970748432003e-05	0.242835332785298	1.66867571144073	0.872876213952595	0.921221536614721	0.0483453226621263	"13"	31897247	"F"	"II"	"B3GALTL"	"Body"	"opensea"	"Body-opensea"	""	"rs541211968;rs559547574"	"11;17"
"cg07380771"	0.0823127815124474	0.850960012665911	4.47175108086841	3.91616445176077e-05	0.242835332785298	1.66708815697726	0.799514524220631	0.881827305733079	0.0823127815124475	"2"	28639896	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs534505790;rs561098916;rs147698077"	"35;16;2"
"cg25488067"	0.0539954822205969	0.842464307652999	4.46454904562682	4.01401635987749e-05	0.246793631785997	1.64334634810939	0.808717131265126	0.862712613485723	0.053995482220597	"2"	206981667	"R"	"II"	"LOC100329109"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs189746507"	"1"
"cg25438788"	0.0277360856299379	0.93540155144928	4.45820879447766	4.10212852545577e-05	0.24774115974979	1.62246008531053	0.918066497930568	0.945802583560506	0.0277360856299383	"2"	3323158	"R"	"II"	"TSSC1"	"Body"	"shore"	"Body-shore"	"chr2:3321063-3321293"	"rs531162491;rs543126066"	"5;2"
"cg25128541"	0.0471693217292262	0.885827161466951	4.45559933935268	4.13893778604733e-05	0.24774115974979	1.613867925404	0.856346335386184	0.903515657115411	0.0471693217292262	"8"	124449642	"F"	"II"	"WDYHV1"	"Body"	"opensea"	"Body-opensea"	""	"rs575949789;rs538496056;rs11991520"	"1;12;30"
"cg06067477"	0.0914906021566922	0.836505388569353	4.44662405710315	4.2680177167778e-05	0.24774115974979	1.58433281870605	0.77932376222142	0.870814364378113	0.0914906021566925	"2"	168844818	"F"	"II"	"STK39"	"Body"	"opensea"	"Body-opensea"	""	"rs551362814;rs58570538;rs151320090"	"0;40;49"
"cg10704492"	0.0513603273998408	0.928366493642861	4.44406983887796	4.30546308227697e-05	0.24774115974979	1.57593267313763	0.89626628901796	0.947626616417801	0.0513603273998409	"7"	102474424	"R"	"II"	"FBXL13"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg16023600"	0.0669232029312405	0.888943395558074	4.43959682189474	4.37181085314997e-05	0.24774115974979	1.5612275251661	0.847116393726049	0.91403959665729	0.0669232029312404	"5"	147272300	"R"	"II"	"C5orf46"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs60735175;rs182694553"	"14;1"
"cg14607813"	-0.0153304274794773	0.0658898662987323	-4.43678688339407	4.41399859811137e-05	0.24774115974979	1.55199331936	0.0754713834734056	0.0601409559939283	-0.0153304274794773	"1"	225965727	"F"	"II"	"SRP9"	"Body"	"island"	"Body-island"	"chr1:225965330-225965734"	"rs199740826;rs546202559;rs564501393"	"5;17;38"
"cg13488090"	0.0678022808285054	0.70564846536303	4.43641242075117	4.41965054902589e-05	0.24774115974979	1.55076294155906	0.663272039845214	0.73107432067372	0.0678022808285056	"2"	11898503	"R"	"II"	"LPIN1"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg21211696"	0.054141675008089	0.864384782904989	4.43631518026363	4.42111940065722e-05	0.24774115974979	1.55044344489094	0.830546236024933	0.884687911033022	0.054141675008089	"1"	155741125	"R"	"II"	"GON4L"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg11642415"	-0.19339632258297	0.37438926496593	-4.43537778552373	4.43530348423561e-05	0.24774115974979	1.54736367647688	0.495261966580287	0.301865643997316	-0.19339632258297	"6"	82524284	"R"	"II"	"LINC01526"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs529378303"	"1"
"cg14787155"	-0.0535957376134702	0.232334511357786	-4.43308532491872	4.47017860025107e-05	0.24774115974979	1.5398331814169	0.265831847366204	0.212236109752734	-0.0535957376134701	"3"	108308533	"R"	"I"	"DZIP3"	"1stExon"	"island"	"1stExon-island"	"chr3:108308227-108308604"	"rs528158367;rs9810998"	"51;23"
"cg26093213"	0.0683412013504854	0.896842129956795	4.43302431677788	4.47111035391598e-05	0.24774115974979	1.53963280087329	0.854128879112742	0.922470080463227	0.0683412013504855	"3"	4558062	"R"	"II"	"ITPR1"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs56378811;rs186128050;rs73003291"	"49;47;21"
"cg15754222"	0.0271341343652484	0.902821168225112	4.43191345141216	4.48810928726761e-05	0.24774115974979	1.53598440180146	0.885862334246832	0.91299646861208	0.027134134365248	"17"	80145540	"R"	"I"	"CCDC57"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg24043887"	0.0260153946929093	0.182877192156202	4.43139095675918	4.49612647279776e-05	0.24774115974979	1.53426852807934	0.166617570473134	0.192632965166043	0.0260153946929093	"11"	695896	"R"	"I"	"TMEM80"	"Body"	"island"	"Body-island"	"chr11:694761-696375"	"rs574021993;rs7945422;rs541024104;rs564208966"	"45;44;29;10"
"cg04575614"	0.044613517085738	0.844976633013877	4.43065158527042	4.50749526697794e-05	0.24774115974979	1.53184059206921	0.817093184835291	0.861706701921029	0.0446135170857381	"1"	33773691	"F"	"I"	""	"IGR"	"shore"	"IGR-shore"	"chr1:33772146-33773104"	"rs560975742;rs531200916"	"1;14"
"cg18914483"	-0.0196580926668174	0.039237189659884	-4.42198382279761	4.64287912439086e-05	0.253126362949294	1.503391696931	0.0515234975766449	0.0318654049098275	-0.0196580926668174	"5"	140971738	"F"	"II"	"DIAPH1"	"Body"	"opensea"	"Body-opensea"	""	"rs185844191;rs577717385;rs540326576;rs191396529"	"0;3;5;20"
"cg24504954"	-0.0553331184435439	0.564947891771735	-4.41969255295645	4.67932368913189e-05	0.253126362949294	1.49587577561207	0.599531090798949	0.544197972355406	-0.0553331184435437	"3"	61237217	"F"	"II"	"FHIT"	"TSS200"	"island"	"TSS200-island"	"chr3:61236606-61237227"	"rs9880846;rs554821709;rs573237077"	"6;17;29"
"cg08410604"	0.0762402082361019	0.687868895382439	4.41776830342683	4.71014556851969e-05	0.253126362949294	1.48956518462253	0.640218765234876	0.716458973470977	0.0762402082361018	"7"	138556982	"F"	"I"	"KIAA1549"	"Body"	"shelf"	"Body-shelf"	"chr7:138554231-138554499"	"rs538734484;rs558928747"	"10;14"
"cg14870636"	0.0666601115900903	0.757417448862888	4.41258099545479	4.79422188220996e-05	0.254563499629374	1.47255981191698	0.715754879119082	0.782414990709172	0.0666601115900903	"10"	32199021	"F"	"II"	"ARHGAP12"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs184351904"	"40"
"cg06557624"	0.0463647767979835	0.915877109699793	4.41179649015548	4.80706375187619e-05	0.254563499629374	1.46998881462427	0.886899124201053	0.933263900999037	0.046364776797984	"6"	168930014	"R"	"II"	"SMOC2"	"Body"	"opensea"	"Body-opensea"	""	"rs527961728;rs76353381"	"46;3"
"cg02780120"	-0.0397473222758183	0.124963497353464	-4.40530133273602	4.91467979076563e-05	0.258376469095701	1.44871103436115	0.149805573775851	0.110058251500032	-0.0397473222758182	"2"	198300127	"F"	"II"	"SF3B1"	"TSS1500"	"shore"	"TSS1500-shore"	"chr2:198299244-198299972"	"rs191494549;rs555493056"	"41;42"
"cg08616760"	-0.0432493536626965	0.223155933917152	-4.40171333709075	4.97512999056126e-05	0.259672793742604	1.43696330878496	0.250186779956337	0.206937426293641	-0.0432493536626964	"5"	178157801	"R"	"I"	"ZNF354A"	"TSS200"	"island"	"TSS200-island"	"chr5:178157189-178157826"	"rs71611460;rs555542458;rs573474485"	"47;44;13"
"cg27131510"	0.0265803224028979	0.946291434183932	4.39713373244585	5.05333896748553e-05	0.260003711129188	1.42197546483425	0.929678732682121	0.956259055085019	0.0265803224028979	"10"	124668884	"R"	"I"	"FAM24A"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs187598839;rs193118791;rs578012055;rs534055279;rs143279870"	"36;35;6;2;1"
"cg05661534"	0.0615304835511896	0.834594943149638	4.39609288733261	5.07128037389584e-05	0.260003711129188	1.41857008312239	0.796138390930144	0.857668874481334	0.0615304835511896	"14"	68778794	"R"	"II"	"RAD51B"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg02054572"	0.127074251418753	0.68411136089703	4.3941047310697	5.10572339160339e-05	0.260003711129188	1.41206640196175	0.604689953760309	0.731764205179062	0.127074251418753	"4"	80206264	"R"	"II"	"LINC01088"	"Body"	"opensea"	"Body-opensea"	""	"rs186997523;rs534563733;rs528993787"	"49;29;11"
"cg22711847"	0.0824884543419921	0.650644660838399	4.39300793296297	5.12482176977141e-05	0.260003711129188	1.40847914009283	0.599089376874654	0.681577831216646	0.0824884543419921	"6"	89012204	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs534410143;rs555971416"	"48;14"
"cg13089568"	0.079970112593037	0.7045980988436	4.38361875973681	5.2911843889572e-05	0.265763981912443	1.37778770013773	0.654616778472952	0.734586891065989	0.0799701125930372	"6"	25407628	"R"	"II"	"LRRC16A"	"Body"	"opensea"	"Body-opensea"	""	"rs145866979;rs183415449"	"10;2"
"cg16322666"	0.0432836728785418	0.782466026568134	4.38248507566238	5.31162377581558e-05	0.265763981912443	1.37408401548783	0.755413731019045	0.798697403897587	0.0432836728785417	"6"	37320657	"R"	"I"	"RNF8"	"TSS1500"	"shore"	"TSS1500-shore"	"chr6:37321639-37322642"	"rs539085630;rs188731544"	"40;38"
"cg26678262"	0.0531253769072472	0.900097968054637	4.37181936652538	5.50771743097455e-05	0.272801662283066	1.33926211133987	0.866894607487608	0.920019984394855	0.0531253769072477	"2"	128298086	"R"	"II"	"MYO7B"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs577691404;rs543107420;rs193062243"	"48;20;2"
"cg17037901"	0.027095579230446	0.943056663717758	4.37076479850652	5.52748444251621e-05	0.272801662283066	1.33582131229426	0.926121926698729	0.953217505929175	0.0270955792304459	"9"	34282312	"F"	"II"	"KIF24"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg07590004"	0.052573489802253	0.85332439526885	4.36756702034355	5.58784704596529e-05	0.273516563732748	1.32539017009645	0.820465964142441	0.873039453944695	0.0525734898022533	"7"	139522635	"F"	"II"	"TBXAS1"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs563318874;rs575099407;rs147473102;rs182128599"	"0;10;22;28"
"cg05682181"	-0.20031117622759	0.6640790839392	-4.36601519087833	5.6173706643537e-05	0.273516563732748	1.32032942595592	0.789273569081443	0.588962392853854	-0.20031117622759	"1"	187353894	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs532733308"	"32"
"cg19971804"	-0.0119394906039402	0.0488544322941429	-4.35693186511861	5.79324898999881e-05	0.277501889767048	1.29072468648192	0.0563166139216055	0.0443771233176654	-0.0119394906039401	"2"	39102883	"R"	"II"	"MORN2"	"TSS1500"	"island"	"TSS1500-island"	"chr2:39102805-39103214"	"rs563777602"	"22"
"cg09538777"	0.0806493952690739	0.748781552869526	4.35639286106516	5.80385226851606e-05	0.277501889767048	1.28896887454913	0.698375680826354	0.779025076095428	0.080649395269074	"4"	39362341	"F"	"II"	"MIR1273H"	"Body"	"opensea"	"Body-opensea"	""	"rs557635027;rs563643410;rs532430129"	"16;26;43"
"cg24756631"	-0.202159966542315	0.20823002947379	-4.35271364481344	5.87673556749837e-05	0.277501889767048	1.27698657907623	0.334580008562737	0.132420042020421	-0.202159966542315	"6"	130069659	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs566860185"	"50"
"cg07156182"	-0.0165665870115472	0.0582129356748938	-4.35254722263861	5.88005325769607e-05	0.277501889767048	1.27644469859885	0.0685670525571108	0.0520004655455636	-0.0165665870115472	"3"	122513738	"F"	"II"	"DIRC2"	"TSS200"	"island"	"TSS200-island"	"chr3:122513726-122514477"	""	""
"cg06028605"	0.150844520189346	0.342116985712261	4.35138119050509	5.90334970311884e-05	0.277501889767048	1.27264830890986	0.24783916059392	0.398683680783266	0.150844520189346	"16"	24865363	"F"	"I"	"SLC5A11"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs537175907"	"19"
"cg03643433"	0.03667060057148	0.8968492346333	4.35011651569196	5.92871842881829e-05	0.277501889767048	1.26853131099691	0.873930109276125	0.910600709847605	0.03667060057148	"13"	46953500	"F"	"I"	"C13orf18"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs545885019;rs564730987;rs144248606;rs547317376;rs562247550"	"0;11;28;31;32"
"cg11030448"	0.0206744694805596	0.963599373433635	4.34400676237367	6.05277778231201e-05	0.281492578736512	1.24864987673796	0.950677830008285	0.971352299488845	0.0206744694805597	"5"	58295542	"R"	"II"	"PDE4D"	"1stExon"	"opensea"	"1stExon-opensea"	""	""	""
