""	"seqnames"	"start"	"end"	"width"	"strand"	"value"	"area"	"cluster"	"indexStart"	"indexEnd"	"L"	"clusterL"	"p.value"	"fwer"	"p.valueArea"	"fwerArea"
"DMR_168"	"chr6"	46138530	46139301	771	"*"	-1.63243767330692	17.9568144063761	354050	116620	116630	11	12	6.92169258456001e-05	0.028	0.001268976973836	0.444
"DMR_169"	"chr20"	25565879	25566563	684	"*"	-1.77045026644947	17.7045026644947	251229	81601	81610	10	10	5.38353867688001e-05	0.028	0.0013689569778352	0.476
"DMR_170"	"chr5"	134871462	134872957	1495	"*"	-1.21641825950399	27.9776199685918	334725	105494	105516	23	23	6.15261563072001e-05	0.032	0.0002537953947672	0.12
"DMR_171"	"chr5"	1886828	1887583	755	"*"	-1.32748683084261	19.9123024626392	320864	101572	101586	15	15	7.69076953840001e-05	0.032	0.000807530801532001	0.332
"DMR_172"	"chr17"	9862752	9863293	541	"*"	-1.56327370546881	18.7592844656258	170504	55379	55390	12	12	7.69076953840001e-05	0.032	0.001076707735376	0.388
"DMR_173"	"chr3"	32022994	32023611	617	"*"	-1.55726512560034	18.6871815072041	279010	89109	89120	12	13	7.69076953840001e-05	0.032	0.0010843985049144	0.392
"DMR_174"	"chr16"	1821253	1822346	1093	"*"	-1.54286627240943	18.5143952689132	150492	48575	48586	12	12	8.45984649224001e-05	0.032	0.0010920892744528	0.396
"DMR_175"	"chr22"	45809375	45810043	668	"*"	-1.3858592863314	18.0161707223081	272903	87680	87692	13	15	7.69076953840001e-05	0.032	0.0012535954347592	0.44
"DMR_176"	"chr5"	170735973	170736572	599	"*"	-1.62444409712414	17.8688850683655	340495	107513	107523	11	11	7.69076953840001e-05	0.032	0.001307430821528	0.456
"DMR_177"	"chr1"	228645462	228645796	334	"*"	-1.88756842977599	16.9881158679839	37917	12780	12788	9	9	6.92169258456001e-05	0.032	0.0016073708335256	0.512
"DMR_178"	"chr8"	16859451	16860121	670	"*"	-1.69131280881634	16.9131280881634	393221	126973	126982	10	12	7.69076953840001e-05	0.032	0.001653515450756	0.524
"DMR_179"	"chr6"	54711065	54711476	411	"*"	-1.88572972414857	15.0858377931886	355058	116891	116898	8	8	6.92169258456001e-05	0.032	0.0027609862642856	0.632
"DMR_180"	"chr16"	8960833	8961471	638	"*"	-1.87354928226893	14.9883942581514	152444	49370	49377	8	8	6.92169258456001e-05	0.032	0.0028225124205928	0.644
"DMR_181"	"chr11"	128554586	128555749	1163	"*"	-1.87176893249463	14.974151459957	85789	27659	27666	8	8	6.92169258456001e-05	0.032	0.0028378939596696	0.648
"DMR_182"	"chr5"	80528698	80529340	642	"*"	-1.86980542491358	14.9584433993086	329266	103622	103629	8	11	6.92169258456001e-05	0.032	0.0028532754987464	0.648
"DMR_183"	"chr4"	110480700	110481292	592	"*"	-1.87934327330136	11.2760596398082	312796	99289	99294	6	9	6.92169258456001e-05	0.032	0.00872902342608401	0.884
"DMR_184"	"chr16"	31227272	31228555	1283	"*"	-1.28746479313853	20.5994366902165	156700	50889	50904	16	17	8.45984649224001e-05	0.036	0.000715241567071201	0.3
"DMR_185"	"chr14"	37641090	37641984	894	"*"	-1.61211626724084	17.7332789396493	122402	39608	39618	11	11	8.45984649224001e-05	0.036	0.0013535754387584	0.476
"DMR_186"	"chr19"	35738738	35739753	1015	"*"	-1.60980298528065	17.7078328380872	205586	67414	67424	11	11	8.45984649224001e-05	0.036	0.0013612662082968	0.476
"DMR_187"	"chr9"	130692341	130693538	1197	"*"	-1.60184968596402	17.6203465456042	422329	133116	133126	11	11	8.45984649224001e-05	0.036	0.0014074108255272	0.488
"DMR_188"	"chr3"	151985310	151986340	1030	"*"	-1.66955007936997	16.6955007936997	294706	94231	94240	10	16	8.45984649224001e-05	0.036	0.0017919493024472	0.536
"DMR_189"	"chr10"	81967195	81967666	471	"*"	-1.85815481761784	13.0070837233249	53203	16279	16285	7	9	7.69076953840001e-05	0.036	0.00491440173503761	0.752
"DMR_190"	"chr19"	19007074	19007596	522	"*"	-1.86773020317746	11.2063812190648	203723	66832	66837	6	10	7.69076953840001e-05	0.036	0.00890591112546721	0.888
"DMR_191"	"chr11"	64814948	64815744	796	"*"	-1.86322790233715	11.1793674140229	74277	23650	23655	6	10	7.69076953840001e-05	0.036	0.00899820035992801	0.888
"DMR_192"	"chr6"	32063835	32065211	1376	"*"	-0.986079281386391	35.4988541299101	350150	113494	113529	36	51	7.69076953840001e-05	0.04	0.0001615061603064	0.076
"DMR_193"	"chr6"	133561368	133562776	1408	"*"	-0.978186763726662	35.2147234941598	361331	118868	118903	36	36	7.69076953840001e-05	0.04	0.0001691969298448	0.08
"DMR_194"	"chr18"	74960629	74962369	1740	"*"	-1.05842322062466	32.8111198393645	195408	63442	63472	31	31	7.69076953840001e-05	0.04	0.00019226923846	0.092
"DMR_195"	"chr11"	2160540	2161894	1354	"*"	-1.01683618887053	32.5387580438568	64333	19712	19743	32	32	7.69076953840001e-05	0.04	0.00019226923846	0.092
"DMR_196"	"chr6"	30881112	30882094	982	"*"	-1.10238296639094	30.8667230589462	349595	111678	111705	28	46	7.69076953840001e-05	0.04	0.00019226923846	0.092
"DMR_197"	"chr6"	31690998	31692375	1377	"*"	-1.05214726472863	30.5122706771302	349925	112506	112534	29	31	7.69076953840001e-05	0.04	0.0001999600079984	0.096
"DMR_198"	"chr12"	22093960	22095330	1370	"*"	-1.27352376632987	20.3763802612779	91107	29250	29265	16	16	9.22892344608002e-05	0.04	0.000738313875686401	0.304
"DMR_199"	"chr1"	44398868	44399869	1001	"*"	-1.34229685324574	18.7921559454403	13957	4167	4180	14	15	9.99800039992002e-05	0.04	0.0010690169658376	0.384
"DMR_200"	"chr5"	110062343	110062837	494	"*"	1.52471296830009	18.2965556196011	331555	104223	104234	12	12	9.99800039992002e-05	0.04	0.00115361543076	0.424
"DMR_201"	"chr4"	1166270	1167069	799	"*"	-1.51309593321432	18.1571511985718	301634	96207	96218	12	17	9.99800039992002e-05	0.04	0.0011997600479904	0.428
"DMR_202"	"chr16"	54972078	54973966	1888	"*"	-1.37841636531864	17.9194127491424	158431	51261	51273	13	13	9.22892344608002e-05	0.04	0.0012843585129128	0.452
"DMR_203"	"chr1"	209979111	209979779	668	"*"	-1.37716354439758	17.9031260771686	34832	11922	11934	13	13	9.22892344608002e-05	0.04	0.0012843585129128	0.452
"DMR_204"	"chr7"	27197239	27198429	1190	"*"	-1.85077345761946	16.6569611185752	372827	121503	121511	9	9	8.45984649224001e-05	0.04	0.0018150216110624	0.536
"DMR_205"	"chr1"	32041507	32042157	650	"*"	-1.81597335720612	16.3437602148551	10570	2863	2871	9	13	8.45984649224001e-05	0.04	0.0019688370018304	0.552
"DMR_206"	"chr6"	26188847	26189597	750	"*"	-1.78836441960399	16.0952797764359	348213	109240	109248	9	9	8.45984649224001e-05	0.04	0.0020841985449064	0.572
"DMR_207"	"chr22"	21386798	21387215	417	"*"	-1.77957861169205	16.0162075052285	266411	85717	85725	9	11	8.45984649224001e-05	0.04	0.0021226523925984	0.572
"DMR_208"	"chr3"	188664887	188665466	579	"*"	-1.77888374142326	16.0099536728094	299273	95582	95590	9	11	8.45984649224001e-05	0.04	0.0021226523925984	0.572
"DMR_209"	"chr8"	144952622	144953114	492	"*"	-1.75718074922487	15.8146267430238	410492	131171	131179	9	9	9.22892344608002e-05	0.04	0.0022380139356744	0.584
"DMR_210"	"chr10"	135192744	135193427	683	"*"	-1.71852536420089	15.466728277808	63111	19136	19144	9	12	9.99800039992002e-05	0.04	0.0024456647132112	0.604
"DMR_211"	"chr2"	108602784	108603244	460	"*"	-1.84720234185421	14.7776187348337	228879	75870	75877	8	12	8.45984649224001e-05	0.04	0.0029301831941304	0.652
"DMR_212"	"chr18"	20713759	20714527	768	"*"	-1.83949769461484	14.7159815569187	189763	62260	62267	8	8	8.45984649224001e-05	0.04	0.0029686370418224	0.656
"DMR_213"	"chr9"	72435533	72436057	524	"*"	-1.83509903701832	14.6807922961465	414589	132002	132009	8	8	8.45984649224001e-05	0.04	0.0029763278113608	0.66
"DMR_214"	"chr17"	1944594	1945160	566	"*"	-1.83406219441859	14.6724975553487	167803	54033	54040	8	11	8.45984649224001e-05	0.04	0.0029840185808992	0.66
"DMR_215"	"chr17"	7942058	7942743	685	"*"	-1.83313793967904	14.6651035174323	169903	55167	55174	8	8	8.45984649224001e-05	0.04	0.0029917093504376	0.66
"DMR_216"	"chr5"	79286648	79287563	915	"*"	-1.82354717567234	14.5883774053787	329082	103564	103571	8	8	8.45984649224001e-05	0.04	0.0030224724285912	0.66
"DMR_217"	"chr19"	10541207	10541704	497	"*"	-1.82294054666061	14.5835243732849	200795	65192	65199	8	8	8.45984649224001e-05	0.04	0.0030224724285912	0.66
"DMR_218"	"chr8"	145047469	145048235	766	"*"	-1.81626299320594	14.5301039456475	410558	131216	131223	8	10	8.45984649224001e-05	0.04	0.0030455447372064	0.664
"DMR_219"	"chr7"	30810797	30811177	380	"*"	-1.8117317180686	14.4938537445488	373622	121807	121814	8	9	8.45984649224001e-05	0.04	0.0030916893544368	0.668
"DMR_220"	"chr12"	122018770	122019117	347	"*"	-1.80610255663145	14.4488204530516	105731	34866	34873	8	17	8.45984649224001e-05	0.04	0.0031224524325904	0.668
"DMR_221"	"chr2"	241497412	241497727	315	"*"	-1.77714646402392	14.2171717121913	246650	80277	80284	8	11	8.45984649224001e-05	0.04	0.00336855705781921	0.676
"DMR_222"	"chr8"	495736	496440	704	"*"	-1.76807849164499	14.1446279331599	390717	126576	126583	8	10	8.45984649224001e-05	0.04	0.00341470167504961	0.676
"DMR_223"	"chr9"	130639739	130640301	562	"*"	-1.75771662515638	14.0617330012511	422287	133096	133103	8	8	9.22892344608002e-05	0.04	0.00353006321812561	0.684
"DMR_224"	"chr7"	42267200	42267747	547	"*"	-1.75679024448591	14.0543219558873	375221	122079	122086	8	8	9.22892344608002e-05	0.04	0.00354544475720241	0.684
"DMR_225"	"chr6"	34482278	34482679	401	"*"	-1.73056488793633	12.1139542155543	351119	115707	115713	7	9	9.22892344608002e-05	0.04	0.00658329872487041	0.84
"DMR_226"	"chr11"	128693801	128694679	878	"*"	-1.71700150897886	12.019010562852	85854	27679	27685	7	10	9.99800039992002e-05	0.04	0.00676018642425361	0.852
"DMR_227"	"chr11"	63381825	63382143	318	"*"	-1.71658513979307	12.0160959785515	73596	23246	23252	7	8	9.99800039992002e-05	0.04	0.00676018642425361	0.852
"DMR_228"	"chr20"	44035415	44036136	721	"*"	-1.74003495227008	10.4402097136205	254612	82892	82897	6	21	9.22892344608002e-05	0.04	0.0118899297063664	0.952
"DMR_229"	"chr6"	29520752	29521803	1051	"*"	-0.988850828156356	32.6320773291597	349001	110064	110096	33	34	8.45984649224001e-05	0.044	0.00019226923846	0.092
"DMR_230"	"chr6"	32115979	32117565	1586	"*"	-1.04163123825057	28.1240434327653	350184	113641	113667	27	27	8.45984649224001e-05	0.044	0.0002537953947672	0.12
"DMR_231"	"chr3"	125898783	125900180	1397	"*"	-1.21463822239339	25.5074026702611	290612	92932	92952	21	21	9.22892344608002e-05	0.044	0.000330703090151201	0.144
"DMR_232"	"chr10"	102279330	102279954	624	"*"	-1.368660829569	17.7925907843971	56355	17241	17253	13	14	0.0001076707735376	0.044	0.0013381938996816	0.472
"DMR_233"	"chr5"	34838922	34839623	701	"*"	-1.63565577179299	16.3565577179299	324186	101979	101988	10	13	9.99800039992002e-05	0.044	0.001961146232292	0.552
"DMR_234"	"chr11"	67806118	67806668	550	"*"	-1.71180310852769	13.6944248682215	75608	24545	24552	8	8	0.0001076707735376	0.044	0.00396843708181441	0.708
"DMR_235"	"chr4"	166793622	166796212	2590	"*"	-1.08948266413073	26.1475839391374	317367	100741	100764	24	24	9.22892344608002e-05	0.048	0.0003153215510744	0.14
"DMR_236"	"chr5"	140810051	140811642	1591	"*"	-1.22918142823118	22.1252657081613	336145	106334	106351	18	18	0.0001076707735376	0.048	0.000599880023995201	0.252
"DMR_237"	"chr3"	129692836	129694665	1829	"*"	-1.22811790624602	22.1061223124283	291830	93271	93288	18	18	0.0001076707735376	0.048	0.000599880023995201	0.252
"DMR_238"	"chr15"	65203541	65204428	887	"*"	-1.50503760008922	18.0604512010706	141276	45762	45773	12	12	0.000115361543076	0.048	0.001230523126144	0.436
"DMR_239"	"chr3"	186856928	186857537	609	"*"	-1.62715660542878	16.2715660542878	298883	95517	95526	10	10	0.0001076707735376	0.048	0.0019842185409072	0.552
"DMR_240"	"chr2"	71017541	71018044	503	"*"	-1.69665626253023	13.5732501002418	224423	74315	74322	8	10	0.000115361543076	0.048	0.00415301555073601	0.712
"DMR_241"	"chr20"	61446962	61447929	967	"*"	-0.965702308825263	27.0396646471074	259008	83867	83894	28	38	9.99800039992002e-05	0.052	0.0002845584729208	0.136
"DMR_242"	"chr11"	12030088	12031508	1420	"*"	-1.22601783189688	22.0683209741438	66745	20909	20926	18	18	0.000115361543076	0.052	0.000599880023995201	0.252
"DMR_243"	"chr1"	153599479	153600156	677	"*"	-1.27270705151032	19.0906057726548	25261	8714	8728	15	15	0.0001230523126144	0.052	0.000992109270453601	0.368
"DMR_244"	"chr5"	33891893	33892705	812	"*"	-1.48904060644219	17.8684872773063	324050	101937	101948	12	14	0.0001230523126144	0.052	0.001307430821528	0.456
"DMR_245"	"chr5"	2754753	2756361	1608	"*"	-1.35211865338375	17.5775424939887	321115	101634	101646	13	13	0.0001307430821528	0.052	0.0014381739036808	0.492
"DMR_246"	"chr19"	6463949	6464275	326	"*"	-1.55979238919709	17.157716281168	199582	64571	64581	11	11	0.0001230523126144	0.052	0.0015612262162952	0.512
"DMR_247"	"chr2"	66667433	66668012	579	"*"	-1.69568114092621	13.5654491274097	223592	74056	74063	8	8	0.0001230523126144	0.052	0.00416070632027441	0.712
"DMR_248"	"chr2"	157184137	157184978	841	"*"	-1.69564245450126	13.5651396360101	234204	76868	76875	8	8	0.0001230523126144	0.052	0.00416070632027441	0.712
"DMR_249"	"chr6"	159238500	159239229	729	"*"	-1.69549559657652	10.1729735794591	365320	119767	119772	6	9	0.0001307430821528	0.052	0.013151215910664	0.96
"DMR_250"	"chr6"	29690766	29692281	1515	"*"	-0.961694006409117	25.9657381730462	349100	110200	110226	27	30	0.0001076707735376	0.056	0.000323012320612801	0.14
"DMR_251"	"chr17"	18907305	18908324	1019	"*"	-1.32009143348477	18.4812800687868	172128	55853	55866	14	14	0.0001307430821528	0.056	0.0010997800439912	0.4
"DMR_252"	"chr3"	46506104	46506864	760	"*"	-1.30357211710846	18.2500096395184	281402	89931	89944	14	14	0.0001384338516912	0.056	0.0011689969698368	0.424
"DMR_253"	"chr15"	90727363	90728157	794	"*"	-1.54762096227898	17.0238305850688	146961	47559	47569	11	11	0.0001384338516912	0.056	0.0016073708335256	0.512
"DMR_254"	"chr1"	201368390	201369031	641	"*"	-1.54042689744748	16.9446958719223	32467	11236	11246	11	11	0.0001384338516912	0.056	0.0016304431421408	0.516
"DMR_255"	"chr2"	286830	287395	565	"*"	-1.68210770983323	13.4568616786658	212846	71557	71564	8	8	0.0001307430821528	0.056	0.00428375863288881	0.716
"DMR_256"	"chr6"	168078772	168079818	1046	"*"	-1.67868759968275	13.429500797462	366813	120042	120049	8	8	0.0001384338516912	0.056	0.00432221248058081	0.716
"DMR_257"	"chr5"	132082633	132083184	551	"*"	-1.67595676560077	13.4076541248062	333940	105201	105208	8	8	0.0001384338516912	0.056	0.00434528478919601	0.72
"DMR_258"	"chr1"	62660188	62660624	436	"*"	-1.6651904762313	13.3215238098504	17338	5326	5333	8	10	0.0001384338516912	0.056	0.00443757402365681	0.732
"DMR_259"	"chr1"	66257822	66258441	619	"*"	-1.68096520730416	11.7667564511291	17904	5532	5538	7	8	0.0001307430821528	0.056	0.00736006644824881	0.86
"DMR_260"	"chr6"	35479350	35480129	779	"*"	-1.69108887886329	8.45544439431647	351398	115810	115814	5	9	0.0001384338516912	0.056	0.0257333148754864	0.98
"DMR_261"	"chr2"	15701742	15702002	260	"*"	-1.77432183315406	7.09728733261623	215857	71865	71868	4	14	0.000115361543076	0.056	0.0422453970744313	0.992
"DMR_262"	"chr6"	138725799	138726184	385	"*"	-1.7361387424311	6.94455496972438	362257	119094	119097	4	11	0.0001230523126144	0.056	0.0446295356313353	0.992
"DMR_263"	"chr6"	28226500	28227482	982	"*"	-1.2509944738444	20.0159115815104	348678	109507	109522	16	18	0.0001307430821528	0.06	0.000792149262455201	0.324
"DMR_264"	"chr11"	64058152	64059594	1442	"*"	-1.28940160190785	18.0516224267098	73883	23425	23438	14	14	0.0001461246212296	0.06	0.0012382138956824	0.436
"DMR_265"	"chr5"	80256087	80256867	780	"*"	-1.47056679635889	17.6468015563067	329222	103607	103618	12	13	0.0001461246212296	0.06	0.0013920292864504	0.484
"DMR_266"	"chr16"	66612774	66613407	633	"*"	-1.46943698567093	17.6332438280512	159996	51802	51813	12	12	0.0001461246212296	0.06	0.0013997200559888	0.484
"DMR_267"	"chr12"	103889516	103890311	795	"*"	-1.32814071083444	17.2658292408478	101536	33417	33429	13	16	0.0001461246212296	0.06	0.0015458446772184	0.508
"DMR_268"	"chr5"	156886970	156887490	520	"*"	-1.58365128207849	15.8365128207849	338919	107137	107146	10	10	0.0001461246212296	0.06	0.0022226323965976	0.584
"DMR_269"	"chr1"	65774564	65775145	581	"*"	-1.65575646679014	14.9018082011113	17856	5505	5513	9	9	0.0001461246212296	0.06	0.0028763478073616	0.648
"DMR_270"	"chr10"	62332352	62332846	494	"*"	-1.63770186126527	14.7393167513875	49602	15315	15323	9	9	0.0001461246212296	0.06	0.0029455647332072	0.656
"DMR_271"	"chr20"	42544648	42545022	374	"*"	-1.63099019551707	14.6789117596536	254142	82634	82642	9	9	0.0001461246212296	0.06	0.0029763278113608	0.66
"DMR_272"	"chr11"	71955113	71955599	486	"*"	-1.63065527193332	14.6758974473999	77123	24893	24901	9	10	0.0001461246212296	0.06	0.0029840185808992	0.66
"DMR_273"	"chr17"	38465217	38465510	293	"*"	-1.61616809366283	14.5455128429655	175665	57298	57306	9	9	0.000153815390768	0.06	0.0030301631981296	0.664
"DMR_274"	"chr10"	18430019	18430612	593	"*"	-1.70997849659827	6.83991398639309	44950	14232	14235	4	14	0.0001461246212296	0.06	0.0463522680079369	0.992
"DMR_275"	"chr2"	63275509	63277030	1521	"*"	-0.982228293621364	23.5734790469127	222998	73865	73888	24	31	0.0001230523126144	0.064	0.000415301555073601	0.184
"DMR_276"	"chr7"	96653617	96655105	1488	"*"	-1.14070425039787	22.8140850079575	380658	123677	123696	20	20	0.0001307430821528	0.064	0.000507590789534401	0.216
"DMR_277"	"chr18"	12254024	12254976	952	"*"	-1.23938307896385	19.8301292634217	189069	62067	62082	16	19	0.000153815390768	0.064	0.000845984649224001	0.332
"DMR_278"	"chr2"	74875253	74875932	679	"*"	-1.46635012244995	17.5962014693994	225326	74829	74840	12	13	0.000153815390768	0.064	0.0014304831341424	0.488
"DMR_279"	"chr16"	1583391	1584118	727	"*"	-1.52260146071901	16.7486160679092	150328	48535	48545	11	11	0.000153815390768	0.064	0.0017534954547552	0.536
"DMR_280"	"chr17"	4802266	4803053	787	"*"	-1.51718884681008	16.6890773149109	168831	54355	54365	11	11	0.000153815390768	0.064	0.0017996400719856	0.536
"DMR_281"	"chr4"	84030854	84031513	659	"*"	-1.5132807505651	16.6460882562161	310608	98500	98510	11	11	0.000153815390768	0.064	0.0018380939196776	0.536
"DMR_282"	"chr1"	38022316	38022657	341	"*"	-1.5776216267236	15.776216267236	12105	3487	3496	10	10	0.000153815390768	0.064	0.0022533954747512	0.584
"DMR_283"	"chr16"	67184900	67185429	529	"*"	-1.61062270891949	14.4956043802754	160215	51923	51931	9	10	0.0001615061603064	0.064	0.00307630781536001	0.668
"DMR_284"	"chr1"	1566687	1567820	1133	"*"	-1.65299723095326	13.2239778476261	583	247	254	8	8	0.000153815390768	0.064	0.00456062633627121	0.74
"DMR_285"	"chr12"	52626814	52627576	762	"*"	-1.65042627151227	13.2034101720982	94974	30709	30716	8	8	0.000153815390768	0.064	0.00457600787534801	0.74
"DMR_286"	"chr1"	153747542	153747856	314	"*"	-1.64607693682629	13.1686154946103	25330	8784	8791	8	10	0.000153815390768	0.064	0.00462984326211681	0.74
"DMR_287"	"chr12"	6755816	6756751	935	"*"	-1.63462943750766	13.0770355000613	88973	28461	28468	8	8	0.000153815390768	0.064	0.00482980327011521	0.748
"DMR_288"	"chr12"	113909718	113910034	316	"*"	-1.63371664049349	13.069733123948	103956	34336	34343	8	8	0.000153815390768	0.064	0.00482980327011521	0.748
"DMR_289"	"chr22"	51066142	51066776	634	"*"	-1.62190480591514	12.9752384473211	274776	87991	87998	8	11	0.0001615061603064	0.064	0.00493747404365281	0.752
"DMR_290"	"chr3"	48700269	48700498	229	"*"	-1.61465888482438	12.917271078595	282045	90290	90297	8	8	0.0001615061603064	0.064	0.00499900019996001	0.752
"DMR_291"	"chr22"	42095347	42095773	426	"*"	-1.63179147496142	11.4225403247299	271658	87280	87286	7	8	0.0001615061603064	0.064	0.00836755725777921	0.872
"DMR_292"	"chr12"	1928990	1929774	784	"*"	-1.62219560250578	11.3553692175405	87585	28033	28039	7	9	0.0001691969298448	0.064	0.00848291880085521	0.88
"DMR_293"	"chr10"	94825547	94826319	772	"*"	-1.6158167922713	11.3107175458991	54819	16691	16697	7	8	0.0001691969298448	0.064	0.00864442496116161	0.884
"DMR_294"	"chr1"	107600012	107600762	750	"*"	-1.64570438033348	9.87422628200089	21571	6901	6906	6	14	0.0001768876993832	0.064	0.0149816190608032	0.968
"DMR_295"	"chr11"	77734206	77734781	575	"*"	-1.62220880046824	9.73325280280946	78667	25345	25350	6	9	0.0001845784689216	0.064	0.015727623706028	0.968
"DMR_296"	"chr6"	33244752	33245895	1143	"*"	-0.876556168347544	30.679465892164	350627	114900	114934	35	48	0.0001307430821528	0.068	0.0001999600079984	0.096
"DMR_297"	"chr6"	31370532	31371820	1288	"*"	-1.11870415283047	23.4927872094398	349755	111937	111957	21	21	0.0001384338516912	0.068	0.000422992324612001	0.184
"DMR_298"	"chr11"	8615356	8616172	816	"*"	-1.19512925354333	20.3171973102367	65926	20630	20646	17	17	0.0001461246212296	0.068	0.000738313875686401	0.304
