"Rownames"	"chr"	"start"	"end"	"Name"
"chr1:145606188-145621927"	"chr1:145606188-145621927"	"chr1"	145606188	145621927	"GPR89A;NBPF25P"
"chr1:145714349-145725258"	"chr1:145714349-145725258"	"chr1"	145714349	145725258	"CD160"
"chr1:147243015-147253375"	"chr1:147243015-147253375"	"chr1"	147243015	147253375	"FMO5"
"chr1:149812977-149815602"	"chr1:149812977-149815602"	"chr1"	149812977	149815602	"HIST2H2BF;HIST2H3D"
"chr1:149848366-149858434"	"chr1:149848366-149858434"	"chr1"	149848366	149858434	"HIST2H2AA4;HIST2H3A;HIST2H2BC"
"chr1:149858435-149862569"	"chr1:149858435-149862569"	"chr1"	149858435	149862569	"HIST2H4B"
"chr1:149878034-149894445"	"chr1:149878034-149894445"	"chr1"	149878034	149894445	"HIST2H2AC;BOLA1;HIST2H2BE;HIST2H2AB"
"chr1:149907731-149919378"	"chr1:149907731-149919378"	"chr1"	149907731	149919378	"SV2A"
"chr1:150197567-150222006"	"chr1:150197567-150222006"	"chr1"	150197567	150222006	""
"chr1:150227107-150235704"	"chr1:150227107-150235704"	"chr1"	150227107	150235704	""
"chr1:150252819-150268232"	"chr1:150252819-150268232"	"chr1"	150252819	150268232	"CA14;C1orf54"
"chr1:150277789-150297885"	"chr1:150277789-150297885"	"chr1"	150277789	150297885	"CIART;MRPS21"
"chr1:150501621-150544031"	"chr1:150501621-150544031"	"chr1"	150501621	150544031	"ECM1;FALEC"
"chr1:150572547-150590576"	"chr1:150572547-150590576"	"chr1"	150572547	150590576	"ADAMTSL4-AS1;MCL1"
"chr1:150598124-150602418"	"chr1:150598124-150602418"	"chr1"	150598124	150602418	""
"chr1:150769819-150781269"	"chr1:150769819-150781269"	"chr1"	150769819	150781269	""
"chr1:150886273-150899349"	"chr1:150886273-150899349"	"chr1"	150886273	150899349	""
"chr1:150953569-150972230"	"chr1:150953569-150972230"	"chr1"	150953569	150972230	""
"chr1:150977625-150989820"	"chr1:150977625-150989820"	"chr1"	150977625	150989820	"ANXA9"
"chr1:151013687-151022712"	"chr1:151013687-151022712"	"chr1"	151013687	151022712	""
"chr1:151029436-151039451"	"chr1:151029436-151039451"	"chr1"	151029436	151039451	"BNIPL"
"chr1:151039452-151048583"	"chr1:151039452-151048583"	"chr1"	151039452	151048583	"C1orf56"
"chr1:151145842-151154251"	"chr1:151145842-151154251"	"chr1"	151145842	151154251	"SEMA6C"
"chr1:151155053-151171191"	"chr1:151155053-151171191"	"chr1"	151155053	151171191	"TNFAIP8L2;SCNM1;LYSMD1"
"chr1:151246649-151254382"	"chr1:151246649-151254382"	"chr1"	151246649	151254382	"PSMD4"
"chr1:151254383-151268401"	"chr1:151254383-151268401"	"chr1"	151254383	151268401	"PSMD4"
"chr1:151297773-151300992"	"chr1:151297773-151300992"	"chr1"	151297773	151300992	""
"chr1:151333183-151350265"	"chr1:151333183-151350265"	"chr1"	151333183	151350265	"RFX5"
"chr1:151368335-151375895"	"chr1:151368335-151375895"	"chr1"	151368335	151375895	"SELENBP1"
"chr1:151496436-151509686"	"chr1:151496436-151509686"	"chr1"	151496436	151509686	"CGN"
"chr1:151516084-151535165"	"chr1:151516084-151535165"	"chr1"	151516084	151535165	""
"chr1:151763245-151770490"	"chr1:151763245-151770490"	"chr1"	151763245	151770490	"MRPL9"
"chr1:151793294-151807827"	"chr1:151793294-151807827"	"chr1"	151793294	151807827	"TDRKH;LINGO4"
"chr1:151879964-151884233"	"chr1:151879964-151884233"	"chr1"	151879964	151884233	""
"chr1:152018295-152026361"	"chr1:152018295-152026361"	"chr1"	152018295	152026361	""
"chr1:152087286-152102360"	"chr1:152087286-152102360"	"chr1"	152087286	152102360	"TCHHL1"
"chr1:152185275-152199515"	"chr1:152185275-152199515"	"chr1"	152185275	152199515	""
"chr1:152581785-152586804"	"chr1:152581785-152586804"	"chr1"	152581785	152586804	"LCE3D"
"chr1:152592742-152599657"	"chr1:152592742-152599657"	"chr1"	152592742	152599657	"LCE3C"
"chr1:152635324-152645893"	"chr1:152635324-152645893"	"chr1"	152635324	152645893	""
"chr1:152645894-152654729"	"chr1:152645894-152654729"	"chr1"	152645894	152654729	""
"chr1:152741438-152750801"	"chr1:152741438-152750801"	"chr1"	152741438	152750801	""
"chr1:152757302-152760193"	"chr1:152757302-152760193"	"chr1"	152757302	152760193	"KPRP"
"chr1:152777015-152790046"	"chr1:152777015-152790046"	"chr1"	152777015	152790046	"LCE1E"
"chr1:152795218-152800657"	"chr1:152795218-152800657"	"chr1"	152795218	152800657	"LCE1D"
"chr1:152843096-152861125"	"chr1:152843096-152861125"	"chr1"	152843096	152861125	""
"chr1:152999403-153005218"	"chr1:152999403-153005218"	"chr1"	152999403	153005218	"SPRR3"
"chr1:153014063-153014960"	"chr1:153014063-153014960"	"chr1"	153014063	153014960	""
"chr1:153103744-153117056"	"chr1:153103744-153117056"	"chr1"	153103744	153117056	"SPRR2E;SPRR2F"
"chr1:153303649-153315279"	"chr1:153303649-153315279"	"chr1"	153303649	153315279	"PGLYRP3"
"chr1:153329475-153330482"	"chr1:153329475-153330482"	"chr1"	153329475	153330482	""
"chr1:153359241-153375485"	"chr1:153359241-153375485"	"chr1"	153359241	153375485	"S100A12"
"chr1:153428021-153437210"	"chr1:153428021-153437210"	"chr1"	153428021	153437210	""
"chr1:153495077-153523136"	"chr1:153495077-153523136"	"chr1"	153495077	153523136	""
"chr1:153536569-153543043"	"chr1:153536569-153543043"	"chr1"	153536569	153543043	"S100A6;S100A5"
"chr1:153599452-153610732"	"chr1:153599452-153610732"	"chr1"	153599452	153610732	""
"chr1:153621935-153636394"	"chr1:153621935-153636394"	"chr1"	153621935	153636394	"S100A1;S100A13;CHTOP"
"chr1:153636395-153649058"	"chr1:153636395-153649058"	"chr1"	153636395	153649058	""
"chr1:153697621-153703610"	"chr1:153697621-153703610"	"chr1"	153697621	153703610	""
"chr1:153725019-153727454"	"chr1:153725019-153727454"	"chr1"	153725019	153727454	"INTS3"
"chr1:153743839-153751414"	"chr1:153743839-153751414"	"chr1"	153743839	153751414	""
"chr1:153917401-153921883"	"chr1:153917401-153921883"	"chr1"	153917401	153921883	"LOC101928059"
"chr1:153923538-153935288"	"chr1:153923538-153935288"	"chr1"	153923538	153935288	"GATAD2B"
"chr1:153941440-153950377"	"chr1:153941440-153950377"	"chr1"	153941440	153950377	"DENND4B"
"chr1:153956792-153974010"	"chr1:153956792-153974010"	"chr1"	153956792	153974010	"CRTC2;MIR6737;CREB3L4;SLC39A1"
"chr1:154163713-154167587"	"chr1:154163713-154167587"	"chr1"	154163713	154167587	""
"chr1:154191252-154201714"	"chr1:154191252-154201714"	"chr1"	154191252	154201714	"MIR190B;TPM3"
"chr1:154221516-154231251"	"chr1:154221516-154231251"	"chr1"	154221516	154231251	"C1orf43"
"chr1:154290327-154302481"	"chr1:154290327-154302481"	"chr1"	154290327	154302481	""
"chr1:154310437-154317181"	"chr1:154310437-154317181"	"chr1"	154310437	154317181	""
"chr1:154376485-154380520"	"chr1:154376485-154380520"	"chr1"	154376485	154380520	""
"chr1:154551150-154556442"	"chr1:154551150-154556442"	"chr1"	154551150	154556442	"UBE2Q1-AS1"
"chr1:154931357-154937470"	"chr1:154931357-154937470"	"chr1"	154931357	154937470	"PMVK"
"chr1:154937471-154948600"	"chr1:154937471-154948600"	"chr1"	154937471	154948600	"PMVK"
"chr1:154962768-154966649"	"chr1:154962768-154966649"	"chr1"	154962768	154966649	"PYGO2"
"chr1:154968506-154982940"	"chr1:154968506-154982940"	"chr1"	154968506	154982940	"CKS1B;MIR4258;SHC1;FLAD1"
"chr1:155110904-155137257"	"chr1:155110904-155137257"	"chr1"	155110904	155137257	"EFNA1;SLC50A1"
"chr1:155145634-155154579"	"chr1:155145634-155154579"	"chr1"	155145634	155154579	""
"chr1:155154580-155178222"	"chr1:155154580-155178222"	"chr1"	155154580	155178222	"TRIM46;KRTCAP2"
"chr1:155219223-155237483"	"chr1:155219223-155237483"	"chr1"	155219223	155237483	"GBAP1"
"chr1:155246372-155256254"	"chr1:155246372-155256254"	"chr1"	155246372	155256254	"GBA;FAM189B"
"chr1:155256942-155273758"	"chr1:155256942-155273758"	"chr1"	155256942	155273758	"FAM189B;SCAMP3"
"chr1:155274518-155280101"	"chr1:155274518-155280101"	"chr1"	155274518	155280101	"HCN3;CLK2"
"chr1:155290566-155305109"	"chr1:155290566-155305109"	"chr1"	155290566	155305109	"PKLR"
"chr1:155319157-155337620"	"chr1:155319157-155337620"	"chr1"	155319157	155337620	"RUSC1;RUSC1-AS1"
"chr1:155649989-155662591"	"chr1:155649989-155662591"	"chr1"	155649989	155662591	""
"chr1:155834942-155869090"	"chr1:155834942-155869090"	"chr1"	155834942	155869090	"SYT11;GON4L"
"chr1:155887793-155893439"	"chr1:155887793-155893439"	"chr1"	155887793	155893439	""
"chr1:155903675-155912810"	"chr1:155903675-155912810"	"chr1"	155903675	155912810	"RIT1"
"chr1:155945236-155971079"	"chr1:155945236-155971079"	"chr1"	155945236	155971079	"MIR6738"
"chr1:155982605-156000534"	"chr1:155982605-156000534"	"chr1"	155982605	156000534	"LOC107985210"
"chr1:156011183-156025678"	"chr1:156011183-156025678"	"chr1"	156011183	156025678	"SSR2"
"chr1:156038290-156072478"	"chr1:156038290-156072478"	"chr1"	156038290	156072478	"LAMTOR2;UBQLN4;RAB25"
"chr1:156171594-156193276"	"chr1:156171594-156193276"	"chr1"	156171594	156193276	"SLC25A44"
"chr1:156208305-156216308"	"chr1:156208305-156216308"	"chr1"	156208305	156216308	"PMF1-BGLAP;PMF1"
"chr1:156336818-156341592"	"chr1:156336818-156341592"	"chr1"	156336818	156341592	"TSACC"
"chr1:156380226-156393721"	"chr1:156380226-156393721"	"chr1"	156380226	156393721	""
"chr1:156467805-156490786"	"chr1:156467805-156490786"	"chr1"	156467805	156490786	""
"chr1:156498077-156505404"	"chr1:156498077-156505404"	"chr1"	156498077	156505404	"MEF2D"
"chr1:156565606-156574542"	"chr1:156565606-156574542"	"chr1"	156565606	156574542	"IQGAP3"
"chr1:156582371-156589766"	"chr1:156582371-156589766"	"chr1"	156582371	156589766	"NAXE"
"chr1:156595211-156618276"	"chr1:156595211-156618276"	"chr1"	156595211	156618276	"GPATCH4;HAPLN2"
"chr1:156622326-156650015"	"chr1:156622326-156650015"	"chr1"	156622326	156650015	"BCAN"
"chr1:156668090-156682728"	"chr1:156668090-156682728"	"chr1"	156668090	156682728	"NES"
"chr1:156707018-156715899"	"chr1:156707018-156715899"	"chr1"	156707018	156715899	"CRABP2"
"chr1:156881919-156903177"	"chr1:156881919-156903177"	"chr1"	156881919	156903177	"PEAR1"
"chr1:157069531-157073148"	"chr1:157069531-157073148"	"chr1"	157069531	157073148	""
"chr1:158149089-158156432"	"chr1:158149089-158156432"	"chr1"	158149089	158156432	"LINC01704"
"chr1:158254384-158263603"	"chr1:158254384-158263603"	"chr1"	158254384	158263603	"CD1A"
"chr1:158423301-158449248"	"chr1:158423301-158449248"	"chr1"	158423301	158449248	"OR10K2"
"chr1:158449249-158453102"	"chr1:158449249-158453102"	"chr1"	158449249	158453102	""
"chr1:158460435-158467606"	"chr1:158460435-158467606"	"chr1"	158460435	158467606	"OR10K1"
"chr1:158677775-158689204"	"chr1:158677775-158689204"	"chr1"	158677775	158689204	"SPTA1"
"chr1:158722538-158724533"	"chr1:158722538-158724533"	"chr1"	158722538	158724533	"OR6K3"
"chr1:159169280-159178503"	"chr1:159169280-159178503"	"chr1"	159169280	159178503	"CADM3"
"chr1:159283104-159288739"	"chr1:159283104-159288739"	"chr1"	159283104	159288739	"FCER1A"
"chr1:159557037-159559660"	"chr1:159557037-159559660"	"chr1"	159557037	159559660	""
"chr1:159793198-159817661"	"chr1:159793198-159817661"	"chr1"	159793198	159817661	"FCRL6"
"chr1:159822784-159839684"	"chr1:159822784-159839684"	"chr1"	159822784	159839684	"SLAMF8"
"chr1:159905502-159916307"	"chr1:159905502-159916307"	"chr1"	159905502	159916307	""
"chr1:159922674-159926759"	"chr1:159922674-159926759"	"chr1"	159922674	159926759	"TAGLN2"
"chr1:160029580-160032914"	"chr1:160029580-160032914"	"chr1"	160029580	160032914	"PIGM"
"chr1:160065149-160070212"	"chr1:160065149-160070212"	"chr1"	160065149	160070212	"KCNJ10"
"chr1:160077389-160095302"	"chr1:160077389-160095302"	"chr1"	160077389	160095302	"KCNJ9"
"chr1:160150193-160165896"	"chr1:160150193-160165896"	"chr1"	160150193	160165896	"ATP1A4"
"chr1:160255058-160260819"	"chr1:160255058-160260819"	"chr1"	160255058	160260819	"LOC100287049"
"chr1:160330433-160344885"	"chr1:160330433-160344885"	"chr1"	160330433	160344885	"NCSTN;COPA"
"chr1:160360353-160366730"	"chr1:160360353-160366730"	"chr1"	160360353	160366730	"NHLH1"
"chr1:160643025-160648363"	"chr1:160643025-160648363"	"chr1"	160643025	160648363	"SLAMF1"
"chr1:160703462-160714814"	"chr1:160703462-160714814"	"chr1"	160703462	160714814	"CD48"
"chr1:160921494-160946244"	"chr1:160921494-160946244"	"chr1"	160921494	160946244	"LOC101928372"
"chr1:161037045-161052923"	"chr1:161037045-161052923"	"chr1"	161037045	161052923	"TSTD1;USF1"
"chr1:161067306-161076002"	"chr1:161067306-161076002"	"chr1"	161067306	161076002	"ARHGAP30"
"chr1:161077236-161092374"	"chr1:161077236-161092374"	"chr1"	161077236	161092374	"NECTIN4"
"chr1:161097841-161106025"	"chr1:161097841-161106025"	"chr1"	161097841	161106025	"KLHDC9"
"chr1:161119503-161135966"	"chr1:161119503-161135966"	"chr1"	161119503	161135966	"PFDN2;DEDD"
"chr1:161135967-161164078"	"chr1:161135967-161164078"	"chr1"	161135967	161164078	"UFC1;USP21;PPOX"
"chr1:161164079-161175399"	"chr1:161164079-161175399"	"chr1"	161164079	161175399	"PPOX"
"chr1:161194329-161208294"	"chr1:161194329-161208294"	"chr1"	161194329	161208294	"NDUFS2;ADAMTS4"
"chr1:161674767-161677875"	"chr1:161674767-161677875"	"chr1"	161674767	161677875	""
"chr1:161719355-161719971"	"chr1:161719355-161719971"	"chr1"	161719355	161719971	"FCRLB"
"chr1:161730087-161738988"	"chr1:161730087-161738988"	"chr1"	161730087	161738988	""
"chr1:162037369-162059915"	"chr1:162037369-162059915"	"chr1"	162037369	162059915	""
"chr1:162333421-162337861"	"chr1:162333421-162337861"	"chr1"	162333421	162337861	""
"chr1:162368596-162382109"	"chr1:162368596-162382109"	"chr1"	162368596	162382109	"SPATA46;C1orf226"
"chr1:162582648-162601830"	"chr1:162582648-162601830"	"chr1"	162582648	162601830	""
"chr1:163231512-163239501"	"chr1:163231512-163239501"	"chr1"	163231512	163239501	""
"chr1:165595523-165601808"	"chr1:165595523-165601808"	"chr1"	165595523	165601808	""
"chr1:167187457-167198973"	"chr1:167187457-167198973"	"chr1"	167187457	167198973	""
"chr1:168215288-168220970"	"chr1:168215288-168220970"	"chr1"	168215288	168220970	""
"chr1:169048869-169063846"	"chr1:169048869-169063846"	"chr1"	169048869	169063846	""
"chr1:169452881-169463128"	"chr1:169452881-169463128"	"chr1"	169452881	169463128	"CCDC181"
"chr1:169763395-169765497"	"chr1:169763395-169765497"	"chr1"	169763395	169765497	"SELE"
"chr1:169856423-169865865"	"chr1:169856423-169865865"	"chr1"	169856423	169865865	""
"chr1:170114626-170115206"	"chr1:170114626-170115206"	"chr1"	170114626	170115206	""
"chr1:171101753-171108398"	"chr1:171101753-171108398"	"chr1"	171101753	171108398	"MIR1295B;MIR1295A"
"chr1:173175862-173177205"	"chr1:173175862-173177205"	"chr1"	173175862	173177205	""
"chr1:173633975-173641133"	"chr1:173633975-173641133"	"chr1"	173633975	173641133	"TEX50"
"chr1:174159939-174176204"	"chr1:174159939-174176204"	"chr1"	174159939	174176204	"LOC102724601"
"chr1:174988242-175009625"	"chr1:174988242-175009625"	"chr1"	174988242	175009625	"CACYBP"
"chr1:178481614-178484885"	"chr1:178481614-178484885"	"chr1"	178481614	178484885	""
"chr1:178500099-178517683"	"chr1:178500099-178517683"	"chr1"	178500099	178517683	"TEX35"
"chr1:178720591-178726656"	"chr1:178720591-178726656"	"chr1"	178720591	178726656	"RALGPS2"
"chr1:179196747-179205715"	"chr1:179196747-179205715"	"chr1"	179196747	179205715	""
"chr1:180119332-180128501"	"chr1:180119332-180128501"	"chr1"	180119332	180128501	""
"chr1:182567651-182590376"	"chr1:182567651-182590376"	"chr1"	182567651	182590376	"RNASEL"
"chr1:185013354-185017963"	"chr1:185013354-185017963"	"chr1"	185013354	185017963	""
"chr1:185284681-185295856"	"chr1:185284681-185295856"	"chr1"	185284681	185295856	""
"chr1:186416900-186424045"	"chr1:186416900-186424045"	"chr1"	186416900	186424045	"LOC102724919"
"chr1:193093111-193106723"	"chr1:193093111-193106723"	"chr1"	193093111	193106723	"GLRX2"
"chr1:197743104-197749249"	"chr1:197743104-197749249"	"chr1"	197743104	197749249	""
"chr1:200016014-200029923"	"chr1:200016014-200029923"	"chr1"	200016014	200029923	"NR5A2"
"chr1:200890679-200903214"	"chr1:200890679-200903214"	"chr1"	200890679	200903214	"INAVA"
"chr1:201387253-201402709"	"chr1:201387253-201402709"	"chr1"	201387253	201402709	"LAD1"
"chr1:201430507-201445015"	"chr1:201430507-201445015"	"chr1"	201430507	201445015	"TNNI1"
"chr1:201465947-201482239"	"chr1:201465947-201482239"	"chr1"	201465947	201482239	"PHLDA3"
"chr1:201852705-201864621"	"chr1:201852705-201864621"	"chr1"	201852705	201864621	"MIR6739"
"chr1:201944567-201958492"	"chr1:201944567-201958492"	"chr1"	201944567	201958492	"LMOD1;TIMM17A"
"chr1:201974651-201986030"	"chr1:201974651-201986030"	"chr1"	201974651	201986030	"SNORA70H;RNPEP"
"chr1:202075241-202099563"	"chr1:202075241-202099563"	"chr1"	202075241	202099563	""
"chr1:202107479-202133224"	"chr1:202107479-202133224"	"chr1"	202107479	202133224	"GPR37L1"
"chr1:202149187-202172385"	"chr1:202149187-202172385"	"chr1"	202149187	202172385	"PTPN7;PTPRVP"
"chr1:202856378-202865050"	"chr1:202856378-202865050"	"chr1"	202856378	202865050	"LOC148709"
"chr1:202887995-202897870"	"chr1:202887995-202897870"	"chr1"	202887995	202897870	"RABIF"
"chr1:202988778-202999244"	"chr1:202988778-202999244"	"chr1"	202988778	202999244	""
"chr1:203118389-203129167"	"chr1:203118389-203129167"	"chr1"	203118389	203129167	""
"chr1:203150753-203158668"	"chr1:203150753-203158668"	"chr1"	203150753	203158668	""
"chr1:203268404-203277227"	"chr1:203268404-203277227"	"chr1"	203268404	203277227	"LINC01353;CHIT1"
"chr1:203319882-203323128"	"chr1:203319882-203323128"	"chr1"	203319882	203323128	""
"chr1:203459656-203475784"	"chr1:203459656-203475784"	"chr1"	203459656	203475784	"PRELP"
"chr1:203720009-203741285"	"chr1:203720009-203741285"	"chr1"	203720009	203741285	"SNORA77"
"chr1:203760674-203765855"	"chr1:203760674-203765855"	"chr1"	203760674	203765855	"LAX1"
"chr1:204036461-204060592"	"chr1:204036461-204060592"	"chr1"	204036461	204060592	"LINC00303"
"chr1:204176179-204183485"	"chr1:204176179-204183485"	"chr1"	204176179	204183485	""
"chr1:204378332-204383548"	"chr1:204378332-204383548"	"chr1"	204378332	204383548	"PLEKHA6"
"chr1:205090640-205097323"	"chr1:205090640-205097323"	"chr1"	205090640	205097323	""
"chr1:205199513-205206654"	"chr1:205199513-205206654"	"chr1"	205199513	205206654	""
"chr1:205321806-205328232"	"chr1:205321806-205328232"	"chr1"	205321806	205328232	"NUAK2"
"chr1:205561889-205564869"	"chr1:205561889-205564869"	"chr1"	205561889	205564869	""
"chr1:205592907-205601455"	"chr1:205592907-205601455"	"chr1"	205592907	205601455	""
"chr1:206680498-206684374"	"chr1:206680498-206684374"	"chr1"	206680498	206684374	"MAPKAPK2"
"chr1:206945005-206946550"	"chr1:206945005-206946550"	"chr1"	206945005	206946550	"PIGR"
"chr1:206971832-206976797"	"chr1:206971832-206976797"	"chr1"	206971832	206976797	"FCAMR"
"chr1:207095325-207114941"	"chr1:207095325-207114941"	"chr1"	207095325	207114941	"C4BPA"
"chr1:207114942-207135528"	"chr1:207114942-207135528"	"chr1"	207114942	207135528	""
"chr1:207491500-207495827"	"chr1:207491500-207495827"	"chr1"	207491500	207495827	"CR1"
"chr1:209739530-209743925"	"chr1:209739530-209743925"	"chr1"	209739530	209743925	""
"chr1:209823579-209826397"	"chr1:209823579-209826397"	"chr1"	209823579	209826397	"UTP25"
"chr1:209896981-209898996"	"chr1:209896981-209898996"	"chr1"	209896981	209898996	"SYT14"
"chr1:211373677-211385428"	"chr1:211373677-211385428"	"chr1"	211373677	211385428	""
"chr1:211492935-211503273"	"chr1:211492935-211503273"	"chr1"	211492935	211503273	"RD3"
"chr1:211663078-211674002"	"chr1:211663078-211674002"	"chr1"	211663078	211674002	""
"chr1:211825492-211834304"	"chr1:211825492-211834304"	"chr1"	211825492	211834304	"LPGAT1-AS1;LPGAT1"
"chr1:212605695-212625891"	"chr1:212605695-212625891"	"chr1"	212605695	212625891	"FAM71A"
"chr1:218294921-218304596"	"chr1:218294921-218304596"	"chr1"	218294921	218304596	""
"chr1:218450627-218462653"	"chr1:218450627-218462653"	"chr1"	218450627	218462653	"C1orf143"
"chr1:220214228-220224682"	"chr1:220214228-220224682"	"chr1"	220214228	220224682	""
"chr1:220260540-220279170"	"chr1:220260540-220279170"	"chr1"	220260540	220279170	"RAB3GAP2"
"chr1:220294353-220320720"	"chr1:220294353-220320720"	"chr1"	220294353	220320720	""
"chr1:220443630-220447347"	"chr1:220443630-220447347"	"chr1"	220443630	220447347	""
"chr1:220825478-220842285"	"chr1:220825478-220842285"	"chr1"	220825478	220842285	"LINC01352"
"chr1:223834989-223855751"	"chr1:223834989-223855751"	"chr1"	223834989	223855751	"TP53BP2"
"chr1:224396242-224407717"	"chr1:224396242-224407717"	"chr1"	224396242	224407717	"MIR4742"
"chr1:224617641-224631198"	"chr1:224617641-224631198"	"chr1"	224617641	224631198	""
"chr1:225963986-225965688"	"chr1:225963986-225965688"	"chr1"	225963986	225965688	""
"chr1:225996792-226001567"	"chr1:225996792-226001567"	"chr1"	225996792	226001567	"SDE2"
"chr1:226062947-226070974"	"chr1:226062947-226070974"	"chr1"	226062947	226070974	""
"chr1:226110293-226136406"	"chr1:226110293-226136406"	"chr1"	226110293	226136406	""
"chr1:226186235-226202244"	"chr1:226186235-226202244"	"chr1"	226186235	226202244	"ACBD3"
"chr1:226324275-226336604"	"chr1:226324275-226336604"	"chr1"	226324275	226336604	""
"chr1:226403445-226414449"	"chr1:226403445-226414449"	"chr1"	226403445	226414449	"PARP1"
"chr1:226492160-226498121"	"chr1:226492160-226498121"	"chr1"	226492160	226498121	""
"chr1:226735008-226746259"	"chr1:226735008-226746259"	"chr1"	226735008	226746259	"ITPKB"
"chr1:227503950-227509527"	"chr1:227503950-227509527"	"chr1"	227503950	227509527	""
"chr1:227748098-227751788"	"chr1:227748098-227751788"	"chr1"	227748098	227751788	""
"chr1:228128025-228136144"	"chr1:228128025-228136144"	"chr1"	228128025	228136144	""
"chr1:228295802-228311112"	"chr1:228295802-228311112"	"chr1"	228295802	228311112	""
"chr1:228326248-228354840"	"chr1:228326248-228354840"	"chr1"	228326248	228354840	""
"chr1:228386110-228399081"	"chr1:228386110-228399081"	"chr1"	228386110	228399081	"MIR6742"
